mericarp_num,ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,width,depth,spine_length,tip_distance,spine_num,lower_spines
3775,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.27,2.82,,11.43,,,0
3776,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.17,3.2,,13.89,,,0
3777,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.33,2.9,,9.45,,,0
3778,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.6,2.62,,8.27,,,0
3779,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.09,2.66,,10.33,,,0
3780,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,8.73,2.23,,NA,,,0
3781,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,3.85,2.05,,8.63,,,0
3782,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.33,2.74,,10.31,,,0
3783,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.92,2.7,,6.79,,,0
3784,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.71,3.11,,10.04,,,0
3785,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.97,2.33,,9.02,,,0
3786,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.33,2.66,,9.21,,,0
3787,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.83,2.87,,11.53,,,0
3788,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.85,2.4,,9.1,,,0
3789,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.59,3.5,,11.1,,,0
3790,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.44,2.79,,7.83,,,0
3791,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.16,2.45,,6.65,,,0
3792,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.24,2.67,,9.93,,,0
3793,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.1,2.91,,10.2,,,0
3794,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,8.26,3.32,,10.85,,,0
3795,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.68,3.02,,11.42,,,0
3796,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.12,2.93,,11.11,,,0
3797,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.61,3.35,,10.9,,,0
3798,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.54,2.69,,8.44,,,0
3799,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.84,2.32,,7.18,,,0
3800,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.54,2.71,,10.25,,,0
3801,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.88,2.65,,7.15,,,0
3802,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.82,2.67,,8.93,,,0
3803,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.42,2.8,,14.17,,,0
3804,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.3,2.57,,9.19,,,0
3805,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.36,2.48,,7.64,,,0
3806,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.42,2.52,,8.13,,,0
3807,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.07,2.53,,10.23,,,0
3808,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.21,2.6,,8.89,,,0
3809,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.66,2.26,,7.61,,,0
3810,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,8.79,3.1,,10.24,,,0
3811,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.17,2.66,,7.1,,,0
3812,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.33,2.33,,8,,,0
3813,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.34,3.01,,5.66,,,0
3814,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.68,2.53,,8.09,,,0
3815,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.99,2.21,,8.02,,,0
3816,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.11,3.2,,7.11,,,0
3817,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.12,2.44,,6.98,,,0
3818,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.91,2.54,,8.15,,,0
3819,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.57,2.4,,5.99,,,0
3820,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.86,2.65,,7.27,,,0
3821,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.91,2.61,,7.21,,,0
3822,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.6,2.43,,5.96,,,0
3823,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.94,2.57,,6.51,,,0
3824,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.28,1.23,,8.96,,,0
3825,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.23,2.22,,6.52,,,0
3826,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,8.89,3.34,,11.58,,,0
3827,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.11,3.01,,9.75,,,0
3828,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.77,3.08,,13.23,,,0
3829,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.91,2.67,,11.37,,,0
3830,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,9.42,3.91,,11.91,,,0
3831,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.77,3.1,,7.18,,,0
3832,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.48,3.81,,8.72,,,0
3833,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.41,2.87,,8.22,,,0
3834,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.48,3.18,,9.15,,,0
3835,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.34,3.26,,8.86,,,0
3836,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.37,2.92,,8.96,,,0
3837,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.83,2.82,,10.25,,,0
3838,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.82,3.16,,8.66,,,0
3839,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.66,2.33,,7.62,,,0
3840,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.91,2.99,,11.04,,,0
3841,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.35,3.37,,7.33,,,0
3842,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.56,3.72,,9.15,,,0
3843,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.21,3.04,,9.14,,,0
3844,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.62,2.82,,9.32,,,0
3845,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.2,3.42,,9.65,,,0
3846,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.82,3.1,,9.12,,,0
3847,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7,3,,10.83,,,0
3848,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,6.21,3.23,,12.35,,,0
3849,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,5.01,3.02,,7.82,,,0
3850,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,7.71,3.05,,13.44,,,0
3851,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Espanola,0,Punta Suarez,213,4.59,2.49,,8.58,,,0
3852,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.43,3.22,,9.33,,,0
3853,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.61,3.32,,8.72,,,0
3854,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.29,2.15,,6.62,,,0
3855,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.63,2.92,,6.94,,,0
3856,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.85,2.78,,8.91,,,0
3857,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.46,3.58,,11,,,0
3858,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.07,3.35,,11.99,,,0
3859,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.64,3.02,,9.81,,,0
3860,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.27,3.46,,9.66,,,0
3861,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.89,3.05,,10.38,,,0
3862,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.96,2.45,,5.11,,,0
3863,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.55,3.03,,6.76,,,0
3864,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.12,2.98,,7.54,,,0
3865,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.84,3.86,,8.71,,,0
3866,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.82,3.07,,9.76,,,0
3867,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.69,3.06,,5.73,,,0
3868,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.65,3.27,,12.43,,,0
3869,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.9,3.57,,10.13,,,0
3870,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.43,2.68,,9.88,,,0
3871,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.87,3.21,,12.43,,,0
3872,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.39,2.66,,9.4,,,0
3873,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.3,2.93,,12.03,,,0
3874,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.7,3.35,,10.3,,4,1
3875,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.11,3.23,,9.53,,4,1
3876,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.46,3.02,,9.53,,,0
3877,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.56,2.56,,9.37,,,0
3878,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.72,3.42,,12.42,,,0
3879,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.97,2.92,,10.7,,,0
3880,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.3,2.92,,9.54,,,0
3881,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.59,3.44,,9.04,,,0
3882,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.33,3.69,,11.38,,,0
3883,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.97,3.53,,10.12,,,0
3884,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.48,2.2,,8.33,,,0
3885,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.85,3.66,,12.56,,,0
3886,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.08,3.33,,7.4,,,0
3887,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.74,3.12,,11.36,,4,1
3888,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.38,2.51,,6.93,,4,1
3889,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.26,2.91,,11.59,,,0
3890,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.03,2.58,,8.67,,,0
3891,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.48,3.1,,9.14,,,0
3892,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,3.48,2.1,,4.1,,,0
3893,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.4,2.7,,10.67,,,0
3894,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.71,2.13,,4.45,,,0
3895,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.19,3.17,,8.35,,,0
3896,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.99,2.28,,6.5,,,0
3897,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.03,3.06,,12.19,,,0
3898,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.64,2.33,,5.01,,,0
3899,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.6,3.09,,11.37,,,0
3900,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.89,3.48,,10.72,,4,1
3901,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.35,3.36,,9.83,,,0
3902,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.85,2.69,,11.46,,,0
3903,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.01,2.6,,8.59,,,0
3904,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.8,3.05,,9.08,,,0
3905,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,3.96,1.92,,6.33,,,0
3906,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.91,3.03,,10.5,,,0
3907,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5,2.87,,9.19,,,0
3908,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.66,3,,10.48,,,0
3909,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.23,3.32,,10.59,,,0
3910,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.23,3.17,,9.47,,,0
3911,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.85,2.58,,7.92,,,0
3912,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.81,2.98,,8.05,,,0
3913,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.81,2.88,,5.56,,,0
3914,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.81,2.59,,12.32,,,0
3915,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.19,3.39,,11.77,,,0
3916,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.1,2.43,,5.49,,4,1
3917,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.66,2.57,,6.09,,,0
3918,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.48,3.06,,11.24,,,0
3919,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.02,2.88,,10.37,,,0
3920,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.66,1.64,,4.27,,,0
3921,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.12,2.55,,5.24,,4,1
3922,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.94,3.54,,9.09,,,0
3923,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.48,3.69,,11.31,,,0
3924,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.65,3.44,,9.3,,4,1
3925,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.41,2.67,,7.66,,,0
3926,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.75,2.7,,7.89,,,0
3927,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,4.51,2.49,,6.59,,,0
3928,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.29,3.35,,6.47,,,0
3929,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.46,3.2,,11.75,,4,1
3930,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.79,3.51,,8.78,,4,1
3931,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.42,2.61,,8.18,,,0
3932,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.36,3.16,,8.96,,,0
3933,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.65,2.78,,7.15,,4,1
3934,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,7.49,3.43,,13.35,,,0
3935,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.28,2.26,,4.76,,,0
3936,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.26,3.06,,9.71,,,0
3937,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.31,3.09,,10.96,,,0
3938,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,6.58,3.24,,10.88,,,0
3939,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.64,2.69,,6.62,,,0
3940,Sofia,Natural Population,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Tourist Trail,214,5.41,2.62,,9.24,,,0
3941,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,4.39,2.9,4.47,4.47,8.89,4,1
3942,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,6.17,3.11,4.14,4.98,8.18,4,1
3943,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,4.84,3.27,4.66,4.54,10.13,4,1
3944,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,4.53,2.4,3.36,3.35,5.77,2,0
3945,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,5.33,2.65,3.61,3.73,7.79,4,1
3946,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,4.05,1.87,2.67,3.15,6.22,2,0
3947,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,3.72,1.59,2.75,3.96,6.2,4,1
3948,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,5.05,2.99,4.26,4.15,7.73,4,1
3949,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,5.15,1.37,3.08,4.13,7.66,4,1
3950,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,215,4.73,2.75,3.63,4.51,8.03,4,1
3951,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,5.93,2.8,4.24,5.04,7.96,4,1
3952,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,4.86,2.7,4.12,4.76,10.21,4,1
3953,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,4.47,2.05,3.65,4.37,7.86,4,1
3954,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,4.66,2.44,3.92,4.71,8.84,4,1
3955,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,5.39,3.15,4.27,5.51,10.22,4,1
3956,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,4.37,2.58,3.38,4.31,7.63,4,1
3957,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,216,5.08,2.93,3.61,4.05,8.97,4,1
3958,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,5.89,2.68,4.64,5.12,8.98,4,1
3959,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,4.56,2.09,3.02,2.17,4.14,2,0
3960,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,4.85,1.01,3.25,2.72,4.08,4,1
3961,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,4.77,2.25,4.18,3.62,7.94,4,1
3962,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,4.26,1.84,2.84,2.03,2.89,2,0
3963,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,5.63,2.8,4.77,4.67,9.96,4,1
3964,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,6.06,2.07,4.5,4.27,9.94,4,1
3965,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,4.86,1.81,3.89,3.07,6.63,4,1
3966,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,217,6.5,3.01,4.62,4.75,7.91,4,1
3967,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,4.32,2.46,3.03,4.82,9.97,4,1
3968,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,4.77,2.71,3.44,4.51,8.4,4,1
3969,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,3.85,2.06,3.65,3.24,7.14,4,1
3970,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,4.35,2.12,3.11,3.6,6.35,2,0
3971,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,6.9,2.77,4.06,4.52,8.97,4,1
3972,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,218,4.39,2.22,3.57,4.45,8.25,4,1
3973,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,219,4.28,2.02,3.15,5.11,8.77,4,1
3974,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,219,5.59,2.81,4.22,5.49,9.61,4,1
3975,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,219,6.03,2.97,4.47,5.07,10.45,4,1
3976,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,219,6.37,3.48,4.58,5.54,10.89,4,1
3977,Florida,Natural Population,2016,North_Central America,mainland,,USA,,,Titusville,219,5.82,3,4.32,4.9,10.35,4,1
