mericarp_num,ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,width,depth,spine_length,tip_distance,spine_num,lower_spines
1088,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,104,4.08,2.59,4.3,2.83,5.54,2,0
1089,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,104,3.55,2.09,3.25,2.55,4.71,2,0
1090,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,104,3.83,2.08,3.52,2.74,4.7,2,0
1091,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,8.39,3.51,5.14,4.26,11.56,4,1
1092,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,7.05,3.25,5.48,5.08,12.3,4,1
1093,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,7.6,3.33,5.42,5.03,11.73,4,1
1094,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,6.5,3.53,5.09,4.62,12.01,4,1
1095,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,6.6,2.82,4.61,3.77,8.02,4,1
1096,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,5.75,2.79,4.29,3.84,8.85,4,1
1097,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,7.2,3.21,4.84,4.89,11.3,4,1
1098,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,6.06,2.39,4.16,3.65,5.7,4,1
1099,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,5.77,2.75,4.32,3.1,8.19,4,1
1100,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,105,5.34,1.64,3.32,1.76,4.36,2,0
1101,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.44,3.77,6.42,6.57,12.29,4,1
1102,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.68,3.22,5.31,6.81,12.81,4,1
1103,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.22,3.6,6.14,7.13,13.71,4,1
1104,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.4,3.81,5.61,6.92,12.43,4,1
1105,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.99,3.22,5.49,6.02,12.04,4,1
1106,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.62,4.77,6.02,6.25,12.52,4,1
1107,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.24,3.93,5.73,6.7,11.97,4,1
1108,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.06,4.3,5.97,7.17,12.08,4,1
1109,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.72,3.02,4.77,4.61,10.38,4,1
1110,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.01,2.71,4.97,5.62,10.3,4,1
1111,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.14,4.57,5.78,5.03,11.83,4,1
1112,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,5.24,2.61,4.46,5.26,11.07,4,1
1113,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.71,3.07,5.35,6.2,12.04,4,1
1114,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,5.26,3.25,4.63,6,12.23,4,1
1115,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.81,3.42,5.36,6.55,13.54,4,1
1116,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.94,3.24,5.1,6.54,13,4,1
1117,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.42,3.86,6.29,6.03,13.15,4,1
1118,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.13,3.12,5.51,5.59,9.89,4,1
1119,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.15,3.24,4.64,5.13,9.6,4,1
1120,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,5.9,2.84,4.51,5.05,10.78,4,1
1121,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.06,3.84,5.34,4.81,11.33,4,1
1122,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.87,3.45,5.7,6.45,10.25,4,1
1123,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,5.52,2.84,4.65,6.3,11.56,4,1
1124,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,8.29,4.33,6.14,4.01,8.98,4,1
1125,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,9.37,4.97,7.14,4.66,11.02,4,1
1126,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,5.99,3.18,4.89,7.02,16.04,4,1
1127,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,7.53,3.72,5.53,6.04,13.03,4,1
1128,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.11,2.77,4.8,6.24,12.88,4,1
1129,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.75,2.86,5.05,6.99,13.03,4,1
1130,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,106,6.87,3.08,5.08,6.28,11.9,4,1
1131,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.07,3.86,6.45,5.28,12.82,4,1
1132,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.23,4.9,6.67,4.1,12.04,4,1
1133,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.24,5.08,6.82,6.65,14.77,4,1
1134,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.83,3.48,5.83,4.35,11.09,4,1
1135,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,11.58,5.03,7.21,6,13.74,4,1
1136,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.05,3.68,5.83,5.88,11.95,4,1
1137,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,7.18,3.56,5.3,3.99,9.95,2,0
1138,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.31,3.93,6.15,4.71,12.09,4,1
1139,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,11.42,5.62,7.02,4.49,11.29,4,1
1140,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,11.8,5.36,7.29,5.17,13.16,4,1
1141,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,7.72,3.8,5.65,5.25,9.23,4,1
1142,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.32,3.56,5.43,3.94,9.6,4,1
1143,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.7,3.89,6.07,5.22,11.89,4,1
1144,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.11,4.51,6.02,4.48,10.96,4,1
1145,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.64,4.7,6.11,3.6,10.16,2,0
1146,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.92,4.71,5.54,2,6.84,2,0
1147,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.29,3.7,6.48,5.24,11.69,4,1
1148,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.42,3.97,6.38,5.64,13.48,4,1
1149,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,10.46,3.96,6,5.28,11.95,2,0
1150,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,7.52,4.14,5.9,4.49,6.64,4,1
1151,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,4.56,1.85,3.26,2.72,4.2,4,1
1152,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.52,3.89,5.54,5.04,10.71,4,1
1153,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,7.98,3.77,5.47,4.69,10.57,4,1
1154,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.79,4.92,6.05,3.84,9.69,2,0
1155,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.41,4.55,6.2,4.63,10.36,4,1
1156,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.06,3.5,5.07,3.72,7.52,2,0
1157,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,7.86,3.91,4.99,4.11,9.76,2,0
1158,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.29,4.17,6.01,5.82,13,4,1
1159,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,9.76,3.4,5.5,4.02,9.63,4,1
1160,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,107,8.67,4.49,6.02,4.82,11.47,4,1
1161,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.35,2.76,4.15,4.08,8.93,4,1
1162,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.67,2.54,4.24,3.88,9.33,4,1
1163,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.67,3.01,6.04,4.68,8.72,4,1
1164,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.46,3.67,5.19,5.24,10.81,4,1
1165,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.79,2.71,4.92,5.07,9.75,4,1
1166,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.91,2.16,4.35,6.15,10.25,2,0
1167,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.53,2.95,4.41,2.76,8.67,4,1
1168,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.64,3.17,5.57,5.08,12.03,4,1
1169,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,8.17,4.18,5.65,5.28,10.82,4,1
1170,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.52,2.8,4.56,5.9,10.58,4,1
1171,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.48,3.02,4.59,6.35,9.79,4,1
1172,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.23,2.76,3.81,5.01,6.39,4,1
1173,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.76,3.24,5.23,4.07,9.16,4,1
1174,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.67,3.6,4.84,3.94,9.34,4,1
1175,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.33,3.16,4.95,5.82,11.02,4,1
1176,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.72,3.31,4.71,3.97,9.87,4,1
1177,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,6.33,2.64,4.28,5.25,6.3,4,1
1178,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.77,1.98,5.83,3.84,8.08,2,0
1179,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.7,2.3,3.5,3.95,6.93,4,1
1180,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.77,2.32,2.96,3.01,5.22,4,1
1181,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.5,2.62,3.72,3.37,7.53,2,0
1182,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,7.54,1.75,4.51,3.27,5.33,2,0
1183,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5.05,1.81,3.43,3.13,4.38,4,1
1184,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,4.65,2.44,3.31,2.63,4.58,4,1
1185,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,108,5,1.46,3.44,4.25,8.03,2,0
1186,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.64,2.91,3.85,6.06,8.9,4,1
1187,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,8.05,3.81,6.16,5.16,10.97,4,1
1188,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.55,2.79,4.48,5.74,9.74,4,1
1189,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,7.22,3.92,6.09,6.06,12.54,4,1
1190,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,7.89,4.5,5.95,6.51,14.18,4,1
1191,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.75,3.15,4.3,3.95,7.89,4,1
1192,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.92,2.98,4.57,5.41,9.54,4,1
1193,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.95,2.64,4.4,3.91,9.03,4,1
1194,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.29,2.25,3.21,3.3,7.17,2,0
1195,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.66,2.57,3.92,5.92,9.85,4,1
1196,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,7.4,2.42,4.04,3.36,7.92,4,1
1197,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.42,3.3,4.4,3.96,7.84,2,0
1198,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.9,2.67,4.17,3.73,8.3,4,1
1199,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.48,2.19,4.93,3.35,5.71,4,1
1200,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.14,3.05,5,5.59,10.13,4,1
1201,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,7.14,3.55,4.86,4.25,8.04,4,1
1202,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.33,3.14,4.58,3.6,6.9,2,0
1203,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.83,3.3,4.8,4.01,8.92,4,1
1204,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.79,3.19,5.28,4.27,10.97,4,1
1205,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,4.43,2.29,3.23,3.33,6.03,2,0
1206,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.74,2.77,4.23,5.67,9.55,4,1
1207,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.81,2.48,4.95,5.53,9.8,4,1
1208,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.64,2.83,4.7,3.79,8.36,4,1
1209,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.65,2.84,4.7,4.09,9.5,4,1
1210,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.37,2.93,4.22,2.98,7.05,4,1
1211,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.77,2.79,4.39,5.25,9.31,4,1
1212,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,5.73,2.67,4.59,4.5,7.7,4,1
1213,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Plazas,109,6.32,2.68,4.44,2.88,5.76,4,1
1214,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Cuevas,110,6.72,3.27,5.08,0,0,4,1
1215,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Cuevas,110,6.81,3.56,5.3,0,0,2,0
1216,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Post Office,111,3.47,2.04,2.98,2.66,3.8,2,0
1217,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Post Office,111,4.37,2.89,4.44,2.35,4.41,2,0
1218,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Post Office,111,4.56,2.29,3.43,3.09,4,2,0
1219,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Post Office,111,3.76,2.21,3.44,4.17,4.86,2,0
1220,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Post Office,111,2.96,1.21,2.72,1.34,1.59,2,0
1221,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.45,1.91,4.85,3.39,5.65,2,0
1222,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.37,2.52,4.36,3.92,5.5,2,0
1223,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,6.15,2.23,5.03,4.58,8.22,2,0
1224,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.69,2.49,4.49,2.73,6.88,2,0
1225,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.08,2.58,4.89,2.58,5.76,2,0
1226,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.85,2.56,5.23,5,7.84,2,0
1227,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,6.49,2.38,4.85,4.72,8.24,2,0
1228,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.13,2.22,4.7,3.17,5.71,2,0
1229,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.63,2.7,5.01,4.27,7.08,2,0
1230,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,112,5.15,2.4,4.77,4.16,7.01,2,0
1231,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,6.33,2.85,4.7,3.74,6.35,2,0
1232,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,7.16,3.38,5.15,4.65,8.16,2,0
1233,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,6.77,2.6,4.66,4.89,8.07,2,0
1234,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,6.35,2.65,4.78,4.32,7.48,2,0
1235,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,7,3.35,5.63,5.23,7.75,2,0
1236,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,6.37,2.96,5.27,4.57,7.2,2,0
1237,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,6.13,2.93,4.94,5.02,7.35,2,0
1238,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,5.24,2.06,4.14,4.75,7.15,2,0
1239,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,5.66,2.79,4.62,2.8,7.65,2,0
1240,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,113,5.22,1.92,3.77,3.84,9.75,2,0
1241,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,5.44,2.64,4.79,4.29,7.8,2,0
1242,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,5.47,2.77,4.85,4.02,7.77,2,0
1243,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,4.6,2.19,4.45,3.8,7.71,2,0
1244,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,4.93,2.32,4.43,4.35,7.86,2,0
1245,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,6.31,3.03,5.38,4.4,6.68,2,0
1246,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,6.12,2.49,5,3.91,7.75,2,0
1247,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,5.97,2.27,5.21,4.05,7.87,2,0
1248,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,4.25,1.98,4.01,3.34,6.32,2,0
1249,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,5.41,2.32,4.71,4.78,6.57,2,0
1250,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,114,4.74,2.41,5,3.5,8.37,2,0
1251,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de Corazon,115,6.2,3.42,5.13,4.6,9.86,2,0
1252,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de Corazon,115,6.89,3.68,5.47,4.29,8.27,2,0
1253,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de Corazon,115,6.46,4.27,5.26,4.93,9.97,2,0
1254,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de Corazon,115,6.12,3.01,4.69,3.39,6.69,2,0
1255,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de Corazon,115,6.38,3.13,4.85,5.02,8.88,4,1
1256,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,6.14,3.53,5.01,5.49,11.07,4,1
1257,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,6.2,3.19,5.05,4.97,9.86,4,1
1258,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,8.65,3.85,5.8,5.25,10.54,4,1
1259,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,8.3,4.18,5.95,4.42,8.77,4,1
1260,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,6.37,3.27,4.96,4.98,9.38,4,1
1261,Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,116,6.8,3.09,4.99,4.32,9.97,4,1
1262,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.7,3,5.2,,3.7,2,0
1263,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7,3.3,5.8,,8.5,2,0
1264,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,8.2,4,6.2,,8.45,2,0
1265,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7.4,3.3,5.3,,6.95,2,0
1266,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,8.7,3.45,5.75,,10.4,2,0
1267,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7.45,3.4,4.9,,6.8,2,0
1268,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.2,3.1,4.4,,7.65,2,0
1269,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7.25,3.4,5.9,,10.2,2,0
1270,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,8.6,3.85,6.35,,10,2,0
1271,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7.6,3.4,5.75,,9.7,2,0
1272,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.3,2.95,4.85,,4.5,2,0
1273,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.65,2.8,4.5,,6.5,2,0
1274,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6,3,4.9,,3.6,2,0
