ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,width,width_log,width_sqr
1933,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,25,4.34,1.4678743481123135,2.083266665599966
1934,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,26,3.11,1.1346227261911428,1.7635192088548397
1935,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,27,3.37,1.2149127443642704,1.835755975068582
1936,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,28,3.55,1.2669476034873244,1.8841443681416772
1937,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,29,4.65,1.536867219599265,2.1563858652847827
1938,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,30,4.46,1.4951487660319727,2.1118712081942874
1939,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,31,5.92,1.7783364488959144,2.4331050121192876
1940,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,32,4.03,1.3937663759585917,2.0074859899884734
1941,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,33,4.32,1.463255402256019,2.078460969082653
1942,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,34,3.74,1.3190856114264407,1.9339079605813716
1943,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,3.97,1.3787660946990992,1.9924858845171276
1944,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,4.05,1.3987168811184478,2.0124611797498106
1945,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,4.94,1.5973653311998313,2.222611077089287
1946,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,4.48,1.4996230464268938,2.1166010488516727
1947,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,4.01,1.3887912413184778,2.0024984394500787
1948,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,3.94,1.3711807233098425,1.9849433241279208
1949,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,4.06,1.4011829736136412,2.0149441679609885
1950,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,3.78,1.3297240096314962,1.944222209522358
1951,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,3.09,1.128171090909654,1.7578395831246945
1952,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,3.18,1.1568811967920856,1.783255450012701
1953,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,4.29,1.4562867329399256,2.071231517720798
1954,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,3.2,1.1631508098056809,1.7888543819998317
1955,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,3.6,1.2809338454620642,1.8973665961010275
1956,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,4.71,1.5496879080283263,2.1702534414210706
1957,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,2.5,0.9162907318741551,1.5811388300841898
1958,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,5,1.6094379124341003,2.23606797749979
1959,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,2.9,1.0647107369924282,1.70293863659264
1960,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,2.87,1.0543120297715298,1.6941074346097416
1961,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,4.45,1.4929040961781488,2.1095023109728985
1962,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,4.88,1.5851452198650557,2.209072203437452
1963,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,4.12,1.415853163361435,2.029778313018444
1964,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,3.92,1.366091653802371,1.9798989873223332
1965,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,4.05,1.3987168811184478,2.0124611797498106
1966,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,3.23,1.172482137234565,1.797220075561143
1967,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,3.43,1.2325602611778486,1.8520259177452134
1968,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,3.76,1.324418957401803,1.9390719429665315
1969,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,3.4,1.2237754316221157,1.8439088914585775
1970,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,4.36,1.472472057360943,2.08806130178211
1971,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,3.82,1.3402504226184837,1.9544820285692064
1972,Daniel_3,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,2.54,0.9321640810304452,1.5937377450509227
1973,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,1,3.69,1.3056264580524357,1.9209372712298547
1974,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,2,2.73,1.0043016091968684,1.6522711641858305
1975,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,3,2.57,0.9439058989071284,1.6031219541881396
1976,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,4,3.21,1.1662709371419244,1.7916472867168918
1977,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,5,4.62,1.5303947050936475,2.149418526020468
1978,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,6,4.98,1.6054298910365616,2.23159136044214
1979,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,7,3.29,1.1908875647772805,1.8138357147217055
1980,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,8,2.68,0.9858167945227654,1.6370705543744901
1981,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,9,4.32,1.463255402256019,2.078460969082653
1982,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,10,2.92,1.0715836162801904,1.7088007490635062
1983,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,11,3.21,1.1662709371419244,1.7916472867168918
1984,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,12,3.36,1.2119409739751128,1.833030277982336
1985,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,13,3.49,1.2499017362143359,1.8681541692269406
1986,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,14,4.4,1.4816045409242156,2.0976176963403033
1987,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,15,2.8,1.0296194171811581,1.6733200530681511
1988,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,16,2.91,1.0681530811834012,1.705872210923198
1989,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,17,3.31,1.1969481893889715,1.8193405398660252
1990,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,18,2.46,0.9001613499442714,1.5684387141358123
1991,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,19,2.13,0.7561219797213337,1.4594519519326423
1992,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,20,3.73,1.3164082336557241,1.9313207915827966
1993,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,21,4.6,1.5260563034950492,2.1447610589527217
1994,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,22,3.59,1.2781522025001875,1.8947295321496416
1995,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,23,3.36,1.2119409739751128,1.833030277982336
1996,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,24,3.45,1.2383742310432684,1.857417562100671
1997,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,25,4.01,1.3887912413184778,2.0024984394500787
1998,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,26,4.19,1.4327007339340465,2.046948949045872
1999,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,27,2.23,0.8020015854720274,1.493318452306808
2000,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,28,3.75,1.3217558399823195,1.9364916731037085
2001,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,29,3.34,1.205970806988609,1.8275666882497066
2002,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,30,1.89,0.636576829071551,1.374772708486752
2003,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,31,3.63,1.2892326482767593,1.905255888325765
2004,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,32,4.71,1.5496879080283263,2.1702534414210706
2005,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,33,3.91,1.3635373739972745,1.977371993328519
2006,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,34,5.01,1.6114359150967734,2.238302928559939
2007,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,5.52,1.7083778602890038,2.349468024894146
2008,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,2.31,0.8372475245337022,1.5198684153570663
2009,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,3.18,1.1568811967920856,1.783255450012701
2010,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,4.21,1.43746264769429,2.0518284528683193
2011,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,3.72,1.3137236682850553,1.9287301521985911
2012,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,3.86,1.3506671834767394,1.96468827043885
2013,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,4.23,1.4422019930581866,2.0566963801203135
2014,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,3.22,1.169381359556317,1.794435844492636
2015,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,2.96,1.085189268335969,1.7204650534085253
2016,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,3,1.0986122886681098,1.7320508075688772
2017,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,4.25,1.4469189829363254,2.0615528128088303
2018,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,4.17,1.4279160358107101,2.0420577856662137
2019,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,3.23,1.172482137234565,1.797220075561143
2020,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,4.61,1.5282278570085572,2.147091055358389
2021,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,3.03,1.1085626195212777,1.740689518552921
2022,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,4.26,1.449269160281279,2.0639767440550294
2023,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,3.94,1.3711807233098425,1.9849433241279208
2024,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,3,1.0986122886681098,1.7320508075688772
2025,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,3.21,1.1662709371419244,1.7916472867168918
2026,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,3.14,1.144222799920162,1.772004514666935
2027,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,2.37,0.8628899551470398,1.5394804318340654
2028,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,3.37,1.2149127443642704,1.835755975068582
2029,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,2.81,1.0331844833456545,1.676305461424021
2030,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,2.36,0.8586616190375187,1.5362291495737217
2031,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,2.59,0.9516578757114463,1.6093476939431082
2032,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,4.72,1.5518087995974639,2.172556098240043
2033,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,4.01,1.3887912413184778,2.0024984394500787
2034,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,3.53,1.2612978709452054,1.8788294228055935
2035,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,2.81,1.0331844833456545,1.676305461424021
2036,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,3.6,1.2809338454620642,1.8973665961010275
2037,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,65,3.06,1.1184149159642893,1.7492855684535902
2038,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,66,3.96,1.3762440252663892,1.98997487421324
2039,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,67,2.48,0.9082585601768908,1.5748015748023623
2040,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,68,2.86,1.0508216248317612,1.6911534525287764
2041,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,69,4.12,1.415853163361435,2.029778313018444
2042,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,70,5.46,1.6974487897568136,2.3366642891095846
2043,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,71,2.54,0.9321640810304452,1.5937377450509227
2044,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,72,3.64,1.2919836816486494,1.9078784028338913
2045,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,73,4.02,1.3912819026309295,2.004993765576342
2046,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,74,4.96,1.601405740736836,2.227105745132009
2047,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,75,2.93,1.075002423028976,1.711724276862369
2048,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,76,3.24,1.1755733298042381,1.8
2049,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,77,4.09,1.4085449700547104,2.0223748416156684
2050,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,78,3.01,1.1019400787607843,1.7349351572897471
2051,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,79,3.05,1.1151415906193203,1.746424919657298
2052,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,80,4.88,1.5851452198650557,2.209072203437452
2053,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,81,3.95,1.3737155789130306,1.9874606914351791
2054,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,82,3.45,1.2383742310432684,1.857417562100671
2055,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,83,3.79,1.332366019094335,1.9467922333931784
2056,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,84,3.66,1.297463147413275,1.9131126469708992
2057,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,85,3.74,1.3190856114264407,1.9339079605813716
2058,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,86,2.38,0.8671004876833833,1.5427248620541512
2059,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,87,4.18,1.430311246536665,2.0445048300260873
2060,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,88,3.49,1.2499017362143359,1.8681541692269406
2061,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,89,2.15,0.7654678421395714,1.466287829861518
2062,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,90,3.94,1.3711807233098425,1.9849433241279208
2063,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,91,2.77,1.0188473201992472,1.6643316977093239
2064,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,92,3.23,1.172482137234565,1.797220075561143
2065,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,93,3.28,1.1878434223960523,1.8110770276274832
2066,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,3.58,1.275362800412609,1.8920887928424501
2067,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,3.62,1.2864740258376797,1.9026297590440449
2068,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,3.6,1.2809338454620642,1.8973665961010275
2069,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,3.55,1.2669476034873244,1.8841443681416772
2070,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,3.28,1.1878434223960523,1.8110770276274832
2071,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,2.96,1.085189268335969,1.7204650534085253
2072,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,3.12,1.1378330018213911,1.7663521732655694
2073,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,4.04,1.3962446919730587,2.009975124224178
2074,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,2.85,1.0473189942805592,1.6881943016134133
2075,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,3.98,1.3812818192963463,1.9949937343260002
2076,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,3.66,1.297463147413275,1.9131126469708992
2077,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,3.63,1.2892326482767593,1.905255888325765
2078,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,3.66,1.297463147413275,1.9131126469708992
2079,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,3.02,1.1052568313867783,1.7378147196982767
2080,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,3.3,1.1939224684724346,1.816590212458495
2081,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,3.72,1.3137236682850553,1.9287301521985911
2082,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,3.26,1.1817271953786161,1.8055470085267789
2083,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,2.71,0.9969486348916096,1.6462077633154328
2084,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,3.55,1.2669476034873244,1.8841443681416772
2085,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,3.54,1.264126727145683,1.8814887722226779
2086,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,3.19,1.1600209167967532,1.786057109949175
2087,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,3.53,1.2612978709452054,1.8788294228055935
2088,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,2.98,1.091923300517313,1.7262676501632068
2089,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,3.49,1.2499017362143359,1.8681541692269406
2090,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,3.47,1.244154593958768,1.862793601019716
2091,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,3.97,1.3787660946990992,1.9924858845171276
2092,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,3.85,1.3480731482996928,1.9621416870348585
2093,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,3.29,1.1908875647772805,1.8138357147217055
2094,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,3.09,1.128171090909654,1.7578395831246945
2095,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,3.64,1.2919836816486494,1.9078784028338913
2096,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,2.88,1.0577902941478545,1.697056274847714
2097,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,2.92,1.0715836162801904,1.7088007490635062
2098,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,3.38,1.2178757094949273,1.8384776310850235
2099,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,3.09,1.128171090909654,1.7578395831246945
2100,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,3.96,1.3762440252663892,1.98997487421324
2101,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,3.13,1.1410330045520618,1.7691806012954132
2102,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,2.99,1.095273387402595,1.7291616465790582
2103,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,2.9,1.0647107369924282,1.70293863659264
2104,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,3.18,1.1568811967920856,1.783255450012701
2105,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,3.73,1.3164082336557241,1.9313207915827966
2106,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,2.92,1.0715836162801904,1.7088007490635062
2107,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,3.19,1.1600209167967532,1.786057109949175
2108,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,2.65,0.9745596399981308,1.6278820596099706
2109,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,3.66,1.297463147413275,1.9131126469708992
2110,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,2.72,1.000631880307906,1.6492422502470643
2111,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,2.68,0.9858167945227654,1.6370705543744901
2112,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,3.13,1.1410330045520618,1.7691806012954132
2113,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,2.82,1.0367368849500223,1.6792855623746665
2114,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,3.54,1.264126727145683,1.8814887722226779
2115,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,3.26,1.1817271953786161,1.8055470085267789
2116,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,3.8,1.33500106673234,1.9493588689617927
2117,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,3.29,1.1908875647772805,1.8138357147217055
2118,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,2.96,1.085189268335969,1.7204650534085253
2119,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,2.84,1.0438040521731147,1.6852299546352716
2120,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,2.98,1.091923300517313,1.7262676501632068
2121,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,1.93,0.6575200029167941,1.3892443989449805
2122,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,3.08,1.1249295969854831,1.7549928774784245
2123,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,3.54,1.264126727145683,1.8814887722226779
2124,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,2.47,0.9042181506398859,1.5716233645501712
2125,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,3.2,1.1631508098056809,1.7888543819998317
2126,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,2.78,1.0224509277025455,1.6673332000533065
2127,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,62,2.84,1.0438040521731147,1.6852299546352716
2128,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,63,2.77,1.0188473201992472,1.6643316977093239
2129,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,64,2.24,0.8064758658669485,1.4966629547095767
2130,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,65,2.98,1.091923300517313,1.7262676501632068
2131,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,66,2.73,1.0043016091968684,1.6522711641858305
2132,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,67,3.45,1.2383742310432684,1.857417562100671
2133,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,68,3.02,1.1052568313867783,1.7378147196982767
2134,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,69,2.84,1.0438040521731147,1.6852299546352716
2135,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,70,3.34,1.205970806988609,1.8275666882497066
2136,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,71,2.61,0.959350221334602,1.6155494421403511
2137,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,72,3.24,1.1755733298042381,1.8
2138,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,73,3.19,1.1600209167967532,1.786057109949175
