ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,width,width_log,width_sqr
953,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,2.57,0.9439058989071284,1.6031219541881396
954,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,4.12,1.415853163361435,2.029778313018444
955,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,1.82,0.598836501088704,1.3490737563232043
956,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,2.13,0.7561219797213337,1.4594519519326423
957,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,3.48,1.247032293786383,1.865475810617763
958,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,2,0.6931471805599453,1.4142135623730951
959,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,11,2.54,0.9321640810304452,1.5937377450509227
960,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,12,2.49,0.9122827104766164,1.57797338380595
961,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,13,1.64,0.494696241836107,1.2806248474865698
962,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,14,1.67,0.5128236264286637,1.2922847983320085
963,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,2.9,1.0647107369924282,1.70293863659264
964,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,3.19,1.1600209167967532,1.786057109949175
965,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,2.77,1.0188473201992472,1.6643316977093239
966,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,2.08,0.7323678937132266,1.4422205101855958
967,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,2.99,1.095273387402595,1.7291616465790582
968,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,3.38,1.2178757094949273,1.8384776310850235
969,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,2.8,1.0296194171811581,1.6733200530681511
970,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,2.65,0.9745596399981308,1.6278820596099706
971,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,2.72,1.000631880307906,1.6492422502470643
972,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,2.92,1.0715836162801904,1.7088007490635062
973,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,2.59,0.9516578757114463,1.6093476939431082
974,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,3.15,1.1474024528375417,1.7748239349298849
975,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,2.5,0.9162907318741551,1.5811388300841898
976,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,2.92,1.0715836162801904,1.7088007490635062
977,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,2.71,0.9969486348916096,1.6462077633154328
978,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,2.7,0.9932517730102834,1.6431676725154984
979,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,3.18,1.1568811967920856,1.783255450012701
980,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,2.52,0.9242589015233319,1.5874507866387544
981,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,11,2.95,1.0818051703517284,1.7175564037317668
982,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,12,2.8,1.0296194171811581,1.6733200530681511
983,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,13,2.78,1.0224509277025455,1.6673332000533065
984,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,14,2.8,1.0296194171811581,1.6733200530681511
985,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,15,2.41,0.8796267475025636,1.5524174696260025
986,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,16,2.38,0.8671004876833833,1.5427248620541512
987,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,17,3.23,1.172482137234565,1.797220075561143
988,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,18,2.88,1.0577902941478545,1.697056274847714
989,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,19,2.15,0.7654678421395714,1.466287829861518
990,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,20,2.09,0.7371640659767196,1.445683229480096
991,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,21,2.38,0.8671004876833833,1.5427248620541512
992,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,22,2.62,0.9631743177730056,1.6186414056238645
993,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,23,2.58,0.9477893989335261,1.606237840420901
994,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,24,2.11,0.7466879474879751,1.452583904633395
995,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,25,2.41,0.8796267475025636,1.5524174696260025
996,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,2.27,0.8197798314933114,1.5066519173319364
997,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,2.4,0.8754687373538999,1.5491933384829668
998,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,2.91,1.0681530811834012,1.705872210923198
999,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,2.73,1.0043016091968684,1.6522711641858305
1000,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,2.47,0.9042181506398859,1.5716233645501712
1001,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,2.39,0.8712933659434193,1.5459624833740306
1002,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,2.16,0.7701082216960737,1.469693845669907
1003,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,2.63,0.9669838461896731,1.6217274740226855
1004,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,2.71,0.9969486348916096,1.6462077633154328
1005,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,2.38,0.8671004876833833,1.5427248620541512
1006,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,11,2.46,0.9001613499442714,1.5684387141358123
1007,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,12,2.18,0.7793248768009977,1.47648230602334
1008,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,13,2.48,0.9082585601768908,1.5748015748023623
1009,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,14,2.91,1.0681530811834012,1.705872210923198
1010,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,15,2.81,1.0331844833456545,1.676305461424021
1011,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,16,2.42,0.883767540168595,1.5556349186104046
1012,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,17,2.36,0.8586616190375187,1.5362291495737217
1013,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,18,2.6,0.9555114450274363,1.61245154965971
1014,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,19,2.77,1.0188473201992472,1.6643316977093239
1015,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,20,2.26,0.8153648132841944,1.5033296378372907
1016,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,21,2.95,1.0818051703517284,1.7175564037317668
1017,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,22,2.02,0.7030975114131134,1.4212670403551895
1018,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,23,2.87,1.0543120297715298,1.6941074346097416
1019,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,24,2.86,1.0508216248317612,1.6911534525287764
1020,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,25,2.78,1.0224509277025455,1.6673332000533065
1021,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,3.43,1.2325602611778486,1.8520259177452134
1022,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,2.7,0.9932517730102834,1.6431676725154984
1023,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,2.59,0.9516578757114463,1.6093476939431082
1024,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,2.8,1.0296194171811581,1.6733200530681511
1025,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,2.7,0.9932517730102834,1.6431676725154984
1026,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,1.84,0.6097655716208943,1.3564659966250536
1027,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,2.54,0.9321640810304452,1.5937377450509227
1028,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,3.03,1.1085626195212777,1.740689518552921
1029,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,2.85,1.0473189942805592,1.6881943016134133
1030,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,2.85,1.0473189942805592,1.6881943016134133
1031,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,2.83,1.0402767116551463,1.6822603841260722
1032,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,3.4,1.2237754316221157,1.8439088914585775
1033,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,3.31,1.1969481893889715,1.8193405398660252
1034,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,2.74,1.007957920399979,1.6552945357246849
1035,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,2.35,0.8544153281560676,1.5329709716755893
1036,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,16,2.43,0.8878912573524571,1.5588457268119895
1037,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,17,2.92,1.0715836162801904,1.7088007490635062
1038,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,18,2.73,1.0043016091968684,1.6522711641858305
1039,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,19,3.13,1.1410330045520618,1.7691806012954132
1040,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,20,2.67,0.9820784724121582,1.6340134638368191
1041,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,21,2.19,0.7839015438284094,1.4798648586948742
1042,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,22,2.92,1.0715836162801904,1.7088007490635062
1043,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,23,2.81,1.0331844833456545,1.676305461424021
1044,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,24,2.37,0.8628899551470398,1.5394804318340654
1045,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,25,2.46,0.9001613499442714,1.5684387141358123
1046,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,26,2.64,0.9707789171582248,1.624807680927192
1047,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,27,2.88,1.0577902941478545,1.697056274847714
1048,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,28,2.59,0.9516578757114463,1.6093476939431082
1049,Expedition_102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,29,2.01,0.6981347220709843,1.4177446878757824
1050,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,2.69,0.9895411936137477,1.6401219466856725
1051,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,2.7,0.9932517730102834,1.6431676725154984
1052,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,2.84,1.0438040521731147,1.6852299546352716
1053,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,2.79,1.0260415958332743,1.6703293088490065
1054,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,2.51,0.9202827531436925,1.5842979517754858
1055,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,3.01,1.1019400787607843,1.7349351572897471
1056,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,2.78,1.0224509277025455,1.6673332000533065
1057,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,2.16,0.7701082216960737,1.469693845669907
1058,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,2.56,0.9400072584914712,1.6
1059,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,1.95,0.6678293725756554,1.396424004376894
1060,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,3.09,1.128171090909654,1.7578395831246945
1061,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,2.88,1.0577902941478545,1.697056274847714
1062,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,2.72,1.000631880307906,1.6492422502470643
1063,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,3.13,1.1410330045520618,1.7691806012954132
1064,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,2.85,1.0473189942805592,1.6881943016134133
1065,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,16,3,1.0986122886681098,1.7320508075688772
1066,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,17,2.73,1.0043016091968684,1.6522711641858305
1067,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,18,3.44,1.235471471385307,1.8547236990991407
1068,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,19,2.84,1.0438040521731147,1.6852299546352716
1069,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,20,2.2,0.7884573603642703,1.4832396974191326
1070,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,21,2.84,1.0438040521731147,1.6852299546352716
1071,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,22,2.57,0.9439058989071284,1.6031219541881396
1072,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,23,2.62,0.9631743177730056,1.6186414056238645
1073,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,24,2.19,0.7839015438284094,1.4798648586948742
1074,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,25,2.21,0.7929925155296614,1.4866068747318506
1075,Expedition_103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,26,2.13,0.7561219797213337,1.4594519519326423
1076,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,1.97,0.6780335427498971,1.40356688476182
1077,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,3.23,1.172482137234565,1.797220075561143
1078,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,2.01,0.6981347220709843,1.4177446878757824
1079,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,3.87,1.3532545070416904,1.9672315572906003
1080,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,2.33,0.8458682675776092,1.5264337522473748
1081,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,3.06,1.1184149159642893,1.7492855684535902
1082,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,2.01,0.6981347220709843,1.4177446878757824
1083,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,2.31,0.8372475245337022,1.5198684153570663
1084,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,2.61,0.959350221334602,1.6155494421403511
1085,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,1.6,0.47000362924573563,1.2649110640673518
1086,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,1.98,0.6830968447064438,1.407124727947029
1087,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,2.93,1.075002423028976,1.711724276862369
1088,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,2.59,0.9516578757114463,1.6093476939431082
1089,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,2.09,0.7371640659767196,1.445683229480096
1090,Expedition_104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,2.08,0.7323678937132266,1.4422205101855958
1091,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,3.51,1.2556160374777743,1.8734993995195195
1092,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,3.25,1.1786549963416462,1.8027756377319946
1093,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,3.33,1.2029723039923526,1.8248287590894658
1094,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,3.53,1.2612978709452054,1.8788294228055935
1095,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,2.82,1.0367368849500223,1.6792855623746665
1096,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,2.79,1.0260415958332743,1.6703293088490065
1097,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,3.21,1.1662709371419244,1.7916472867168918
1098,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,2.39,0.8712933659434193,1.5459624833740306
1099,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,2.75,1.0116009116784799,1.6583123951777
1100,Expedition_105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,1.64,0.494696241836107,1.2806248474865698
1101,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,3.77,1.3270750014599193,1.9416487838947598
1102,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,3.22,1.169381359556317,1.794435844492636
1103,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,3.6,1.2809338454620642,1.8973665961010275
1104,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,3.81,1.3376291891386096,1.9519221295943134
1105,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,3.22,1.169381359556317,1.794435844492636
1106,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,4.77,1.5623463049002497,2.1840329667841556
1107,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,3.93,1.3686394258811698,1.982422760159901
1108,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,4.3,1.4586150226995167,2.073644135332772
1109,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,3.02,1.1052568313867783,1.7378147196982767
1110,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,2.71,0.9969486348916096,1.6462077633154328
1111,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,4.57,1.5195132049061133,2.137755832643195
1112,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,2.61,0.959350221334602,1.6155494421403511
1113,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,3.07,1.1216775615991057,1.752141546793523
1114,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,3.25,1.1786549963416462,1.8027756377319946
1115,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,3.42,1.2296405510745139,1.849324200890693
1116,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,3.24,1.1755733298042381,1.8
1117,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,3.86,1.3506671834767394,1.96468827043885
1118,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,3.12,1.1378330018213911,1.7663521732655694
1119,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,3.24,1.1755733298042381,1.8
1120,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,2.84,1.0438040521731147,1.6852299546352716
1121,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,3.84,1.3454723665996355,1.9595917942265424
1122,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,3.45,1.2383742310432684,1.857417562100671
1123,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,2.84,1.0438040521731147,1.6852299546352716
1124,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,4.33,1.4655675420143985,2.080865204668481
1125,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4.97,1.6034198401085373,2.2293496809607953
1126,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,3.18,1.1568811967920856,1.783255450012701
1127,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,3.72,1.3137236682850553,1.9287301521985911
1128,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,2.77,1.0188473201992472,1.6643316977093239
1129,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,2.86,1.0508216248317612,1.6911534525287764
1130,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,3.08,1.1249295969854831,1.7549928774784245
1131,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,3.86,1.3506671834767394,1.96468827043885
1132,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,4.9,1.589235205116581,2.2135943621178655
1133,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.08,1.6253112615903906,2.253885533916929
1134,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,3.48,1.247032293786383,1.865475810617763
1135,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.03,1.6154199841116479,2.2427661492005804
1136,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,3.68,1.3029127521808397,1.9183326093250879
1137,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,3.56,1.269760544863939,1.8867962264113207
1138,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,3.93,1.3686394258811698,1.982422760159901
1139,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.62,1.7263316639055997,2.3706539182259396
1140,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.36,1.6789639750827108,2.3151673805580453
1141,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,3.8,1.33500106673234,1.9493588689617927
1142,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,3.56,1.269760544863939,1.8867962264113207
1143,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,3.89,1.358409157630355,1.972308292331602
1144,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,4.51,1.506297153514587,2.12367605815953
1145,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,4.7,1.547562508716013,2.16794833886788
1146,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,4.71,1.5496879080283263,2.1702534414210706
1147,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,3.7,1.308332819650179,1.9235384061671346
1148,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,3.97,1.3787660946990992,1.9924858845171276
1149,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,3.96,1.3762440252663892,1.98997487421324
1150,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,4.14,1.4206957878372228,2.0346989949375804
1151,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,1.85,0.6151856390902335,1.3601470508735443
1152,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,3.89,1.358409157630355,1.972308292331602
1153,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,3.77,1.3270750014599193,1.9416487838947598
1154,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,4.92,1.5933085305042167,2.2181073012818833
1155,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4.55,1.5151272329628591,2.1330729007701543
1156,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,3.5,1.252762968495368,1.8708286933869707
1157,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,3.91,1.3635373739972745,1.977371993328519
1158,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,4.17,1.4279160358107101,2.0420577856662137
1159,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,3.4,1.2237754316221157,1.8439088914585775
