ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,country,location,length,width,depth,tip_distance,Temp,Temp_S,Prec,varP
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.74,3.01,4.08,6.4,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.74,3.01,4.08,6.4,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.74,3.01,4.08,6.4,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,4.79,2.86,4.05,5.92,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,4.79,2.86,4.05,5.92,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,4.79,2.86,4.05,5.92,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.08,2.7,3.94,6.39,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.08,2.7,3.94,6.39,27.40833282,118.4144211,871,94.92079163
HUH_6350,HUH,6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,Guatemala,Zacapa,5.08,2.7,3.94,6.39,27.40833282,118.4144211,871,94.92079163
HUH_1874,HUH,1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,Mexico,Yucatan,5.97,2.98,3.24,7.45,25.75416756,198.9684601,1034,69.27173615
HUH_1874,HUH,1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,Mexico,Yucatan,6.39,4.09,4.94,9.02,25.75416756,198.9684601,1034,69.27173615
HUH_1874,HUH,1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,Mexico,Yucatan,5.47,2.97,3.65,7.35,25.75416756,198.9684601,1034,69.27173615
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.56,6.28,7.22,12.85,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.56,6.28,7.22,12.85,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.56,6.28,7.22,12.85,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,5.94,6.33,6.68,NA,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,5.94,6.33,6.68,NA,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,5.94,6.33,6.68,NA,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.05,6.86,7.86,14.6,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.05,6.86,7.86,14.6,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.05,6.86,7.86,14.6,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.86,6.7,7.23,13.86,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.86,6.7,7.23,13.86,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.86,6.7,7.23,13.86,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.32,6.51,7.75,13.84,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.32,6.51,7.75,13.84,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,7.32,6.51,7.75,13.84,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.97,6.87,7.48,13.86,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.97,6.87,7.48,13.86,27.69583321,48.45138931,770,72.30458069
HUH_1117,HUH,1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,Tanzania,Mbigiri (Zanzitari) S of Mto Kama,6.97,6.87,7.48,13.86,27.69583321,48.45138931,770,72.30458069
HUH_21,HUH,21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,Tanzania,Shungu-Mbili Island,5.74,3.26,5.05,NA,26.9,NA,1578,87
HUH_21,HUH,21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,Tanzania,Shungu-Mbili Island,5.8,4.05,5.79,10.55,26.9,NA,1578,87
HUH_21,HUH,21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,Tanzania,Shungu-Mbili Island,7.32,5.25,6.7,10.95,26.9,NA,1578,87
HUH_21,HUH,21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,Tanzania,Shungu-Mbili Island,6.35,3.84,6.59,12.02,26.9,NA,1578,87
HUH_21,HUH,21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,Tanzania,Shungu-Mbili Island,5.38,3.46,5.33,10.81,26.9,NA,1578,87
