ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,country,location,length,width,depth,tip_distance,Temp,Temp_S,Prec,varP
CAS_324635,CAS,324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,0,Ecuador,NA,5.06,3.642,4.508,NA,24.35000038,155.2710266,188,96.07951355
CAS_34021,CAS,34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,NA,5.154285714285714,3.341428571428571,4.722857142857142,NA,19.799999239999998,128.2752686,345,83.07010651
CAS_34022,CAS,34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,NA,6.408571428571428,2.8385714285714285,4.727142857142857,NA,23.25,179.684082,547,76.27940369
CAS_34024,CAS,34024,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,NA,7.496666666666666,3.93,6.27,12.94,21.97916603,178.1656189,519,46.81369019
CAS_461168,CAS,461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,Ecuador,NA,6.442,3.291,5.438,NA,24.35000038,155.2710266,188,96.07951355
CAS_461169,CAS,461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,NA,4.7780000000000005,3.206,4.462,NA,22.69583321,151.0637817,247,78.51528931
CAS_461173,CAS,461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,NA,7.318,4.03,6.388,9.509,22.69583321,151.0637817,247,78.51528931
CAS_461174,CAS,461174,Herbarium,1932,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,NA,7.847,3.419,5.588,11.502,21.97916603,178.1656189,519,46.81369019
CAS_461175,CAS,461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,NA,5.048,2.834,4.754,9.653,19.799999239999998,128.2752686,345,83.07010651
CAS_496955,CAS,496955,Herbarium,1967,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,6.83,3.36,5.28,7.47,23.75833321,175.4841919,365,65.91323853
CAS_56623,CAS,56623,Herbarium,1905,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,NA,5.45125,3.1437500000000003,NA,NA,22.37916756,130.9312439,310,79.1166153
CAS_56634,CAS,56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,NA,7.3475,3.50375,5.505,NA,21.97916603,178.1656189,519,46.81369019
CAS_741302,CAS,741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,NA,4.093333333333334,2.398888888888889,3.427777777777778,NA,23.87083435,182.3141632,279,86.23344421
CDRS_12628,CDRS,12628,Herbarium,2001,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Bainbridge,4.665,1.8399999999999999,4.17,2.685,24.60941696,151.0727997,177.7751617,102.5722046
CDRS_13775,CDRS,13775,Herbarium,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Cerro Punta Pitt,6.027692307692307,3.6523076923076925,5.031538461538461,6.751538461538462,24.07222176,169.8041534,483.6666565,85.86229706
CDRS_16045,CDRS,16045,Herbarium,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Botadero,6.13,2.52,3.98,8.285,22.32083321,170.2732544,239,97.56349945
CDRS_16356,CDRS,16356,Herbarium,2004,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Puerto Villamil,4.7540000000000004,2.862,4.076,0,24.09583282,158.6083984,318,84.72167206
CDRS_16359,CDRS,16359,Herbarium,2004,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Volcan Sierra Negra,5.1579999999999995,2.0780000000000003,3.866,5.326,24.09583282,158.6083984,318,84.72167206
CDRS_3183,CDRS,3183,Herbarium,1983,South America,island,Galapagos,Galapagos,Darwin,1,Ecuador,Culpepper,12.83,5.28,5.2,0,24.950000760000002,122.3445053,790,75.03526306
CDRS_43184,CDRS,43184,Herbarium,2008,South America,island,Galapagos,Galapagos,Baltra,0,Ecuador,Baltra Airport,6.421428571428572,3.587142857142857,5.287142857142857,5.51,24.31666756,154.6599579,163,104.3817749
CDRS_43798,CDRS,43798,Herbarium,1998,South America,island,Galapagos,Galapagos,Enderby,0,Ecuador,North,5.926666666666667,2.845,4.706666666666667,4.725,23.74770927,174.5269775,377.46521,64.77494812
CDRS_4711,CDRS,4711,Herbarium,1985,South America,island,Galapagos,Galapagos,Pinta,1,Ecuador,Camp site,5.855,2.555833333333333,4.504166666666666,5.968333333333334,22.99583244,135.8049622,488,64.10809326
CDRS_5632,CDRS,5632,Herbarium,2014,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,7.955,3.425,4.715,9.11,23.87083435,182.3141632,279,86.23344421
CDRS_57135,CDRS,57135,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,5.783125,3.225625,4.9425,10.305,23.64365005,179.6233673,471.0172119,80.98109436
CDRS_57136,CDRS,57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,6.154186046511628,3.073953488372093,5.0341860465116275,9.47906976744186,23.64365005,179.6233673,471.0172119,80.98109436
CDRS_57138,CDRS,57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,4.68,5.08,5.26,11.61,23.64365005,179.6233673,471.0172119,80.98109436
CDRS_57138,CDRS,57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Playa Negra,6.813,3.7653333333333334,5.445,10.701333333333332,23.75833321,170.8379669,381,68.66218567
CDRS_57139,CDRS,57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Mina,7.056129032258065,3.8529032258064517,5.083548387096775,10.096451612903225,23.22500038,172.5148315,428,63.65643311
CDRS_57140,CDRS,57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Botadero,7.384,3.608,5.332,12.234666666666666,23.22500038,172.5148315,428,63.65643311
CDRS_57141,CDRS,57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Cementery,6.288181818181818,3.2196969696969697,4.994545454545454,10.540909090909091,23.52083397,172.30336,405,66.9630661
CDRS_57142,CDRS,57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Tourist Trail,5.822666666666667,3.446,4.753666666666667,9.1033333333333335,24.38041878,154.809433,119.1609955,110.5748062
CDRS_57144,CDRS,57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.749333333333333,3.6856666666666666,5.230666666666667,9.438333333333333,24,173.5196991,546,85.71057892
CDRS_57145,CDRS,57145,Herbarium,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,7.1651612903225805,3.3496774193548386,3.6493548387096775,10.448709677419355,23.77499962,184.0392761,275,85.82701111
CDRS_6215,CDRS,6215,Herbarium,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.958,3.644,5.208,8.04,22.29166603,177.8001099,583,69.85607147
CDRS_9051,CDRS,9051,Herbarium,1998,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.166666666666667,3.216,4.529333333333334,0.538,24.48333359,128.3874512,223,93.84077454
CDRS_92,CDRS,92,Herbarium,1963,South America,island,Galapagos,Galapagos,Darwin,1,Ecuador,Culpepper,4.5,1.91,3.21,7.61,24.950000760000002,122.3445053,790,75.03526306
CDRS_9431,CDRS,9431,Herbarium,1999,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Cevallos,6.21375,2.9,4.89,6.53,23.762500760000002,180.6569672,497,78.00688934
CDRS_9780,CDRS,9780,Herbarium,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,Ecuador,Crater,5.6,2.8600000000000003,4.76,6.6625,24.35833359,164.7012787,137,102.7628937
CDRS_9850,CDRS,9850,Herbarium,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,Ecuador,NA,5.876,2.81,4.564,5.52,24.19918251,157.9533844,159.1986084,104.7648544
CDRS_9961,CDRS,9961,Herbarium,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,Ecuador,NA,7.0600000000000005,2.81,4.4399999999999995,5.855,24.44219017,168.9272461,189.1096039,107.4477463
Daniel_1,Daniel,1,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Dump,8.084,4.0896,NA,NA,23.22500038,172.5148315,428,63.65643311
Daniel_10,Daniel,10,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Road Breeding Center,5.7829,3.2862,NA,NA,24.00833321,158.6710968,313,84.30728149
Daniel_11,Daniel,11,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Road Sierra Negra,4.4869,3.1322,NA,8.3986,24.09166718,160.2389221,338,85.93011475
Daniel_12,Daniel,12,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Sierra Negra NW,6.1942990654205605,3.57607476635514,5.001775700934579,NA,24.04166603,159.5851593,329,81.97440338
Daniel_13,Daniel,13,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.047,3.2366,NA,NA,24,173.5196991,546,85.71057892
Daniel_14,Daniel,14,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Park,5.8837,2.6865,NA,NA,23.91250038,169.3989868,551,87.18533325
Daniel_15,Daniel,15,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Playa Oro,7.2432,3.282,4.6888,NA,23.81997681,170.223053,542.3508301,86.84463501
Daniel_16,Daniel,16,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,USFQ,7.2387,3.114,NA,NA,23.81997681,170.223053,542.3508301,86.84463501
Daniel_18,Daniel,18,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,6.8806,3.0189,NA,NA,23.77499962,184.0392761,275,85.82701111
Daniel_19,Daniel,19,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Close to Itabaca,6.8936,2.8803,NA,NA,24.60833359,154.2553101,144,109.1805267
Daniel_2,Daniel,2,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Heliport,7.9030000000000005,3.8930000000000002,6.2808,12.8732,23.52083397,172.30336,405,66.9630661
Daniel_20,Daniel,20,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Dump,7.0786999999999995,3.0846,NA,12.4892,22.32083321,170.2732544,239,97.56349945
Daniel_21,Daniel,21,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,El Garrapatero,7.1783,3.3854,NA,13.2672,24.012500760000002,178.5564117,268,93.68759155
Daniel_22,Daniel,22,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,El Garrapatero Alto,5.9757,3.3118,NA,10.91656,23.69583321,181.7272797,278,89.30532074
Daniel_23,Daniel,23,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Itabaca Channel,6.779,2.9357,4.711,12.0592,24.60833359,154.2553101,144,109.1805267
Daniel_24,Daniel,24,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Mine,7.1629,2.9282,4.6801,11.8725,22.81666756,167.8247528,231,96.95592499
Daniel_25,Daniel,25,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Tortuga Bay,7.183645833333333,3.1894791666666666,NA,NA,23.75416756,184.9749146,277,84.71658325
Daniel_3,Daniel,3,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Mine,7.5136,3.5898,5.7812,13.1864,23.22500038,172.5148315,428,63.65643311
Daniel_4,Daniel,4,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Playa Negra,7.1922,3.3810000000000002,NA,NA,23.75833321,170.8379669,381,68.66218567
Daniel_5,Daniel,5,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,West of Cementery,NA,3.5096,NA,NA,23.52083397,172.30336,405,66.9630661
Daniel_6,Daniel,6,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,West of Cementery II,6.2252,3.3869,NA,NA,23.52083397,172.30336,405,66.9630661
Daniel_7,Daniel,7,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Airport,6.4955,4.0038,NA,NA,24.20416641,158.5797577,355,83.2046814
Daniel_8,Daniel,8,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Breeding Center,4.721,3.2053,NA,8.7608,24.03750038,159.3327637,339,86.10949707
Daniel_9,Daniel,9,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Crossroad,4.6454,3.2931,NA,NA,24.01666641,158.7212219,334,85.07987976
Expedition_100,Expedition,100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.5104,2.6592,3.798,0.294,23.6875,173.1542206,417,61.40105057
Expedition_101,Expedition,101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.28,2.5512,3.7668,0.8008,23.44166756,178.6417694,414,68.58551788
Expedition_102,Expedition,102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.3503448275862064,2.714137931034483,4.530689655172414,7.405172413793103,23.74166679,179.7831268,501,73.1336441
Expedition_103,Expedition,103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.349230769230769,2.670384615384615,4.466538461538462,7.556153846153846,23.74166679,179.7831268,501,73.1336441
Expedition_104,Expedition,104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,4.467333333333333,2.4446666666666665,3.9873333333333334,6.4126666666666665,23.74166679,179.7831268,501,73.1336441
Expedition_105,Expedition,105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.6259999999999994,2.922,4.667,9.402000000000001,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_106,Expedition,106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.281333333333333,3.487,5.4126666666666665,11.922666666666666,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_107,Expedition,107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,9.190333333333333,4.129666666666667,5.942,10.741666666666667,24.44223976,169.4238281,206.3900909,104.7651215
Expedition_108,Expedition,108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.4484,2.7344,4.4876000000000005,8.4736,24.44223976,169.4238281,206.3900909,104.7651215
Expedition_109,Expedition,109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.2075,2.950357142857143,4.587142857142857,8.842857142857143,24.44223976,169.4238281,206.3900909,104.7651215
Expedition_110,Expedition,110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Cuevas,6.765,3.415,5.1899999999999995,0,23.44166756,178.6417694,414,68.58551788
Expedition_111,Expedition,111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,3.824,2.128,3.402,3.732,23.44166756,178.6417694,414,68.58551788
Expedition_112,Expedition,112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,5.599,2.399,4.818,6.789,23.75833321,175.4841919,365,65.91323853
Expedition_113,Expedition,113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,6.223,2.749,4.766,7.691,23.75833321,175.4841919,365,65.91323853
Expedition_114,Expedition,114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,5.324,2.442,4.7829999999999995,7.47,23.75833321,175.4841919,365,65.91323853
Expedition_115,Expedition,115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de Corazon,6.41,3.502,5.08,8.734,24.33749962,148.1879272,261,79.10144806
Expedition_116,Expedition,116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.076666666666667,3.518333333333333,5.293333333333333,9.931666666666667,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_47,Expedition,47,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.600476190476191,3.1342857142857143,4.37952380952381,0,24.44572449,128.6454468,251.672226,90.26016235
Expedition_48,Expedition,48,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.386428571428572,3.150714285714286,4.627142857142857,0,24.44572449,128.6454468,251.672226,90.26016235
Expedition_49,Expedition,49,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.978666666666666,2.816,4.524666666666667,0.31666666666666665,24.44572449,128.6454468,251.672226,90.26016235
Expedition_50,Expedition,50,Natural Population,2017,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Punta Vicente Roca,5.4265,3.2665,4.232,0,23.512500760000002,128.666687,261,87.77462006
Expedition_51,Expedition,51,Natural Population,2017,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Punta Vicente Roca,4.711666666666667,3.2766666666666664,4.27,6.625,23.512500760000002,128.666687,261,87.77462006
Expedition_52,Expedition,52,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.18,4.29,5.58,10.03,24.22916603,149.1408386,171,107.3898468
Expedition_53,Expedition,53,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,6.193333333333333,2.778888888888889,4.618888888888889,10.684444444444445,24.38041878,154.809433,119.1609955,110.5748062
Expedition_54,Expedition,54,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.315,3.4175,4.842499999999999,11.3325,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_55,Expedition,55,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.5275,3.6325,5.525,11.48,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_56,Expedition,56,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,4.955,2.242,4.302,6.777,23.75833321,175.4841919,365,65.91323853
Expedition_57,Expedition,57,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,6.521,3.292,5.591,9.328,23.75833321,175.4841919,365,65.91323853
Expedition_58,Expedition,58,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,5.279090909090909,2.8772727272727274,4.533636363636363,6.233636363636363,24.035326,168.7123108,480.6109314,85.1667099
Expedition_59,Expedition,59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,6.525454545454545,3.4918181818181817,5.572727272727272,8.477272727272727,24.035326,168.7123108,480.6109314,85.1667099
Expedition_60,Expedition,60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,6.315555555555555,3.433333333333333,5.118888888888889,8.596666666666668,24.22916603,149.1408386,171,107.3898468
Expedition_61,Expedition,61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,8.056,4.098,5.8580000000000005,12.99,24.22916603,149.1408386,171,107.3898468
Expedition_62,Expedition,62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,5.816666666666666,3.1,4.278333333333333,7.923333333333334,24.18661118,148.4244232,184.7118225,104.24897
Expedition_63,Expedition,63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.114,3.182,4.95,8.954,24.18661118,148.4244232,184.7118225,104.24897
Expedition_64,Expedition,64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.083285714285714,3.7914285714285714,5.097142857142857,9.944285714285714,24.18661118,148.4244232,184.7118225,104.24897
Expedition_65,Expedition,65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.608888888888889,3.741111111111111,5.118888888888889,9.124444444444444,24.33749962,148.1879272,261,79.10144806
Expedition_66,Expedition,66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.055,3.611666666666667,5.1033333333333335,8.415,24.33749962,148.1879272,261,79.10144806
Expedition_67,Expedition,67,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.55,3.25,5.04,6.27,24.33749962,148.1879272,261,79.10144806
Expedition_68,Expedition,68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.04875,3.31875,4.90125,8.10625,24.33749962,148.1879272,261,79.10144806
Expedition_69,Expedition,69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.965,3.841,5.587,10.425,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_70,Expedition,70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.108235294117647,3.3676470588235294,5.234705882352941,9.213529411764705,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_71,Expedition,71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.602307692307693,3.2784615384615385,5.348461538461539,9.816923076923077,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_72,Expedition,72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.099,3.302,5.141,9.966,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.491333333333333,3.3586666666666667,5.126,7.83,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.085333333333334,3.0933333333333333,5.025333333333333,8.888666666666667,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.798461538461538,3.7015384615384614,5.428461538461538,8.875384615384615,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.2989999999999995,3.522,5.281,10.672,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,8.287333333333333,3.496,5.309333333333333,9.514,24.01310921,158.3755646,163.9609222,103.9820709
Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,7.557777777777778,3.91,5.64,10.541111111111112,23.64365005,179.6233673,471.0172119,80.98109436
Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.431666666666667,3.4375,4.5841666666666665,7.9383333333333335,23.64365005,179.6233673,471.0172119,80.98109436
Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.505,3.2976923076923077,5.051153846153846,8.73076923076923,23.64365005,179.6233673,471.0172119,80.98109436
Expedition_81,Expedition,81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.35375,3.3783333333333334,4.881666666666667,8.86125,23.74166679,179.7831268,501,73.1336441
Expedition_82,Expedition,82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.825555555555556,3.187777777777778,4.9622222222222225,8.252222222222223,23.74166679,179.7831268,501,73.1336441
Expedition_83,Expedition,83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.229230769230769,2.5015384615384617,4.063846153846153,5.0576923076923075,24.035326,168.7123108,480.6109314,85.1667099
Expedition_84,Expedition,84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.690666666666667,2.712666666666667,4.200666666666667,6.362,24.035326,168.7123108,480.6109314,85.1667099
Expedition_85,Expedition,85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.8825,2.6,5.0575,4.785,24.035326,168.7123108,480.6109314,85.1667099
Expedition_86,Expedition,86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.92,2.9,3.8733333333333335,5.823333333333333,24.035326,168.7123108,480.6109314,85.1667099
Expedition_87,Expedition,87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.951666666666666,3.6,5.653333333333333,12.216666666666667,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_88,Expedition,88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.618571428571428,3.34,5.404285714285714,10.541428571428572,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_89,Expedition,89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,5.4125,2.6575,4.3,9.1075,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_90,Expedition,90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.611,2.914,4.986,9.557,24.44219017,168.9272461,189.1096039,107.4477463
Expedition_91,Expedition,91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,6.846,3.004,4.843,9.008,24.38041878,154.809433,119.1609955,110.5748062
Expedition_92,Expedition,92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,5.483333333333333,2.75,4.163333333333333,6.866666666666667,24.38041878,154.809433,119.1609955,110.5748062
Expedition_93,Expedition,93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,6.211,3.723333333333333,5.251666666666667,10.170666666666666,24.38041878,154.809433,119.1609955,110.5748062
Expedition_94,Expedition,94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,5.813225806451613,3.3216129032258066,4.892258064516129,9.427741935483871,24.38041878,154.809433,119.1609955,110.5748062
Expedition_95,Expedition,95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,5.481,3.343,4.618,6.823,23.6875,173.1542206,417,61.40105057
Expedition_96,Expedition,96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.27,2.7466666666666666,3.453333333333333,5.775555555555555,23.6875,173.1542206,417,61.40105057
Expedition_97,Expedition,97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.023,2.848,3.758,5.258,23.6875,173.1542206,417,61.40105057
