ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,width,width_log,width_sqr
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Campeon,57,2.69,0.9895411936137477,1.6401219466856725
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.59,0.9516578757114463,1.6093476939431082
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,3.14,1.144222799920162,1.772004514666935
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.17,0.7747271675523681,1.4730919862656235
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,3.71,1.3110318766193438,1.9261360284258222
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.39,0.8712933659434193,1.5459624833740306
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,3.53,1.2612978709452054,1.8788294228055935
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,3.34,1.205970806988609,1.8275666882497066
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,3.5,1.252762968495368,1.8708286933869707
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.68,0.9858167945227654,1.6370705543744901
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.49,0.9122827104766164,1.57797338380595
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,58,2.11,0.7466879474879751,1.452583904633395
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.56,1.269760544863939,1.8867962264113207
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,2.93,1.075002423028976,1.711724276862369
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.74,1.3190856114264407,1.9339079605813716
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.91,1.3635373739972745,1.977371993328519
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,2.78,1.0224509277025455,1.6673332000533065
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.66,1.297463147413275,1.9131126469708992
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.77,1.3270750014599193,1.9416487838947598
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.83,1.3428648031925547,1.9570385790780926
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.91,1.3635373739972745,1.977371993328519
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,2.94,1.0784095813505903,1.7146428199482247
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,59,3.38,1.2178757094949273,1.8384776310850235
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3,1.0986122886681098,1.7320508075688772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,4.67,1.541159071680806,2.1610182784974308
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3.9,1.3609765531356006,1.9748417658131499
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3.78,1.3297240096314962,1.944222209522358
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3.78,1.3297240096314962,1.944222209522358
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3.46,1.2412685890696329,1.8601075237738274
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,3.67,1.3001916620664788,1.9157244060668017
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,2.76,1.0152306797290584,1.6613247725836149
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,60,1.88,0.6312717768418578,1.3711309200802089
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,61,4.19,1.4327007339340465,2.046948949045872
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,61,3.99,1.3837912309017721,1.997498435543818
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,61,3.75,1.3217558399823195,1.9364916731037085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,61,4.38,1.4770487243883548,2.092844953645635
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,61,4.18,1.430311246536665,2.0445048300260873
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,2.16,0.7701082216960737,1.469693845669907
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,2.27,0.8197798314933114,1.5066519173319364
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,3.29,1.1908875647772805,1.8138357147217055
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,2.96,1.085189268335969,1.7204650534085253
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,3.49,1.2499017362143359,1.8681541692269406
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,62,4.43,1.4883995840570443,2.1047565179849186
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,63,3.38,1.2178757094949273,1.8384776310850235
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,63,3.29,1.1908875647772805,1.8138357147217055
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,63,3.07,1.1216775615991057,1.752141546793523
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,63,3.12,1.1378330018213911,1.7663521732655694
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,63,3.05,1.1151415906193203,1.746424919657298
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,3.4,1.2237754316221157,1.8439088914585775
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,3.45,1.2383742310432684,1.857417562100671
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,3.72,1.3137236682850553,1.9287301521985911
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,3.78,1.3297240096314962,1.944222209522358
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,4.28,1.4539530095937054,2.06881608655772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,4.06,1.4011829736136412,2.0149441679609885
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Puerto Egas,64,3.85,1.3480731482996928,1.9621416870348585
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.64,1.2919836816486494,1.9078784028338913
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.86,1.3506671834767394,1.96468827043885
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.55,1.2669476034873244,1.8841443681416772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,4.36,1.472472057360943,2.08806130178211
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.31,1.1969481893889715,1.8193405398660252
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.25,1.1786549963416462,1.8027756377319946
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,4.47,1.4973884086254774,2.1142374511865976
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.72,1.3137236682850553,1.9287301521985911
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,65,3.51,1.2556160374777743,1.8734993995195195
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,3.34,1.205970806988609,1.8275666882497066
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,3.72,1.3137236682850553,1.9287301521985911
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,3.84,1.3454723665996355,1.9595917942265424
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,3.85,1.3480731482996928,1.9621416870348585
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,4.3,1.4586150226995167,2.073644135332772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,66,2.62,0.9631743177730056,1.6186414056238645
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,67,3.25,1.1786549963416462,1.8027756377319946
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,2.93,1.075002423028976,1.711724276862369
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.66,1.297463147413275,1.9131126469708992
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.06,1.1184149159642893,1.7492855684535902
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,2.93,1.075002423028976,1.711724276862369
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.89,1.358409157630355,1.972308292331602
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.87,1.3532545070416904,1.9672315572906003
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.11,1.1346227261911428,1.7635192088548397
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Salvaje de corazon,68,3.1,1.1314021114911006,1.760681686165901
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,4.67,1.541159071680806,2.1610182784974308
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,3.75,1.3217558399823195,1.9364916731037085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,3.33,1.2029723039923526,1.8248287590894658
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,3.95,1.3737155789130306,1.9874606914351791
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,3.37,1.2149127443642704,1.835755975068582
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,4.04,1.3962446919730587,2.009975124224178
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,4.68,1.5432981099295553,2.1633307652783933
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,4.03,1.3937663759585917,2.0074859899884734
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,3.7,1.308332819650179,1.9235384061671346
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,69,2.89,1.0612565021243408,1.7
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.98,1.3812818192963463,1.9949937343260002
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,2.64,0.9707789171582248,1.624807680927192
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.87,1.3532545070416904,1.9672315572906003
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,2.8,1.0296194171811581,1.6733200530681511
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.06,1.1184149159642893,1.7492855684535902
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.58,1.275362800412609,1.8920887928424501
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.96,1.3762440252663892,1.98997487421324
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.26,1.1817271953786161,1.8055470085267789
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,2.04,0.712949807856125,1.42828568570857
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,1.64,0.494696241836107,1.2806248474865698
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,4.46,1.4951487660319727,2.1118712081942874
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.42,1.2296405510745139,1.849324200890693
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.44,1.235471471385307,1.8547236990991407
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,4.41,1.4838746894587547,2.1
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,4.19,1.4327007339340465,2.046948949045872
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,4.26,1.449269160281279,2.0639767440550294
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,2.24,0.8064758658669485,1.4966629547095767
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,4.68,1.5432981099295553,2.1633307652783933
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,4.13,1.4182774069729414,2.0322401432901573
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,2.18,0.7793248768009977,1.47648230602334
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3.07,1.1216775615991057,1.752141546793523
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3.53,1.2612978709452054,1.8788294228055935
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,2.79,1.0260415958332743,1.6703293088490065
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,2.71,0.9969486348916096,1.6462077633154328
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3,1.0986122886681098,1.7320508075688772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3.61,1.2837077723447896,1.9
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,4.54,1.5129270120532565,2.130727575266252
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,2.3,0.8329091229351039,1.51657508881031
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,2.68,0.9858167945227654,1.6370705543744901
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3.4,1.2237754316221157,1.8439088914585775
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.03,1.1085626195212777,1.740689518552921
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.86,1.3506671834767394,1.96468827043885
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,2.83,1.0402767116551463,1.6822603841260722
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.34,1.205970806988609,1.8275666882497066
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.39,1.220829921392359,1.841195263952197
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.8,1.33500106673234,1.9493588689617927
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,2.24,0.8064758658669485,1.4966629547095767
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,3.45,1.2383742310432684,1.857417562100671
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,4.12,1.415853163361435,2.029778313018444
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,2.96,1.085189268335969,1.7204650534085253
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.88,1.355835153635182,1.969771560359221
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.45,1.2383742310432684,1.857417562100671
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,2.48,0.9082585601768908,1.5748015748023623
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.7,1.308332819650179,1.9235384061671346
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,2.77,1.0188473201992472,1.6643316977093239
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.68,1.3029127521808397,1.9183326093250879
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.47,1.244154593958768,1.862793601019716
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,2.99,1.095273387402595,1.7291616465790582
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,4.11,1.4134230285081433,2.0273134932713295
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.94,1.3711807233098425,1.9849433241279208
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.26,1.1817271953786161,1.8055470085267789
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,3.32,1.199964782928397,1.8220867158288598
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,4.29,1.4562867329399256,2.071231517720798
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,2.74,1.007957920399979,1.6552945357246849
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,2.3,0.8329091229351039,1.51657508881031
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.45,1.2383742310432684,1.857417562100671
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.06,1.1184149159642893,1.7492855684535902
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.05,1.1151415906193203,1.746424919657298
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3,1.0986122886681098,1.7320508075688772
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.65,1.2947271675944,1.91049731745428
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,2.49,0.9122827104766164,1.57797338380595
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,2.34,0.85015092936961,1.5297058540778354
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,2.9,1.0647107369924282,1.70293863659264
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.51,1.2556160374777743,1.8734993995195195
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,2.8,1.0296194171811581,1.6733200530681511
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.33,1.2029723039923526,1.8248287590894658
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.36,1.2119409739751128,1.833030277982336
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.56,1.269760544863939,1.8867962264113207
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,2.82,1.0367368849500223,1.6792855623746665
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,3.08,1.1249295969854831,1.7549928774784245
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,2.8,1.0296194171811581,1.6733200530681511
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.23,1.172482137234565,1.797220075561143
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.69,1.3056264580524357,1.9209372712298547
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,2.91,1.0681530811834012,1.705872210923198
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.39,1.220829921392359,1.841195263952197
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,4.43,1.4883995840570443,2.1047565179849186
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,4.59,1.5238800240724537,2.142428528562855
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.73,1.3164082336557241,1.9313207915827966
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.04,1.1118575154181303,1.7435595774162693
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,4.03,1.3937663759585917,2.0074859899884734
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,4.14,1.4206957878372228,2.0346989949375804
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,3.75,1.3217558399823195,1.9364916731037085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,4.39,1.47932922708708,2.0952326839756963
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.92,1.366091653802371,1.9798989873223332
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.76,1.324418957401803,1.9390719429665315
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.89,1.358409157630355,1.972308292331602
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,2.97,1.0885619528146082,1.7233687939614086
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.95,1.3737155789130306,1.9874606914351791
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.07,1.1216775615991057,1.752141546793523
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.28,1.1878434223960523,1.8110770276274832
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.67,1.3001916620664788,1.9157244060668017
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.14,1.144222799920162,1.772004514666935
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,3.57,1.2725655957915476,1.8894443627691184
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.95,1.3737155789130306,1.9874606914351791
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.86,1.3506671834767394,1.96468827043885
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.68,1.3029127521808397,1.9183326093250879
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,4.17,1.4279160358107101,2.0420577856662137
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.33,1.2029723039923526,1.8248287590894658
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.73,1.3164082336557241,1.9313207915827966
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.84,1.3454723665996355,1.9595917942265424
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.58,1.275362800412609,1.8920887928424501
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,2.98,1.091923300517313,1.7262676501632068
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,2.88,1.0577902941478545,1.697056274847714
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.12,1.1378330018213911,1.7663521732655694
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,2.67,0.9820784724121582,1.6340134638368191
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.97,1.3787660946990992,1.9924858845171276
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.66,1.297463147413275,1.9131126469708992
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,3.02,1.1052568313867783,1.7378147196982767
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,3.44,1.235471471385307,1.8547236990991407
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,3.99,1.3837912309017721,1.997498435543818
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,4.55,1.5151272329628591,2.1330729007701543
