ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,lower_spines
2744,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,33,1
2745,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,34,0
2746,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,35,1
2747,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,36,0
2748,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,37,1
2749,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,38,1
2750,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,39,1
2751,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,40,1
2752,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,41,1
2753,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,42,1
2754,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,43,1
2755,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,44,0
2756,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,45,1
2757,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,46,1
2758,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,47,0
2759,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,48,0
2760,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,49,1
2761,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,50,1
2762,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,51,1
2763,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,52,1
2764,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,53,1
2765,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,54,0
2766,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,55,0
2767,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,56,1
2768,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,57,0
2769,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,58,1
2770,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,59,1
2771,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,60,1
2772,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,61,1
2773,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,62,0
2774,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,63,0
2775,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,64,1
2776,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,65,1
2777,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,66,1
2778,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,67,1
2779,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,68,1
2780,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,69,1
2781,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,70,1
2782,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,71,1
2783,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,72,1
2784,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,73,1
2785,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,74,1
2786,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,75,0
2787,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,76,1
2788,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,77,1
2789,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,78,1
2790,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,79,1
2791,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,80,1
2792,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,81,1
2793,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,82,1
2794,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,83,1
2795,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,84,1
2796,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,85,1
2797,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,1,0
2798,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,2,0
2799,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,3,0
2800,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,4,0
2801,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,5,0
2802,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,6,0
2803,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,7,0
2804,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,8,0
2805,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,9,0
2806,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,10,0
2807,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,11,0
2808,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,12,0
2809,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,13,0
2810,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,14,0
2811,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,15,0
2812,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,16,0
2813,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,17,0
2814,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,18,0
2815,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,19,0
2816,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,20,0
2817,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,21,0
2818,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,22,0
2819,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,23,0
2820,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,24,0
2821,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,25,0
2822,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,26,0
2823,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,27,0
2824,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,28,0
2825,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,29,0
2826,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,30,0
2827,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,31,0
2828,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,32,0
2829,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,33,0
2830,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,34,0
2831,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,0
2832,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,0
2833,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,0
2834,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,0
2835,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,0
2836,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,0
2837,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,0
2838,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,0
2839,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,0
2840,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,0
2841,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,0
2842,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,0
2843,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,0
2844,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,0
2845,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,0
2846,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,0
2847,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,0
2848,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,0
2849,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,0
2850,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,0
2851,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,0
2852,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,0
2853,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,0
2854,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,0
2855,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,0
2856,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,0
2857,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,0
2858,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,0
2859,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,0
2860,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,0
2861,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,65,0
2862,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,66,0
2863,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,67,0
2864,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,68,0
2865,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,69,0
2866,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,70,0
2867,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,71,0
2868,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,72,0
2869,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,73,0
2870,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,74,0
2871,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,75,0
2872,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,76,0
2873,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,77,0
2874,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,78,0
2875,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,79,0
2876,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,80,0
2877,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,81,0
2878,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,82,0
2879,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,83,0
2880,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,84,0
2881,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,85,0
2882,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,86,0
2883,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,87,0
2884,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,88,0
2885,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,89,0
2886,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,90,0
2887,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,91,0
2888,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,92,0
2889,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,93,0
2890,Daniel_15,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,94,0
2891,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,1,1
2892,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,2,1
2893,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,3,1
2894,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,4,1
2895,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,5,1
2896,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,6,1
2897,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,7,1
2898,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,8,1
2899,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,9,1
2900,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,10,1
2901,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,11,1
2902,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,12,1
2903,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,13,1
2904,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,14,1
2905,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,15,1
2906,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,16,1
2907,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,17,1
2908,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,18,1
2909,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,19,1
2910,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,20,1
2911,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,21,1
2912,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,22,1
2913,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,1
2914,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,1
2915,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,1
2916,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,1
2917,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,1
2918,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,1
2919,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,1
2920,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,1
2921,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,1
2922,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,1
2923,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,1
2924,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,1
2925,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,1
2926,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,1
2927,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,1
2928,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,1
2929,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,1
2930,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,1
2931,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,1
2932,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,1
2933,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,1
2934,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,1
2935,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,1
2936,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,1
2937,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,1
2938,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,1
2939,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,1
2940,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,1
2941,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,1
2942,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,1
2943,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,1
2944,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,54,1
2945,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,55,1
2946,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,56,1
2947,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,57,1
2948,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,58,1
2949,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,59,1
2950,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,60,1
2951,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,61,1
2952,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,62,1
2953,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,63,1
2954,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,64,1
2955,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,65,1
2956,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,66,1
2957,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,67,1
2958,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,68,1
2959,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,69,1
2960,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,70,1
2961,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,71,1
2962,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,72,1
2963,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,73,1
2964,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,74,1
2965,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,75,1
2966,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,76,1
2967,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,77,1
2968,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,78,1
2969,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,79,1
2970,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,80,1
2971,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,81,1
2972,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,82,1
2973,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,83,1
2974,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,84,1
2975,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,85,1
2976,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,86,1
2977,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,87,1
2978,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,88,1
2979,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,89,1
2980,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,90,1
2981,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,91,1
2982,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,92,1
2983,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,93,1
2984,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,94,1
2985,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,95,1
2986,Daniel_16,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,96,1
2987,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,1,0
2988,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,2,0
2989,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,3,0
2990,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,4,0
2991,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,5,0
2992,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,6,0
2993,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,7,0
2994,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,8,1
2995,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,9,1
2996,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,10,0
2997,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,11,0
2998,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,12,1
2999,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,13,0
3000,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,14,0
3001,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,15,1
3002,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,16,0
3003,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,17,0
3004,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,18,1
3005,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,19,0
3006,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,20,1
3007,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,21,1
3008,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,22,0
3009,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,1
3010,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,1
3011,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,0
3012,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,1
3013,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,1
3014,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,1
3015,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,1
3016,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,1
3017,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,1
3018,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,0
3019,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,0
3020,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,0
3021,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,1
3022,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,0
3023,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,1
3024,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,0
3025,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,1
3026,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,0
3027,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,1
3028,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,0
3029,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,0
3030,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,0
3031,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,1
3032,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,1
3033,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,0
3034,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,0
3035,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,1
3036,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,1
3037,Daniel_17,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,1
