ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,lower_spines
1307,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,10,1
1308,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,11,1
1309,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,12,1
1310,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,13,1
1311,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,14,1
1312,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,15,1
1313,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,16,1
1314,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,1
1315,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,1
1316,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,1
1317,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,1
1318,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,21,1
1319,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,22,1
1320,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,23,1
1321,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,1
1322,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,25,1
1323,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,26,1
1324,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,1
1325,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,1
1326,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,1
1327,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,1
1328,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,1
1329,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,1
1330,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,33,1
1331,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,34,1
1332,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,1
1333,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,36,0
1334,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,37,1
1335,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,38,1
1336,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,39,1
1337,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,40,1
1338,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,41,1
1339,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,42,1
1340,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,43,1
1341,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,44,1
1342,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,45,1
1343,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,46,1
1344,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,47,1
1345,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,1,0
1346,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,2,0
1347,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,3,0
1348,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,4,0
1349,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,5,0
1350,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,6,0
1351,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,7,0
1352,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,8,0
1353,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,1,0
1354,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,2,0
1355,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,3,0
1356,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,4,0
1357,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,5,0
1358,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,6,0
1359,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,7,0
1360,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,8,1
1361,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,9,0
1362,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,10,0
1363,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,11,0
1364,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,12,0
1365,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,13,0
1366,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,14,0
1367,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,15,0
1368,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,16,0
1369,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,17,1
1370,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,18,1
1371,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,19,0
1372,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,20,0
1373,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,21,0
1374,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,22,1
1375,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,23,0
1376,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,24,1
1377,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,25,0
1378,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,26,0
1379,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,27,0
1380,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,28,0
1381,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,29,0
1382,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,30,0
1383,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,31,0
1384,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,1,1
1385,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,2,0
1386,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,3,0
1387,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,4,1
1388,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,5,0
1389,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,6,0
1390,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,7,1
1391,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,8,1
1392,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,9,1
1393,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,10,1
1394,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,11,0
1395,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,12,0
1396,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,13,0
1397,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,14,0
1398,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,15,0
1399,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,16,0
1400,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,17,1
1401,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,18,0
1402,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,19,0
1403,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,20,0
1404,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,21,0
1405,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,22,0
1406,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,23,0
1407,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,24,1
1408,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,25,1
1409,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,26,0
1410,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,27,0
1411,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,28,0
1412,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,29,1
1413,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,30,0
1414,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,31,0
1415,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,32,1
1416,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,33,0
1417,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,34,0
1418,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,35,0
1419,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,36,1
1420,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,37,1
1421,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,38,0
1422,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,39,0
1423,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,40,1
1424,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,41,1
1425,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,42,1
1426,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,1,0
1427,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,2,0
1428,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,3,0
1429,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,4,0
1430,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,5,0
1431,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,1,0
1432,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,2,1
1433,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,3,0
1434,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,4,0
1435,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,5,1
1436,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,1,0
1437,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,2,0
1438,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,3,0
1439,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,4,0
1440,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,5,0
1441,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,1,1
1442,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,2,1
1443,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,3,1
1444,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,4,1
1445,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,5,1
1446,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,1
1447,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,1
1448,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,1
1449,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,1
1450,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,5,1
1451,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,0
1452,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,2,0
1453,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,3,0
1454,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,4,0
1455,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,5,0
1456,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,1,1
1457,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,2,0
1458,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,3,1
1459,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,4,0
1460,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,5,0
1461,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,1
1462,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,0
1463,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,1
1464,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,1
1465,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,1
1466,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,0
1467,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,1
1468,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,1
1469,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,1
1470,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,1
1471,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,1
1472,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,1
1473,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,1
1474,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,1
1475,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,1,1
1476,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,2,1
1477,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,3,1
1478,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,1
1479,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,1
1480,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,3,0
1481,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,1,1
1482,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,2,1
1483,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,3,0
1484,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,4,1
1485,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,5,1
1486,MOBot_3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,1
1487,MOBot_3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,0
1488,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,1
1489,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,1
1490,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,1
1491,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,2,1
1492,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,3,1
1493,MOBot_2014235,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,1,1
1494,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,1
1495,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,1
1496,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,1
1497,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,1
1498,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,1
1499,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,1,1
1500,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,2,1
1501,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,3,1
1502,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,4,1
1503,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,5,1
1504,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,1
1505,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,1
1506,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,1
1507,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,4,1
1508,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,5,1
1509,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,1,1
1510,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,2,1
1511,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,3,1
1512,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,4,1
1513,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,1,0
1514,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,2,0
1515,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,3,0
1516,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,4,0
1517,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,5,0
1518,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,1,1
1519,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,2,1
1520,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,1
1521,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,4,1
1522,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,5,1
1523,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,1
1524,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,1
1525,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,1
1526,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,1
1527,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,1
1528,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,1
1529,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,1
1530,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,1
1531,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,1
1532,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,1
1533,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,1,0
1534,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,2,0
1535,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,3,1
1536,MOBot_2265147,Herbarium,1970,Africa,mainland,NA,NA,NA,NA,1,1
1537,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,1,1
1538,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,2,1
1539,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,3,1
1540,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,4,1
1541,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,5,1
1542,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,1,1
1543,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,2,1
1544,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,3,1
1545,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,4,1
1546,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,5,1
1547,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,1,1
1548,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,2,1
1549,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,3,1
1550,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,4,1
1551,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,5,1
1552,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,1,1
1553,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,2,1
1554,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,3,1
1555,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,4,1
1556,HUH_10180,Herbarium,1922,South America,mainland,NA,NA,NA,NA,5,1
1557,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,1,0
1558,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,2,0
1559,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,3,0
1560,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,4,0
1561,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,5,0
1562,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,1,0
1563,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,2,0
1564,HUH_291,Herbarium,1930,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,1
1565,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,1,1
1566,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,2,1
1567,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,1
1568,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,4,1
1569,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,5,1
1570,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,1,1
1571,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,2,1
1572,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,3,1
1573,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,4,1
1574,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,5,1
1575,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,1
1576,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,1
1577,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,1
1578,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,1,1
1579,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,2,1
1580,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,3,0
1581,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,4,1
1582,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,1,1
1583,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,2,1
1584,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,3,1
1585,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,4,1
1586,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,5,1
1587,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,1,1
1588,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,2,1
1589,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,3,0
1590,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,4,1
1591,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,1,1
1592,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,2,1
1593,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,3,0
1594,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,1,1
1595,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,2,1
1596,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,3,1
