ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,spine_length,spine_length_log,spine_length_sqr
3108,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,4.82,1.7613002617433464,2.195449840010015
3109,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,3.87,1.5830939370944985,1.9672315572906003
3110,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,0,0,0
3111,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,3.02,1.3912819026309295,1.7378147196982767
3112,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,4.39,1.6845453849209058,2.0952326839756963
3113,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,3.39,1.4793292270870801,1.841195263952197
3114,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,2.05,1.1151415906193203,1.4317821063276353
3115,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,2.78,1.3297240096314962,1.6673332000533065
3116,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,0,0,0
3117,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,4.56,1.715598108262491,2.1354156504062622
3118,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,0,0,0
3119,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,1.96,1.085189268335969,1.4
3120,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,54,5.3,1.840549633397487,2.3021728866442674
3121,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,55,0,0,0
3122,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,56,4.16,1.6409365794934714,2.039607805437114
3123,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,57,2.77,1.3270750014599193,1.6643316977093239
3124,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,58,0,0,0
3125,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,59,2.5,1.252762968495368,1.5811388300841898
3126,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,60,0,0,0
3127,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,61,4.27,1.6620303625532709,2.0663978319771825
3128,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,62,4.16,1.6409365794934714,2.039607805437114
3129,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,63,4.79,1.7561322915849038,2.188606862823929
3130,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,64,2.34,1.205970806988609,1.5297058540778354
3131,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,65,2.43,1.2325602611778486,1.5588457268119895
3132,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,66,5.05,1.80005827204275,2.247220505424423
3133,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,67,2.41,1.2267122912954254,1.5524174696260025
3134,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,68,1.45,0.8960880245566357,1.2041594578792296
3135,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,69,3.71,1.5496879080283263,1.9261360284258222
3136,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,70,2.31,1.1969481893889715,1.5198684153570663
3137,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,71,1.93,1.0750024230289759,1.3892443989449805
3138,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,72,3.42,1.4861396960896067,1.849324200890693
3139,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,73,2.71,1.3110318766193438,1.6462077633154328
3140,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,74,0,0,0
3141,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,75,3.43,1.4883995840570443,1.8520259177452134
3142,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,76,2.44,1.235471471385307,1.5620499351813308
3143,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,77,3.04,1.3962446919730587,1.7435595774162693
3144,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,78,6.2,1.9740810260220096,2.4899799195977463
3145,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,79,4.3,1.667706820558076,2.073644135332772
3146,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,80,4.09,1.6272778305624314,2.0223748416156684
3148,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,82,5.06,1.801709800081223,2.2494443758403984
3149,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,83,0,0,0
3150,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,84,4.92,1.7783364488959144,2.2181073012818833
3151,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,85,2.41,1.2267122912954254,1.5524174696260025
3152,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,86,1.22,0.797507195884188,1.104536101718726
3153,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,87,5.16,1.8180767775454285,2.2715633383201093
3154,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,88,5.5,1.8718021769015913,2.345207879911715
3155,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,89,4.57,1.7173950539391927,2.137755832643195
3156,Daniel_18,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,90,3.6,1.5260563034950492,1.8973665961010275
3157,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.8,1.916922612182061,2.4083189157584592
3158,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.07,2.0881534822818573,2.658947160061666
3160,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.07,1.9558604799084813,2.463736998950984
3161,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,4.6,1.7227665977411035,2.1447610589527217
3162,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,5.82,1.9198594718553708,2.4124676163629637
3163,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,7.46,2.135349173618132,2.7313000567495327
3164,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.85,2.060513531794317,2.6172504656604803
3165,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,7.48,2.1377104498038118,2.734958866235469
3166,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,6.68,2.038619547159581,2.584569596664017
3167,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,5.46,1.8656293177945105,2.3366642891095846
3168,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.27,1.8357763546448294,2.295648056649799
3169,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,6.16,1.9685099809725544,2.4819347291981715
3170,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,4.84,1.7647307968401356,2.2
3171,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,2.96,1.3762440252663892,1.7204650534085253
3172,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,6.9,2.066862759472976,2.6267851073127395
3173,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,5.11,1.809926773183504,2.2605309110914633
3174,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,5.64,1.8931119634883424,2.3748684174075834
3175,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,4.99,1.7900914121273581,2.233830790368868
3176,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,7.46,2.135349173618132,2.7313000567495327
3177,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,5.55,1.8794650496471605,2.355843797877949
3178,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,5.62,1.890095369948917,2.3706539182259396
3179,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,6.42,2.004179057179289,2.5337718918639855
3180,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,7.59,2.150598735996164,2.7549954627911823
3181,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6.83,2.057962510002712,2.613426869074396
3182,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,6.66,2.0360119837525,2.5806975801127883
3183,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,5.7,1.9021075263969205,2.3874672772626644
3184,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,7.2,2.1041341542702074,2.6832815729997477
3185,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.71,2.0425181875752383,2.5903667693977237
3186,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.11,1.9615022438151495,2.471841418861655
3187,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,5.74,1.9080599249242156,2.3958297101421877
3188,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,5.82,1.9198594718553708,2.4124676163629637
3189,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,6.02,1.9487632180377197,2.453568829277059
3190,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,6.15,1.9671123567059163,2.479919353527449
3191,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,4.72,1.7439688053917064,2.172556098240043
3192,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,6.05,1.9530276168241774,2.4596747752497685
3193,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,6.21,1.9754689512968577,2.4919871588754225
3194,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,4.69,1.7387102481382397,2.1656407827707715
3195,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,6.21,1.9754689512968577,2.4919871588754225
3196,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.81,2.0554049638515948,2.6095976701399777
3197,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,5.05,1.80005827204275,2.247220505424423
3198,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,7.97,2.1938856760707046,2.8231188426986207
3199,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,6.2,1.9740810260220096,2.4899799195977463
3200,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,6.59,2.0268315914075385,2.567099530598687
3201,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,5.77,1.9125010869241836,2.4020824298928627
3202,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,5.16,1.8180767775454285,2.2715633383201093
3203,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,6.02,1.9487632180377197,2.453568829277059
3204,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,5.9,1.9315214116032138,2.4289915602982237
3205,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.38,1.998773638612381,2.5258661880630178
3206,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,5.82,1.9198594718553708,2.4124676163629637
3207,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,5.99,1.944480556245719,2.4474476501040834
3208,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,6.44,2.0068708488450007,2.5377155080899043
3209,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,6.59,2.0268315914075385,2.567099530598687
3210,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,5.82,1.9198594718553708,2.4124676163629637
3211,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,6.55,2.0215475632609334,2.5592967784139455
3212,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,6.24,1.979621206397625,2.4979991993593593
3213,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,5.47,1.8671761085128091,2.3388031127052997
3214,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,4.65,1.7316555451583497,2.1563858652847827
3215,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,8.01,2.1983350716202463,2.8301943396169813
3216,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,5.41,1.8578592709325787,2.3259406699226015
3217,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,4.85,1.766441661243765,2.202271554554524
3218,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,62,6.73,2.0451088625993306,2.5942243542145698
3219,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,63,6.31,1.9892432737616872,2.511971337416094
3220,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,64,6.29,1.986503546020567,2.5079872407968904
3221,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,65,7.49,2.138889000323256,2.7367864366808017
3222,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,66,8.22,2.2213750375685026,2.86705423736629
3223,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,67,7.48,2.1377104498038118,2.734958866235469
3225,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,69,7.27,2.1126345090356,2.6962937525425525
3226,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,70,7.36,2.1234584270966104,2.7129319932501073
3227,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,71,6.69,2.0399207835175526,2.5865034312755126
3228,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,72,3.92,1.5933085305042167,1.9798989873223332
3229,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,73,6.69,2.0399207835175526,2.5865034312755126
3230,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,74,6.29,1.986503546020567,2.5079872407968904
3231,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,75,4.85,1.766441661243765,2.202271554554524
3232,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,76,4.82,1.7613002617433464,2.195449840010015
3233,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,77,5.37,1.851599469584072,2.3173260452512934
3234,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,78,3.08,1.4060969884160703,1.7549928774784245
3235,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,79,6.79,2.052840859882657,2.6057628441590768
3236,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,80,3.83,1.5748464676644813,1.9570385790780926
3237,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,81,5.83,1.9213246735826988,2.414539293529927
3238,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,82,6.07,1.9558604799084813,2.463736998950984
3239,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,83,5.41,1.8578592709325787,2.3259406699226015
3240,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,84,4.04,1.6174060820832772,2.009975124224178
3241,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,85,2.6,1.2809338454620642,1.61245154965971
3242,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,86,2.71,1.3110318766193438,1.6462077633154328
3243,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,87,3.04,1.3962446919730587,1.7435595774162693
3244,Daniel_19,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,88,2.39,1.220829921392359,1.5459624833740306
3245,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,1,4.27,1.6620303625532709,2.0663978319771825
3246,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,2,4.85,1.766441661243765,2.202271554554524
3247,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,3,4.77,1.7526720805200082,2.1840329667841556
3248,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,4,5.23,1.8293763327993617,2.2869193252058544
3249,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,5,3.81,1.57069708411767,1.9519221295943134
3250,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,6,4.93,1.780024213009634,2.2203603311174516
3251,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,7,4.89,1.7732559976634952,2.211334438749598
3252,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,8,6.01,1.9473377010464987,2.4515301344262523
3253,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,9,5.16,1.8180767775454285,2.2715633383201093
3254,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,10,0,0,0
3255,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,11,5,1.791759469228055,2.23606797749979
3256,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,12,4.36,1.6789639750827108,2.08806130178211
3257,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,13,5.12,1.8115620965242347,2.262741699796952
3258,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,14,3.53,1.5107219394949425,1.8788294228055935
3259,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,15,3.96,1.601405740736836,1.98997487421324
3260,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,16,4.26,1.6601310267496185,2.0639767440550294
3261,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,17,4.89,1.7732559976634952,2.211334438749598
3262,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,18,6.04,1.951608170169951,2.4576411454889016
3263,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,19,4.55,1.713797927758343,2.1330729007701543
3264,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,20,5.3,1.840549633397487,2.3021728866442674
3265,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,21,5.33,1.8453002361560848,2.3086792761230392
3266,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,22,4.59,1.7209792871670078,2.142428528562855
3267,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,5.28,1.8373699804801074,2.2978250586152114
3268,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,3.93,1.5953389880545987,1.982422760159901
3269,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,3.19,1.4327007339340463,1.786057109949175
3270,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,4.36,1.6789639750827108,2.08806130178211
3271,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,3.37,1.4747630091074988,1.835755975068582
3272,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,5.02,1.7950872593207297,2.240535650240808
3273,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,3.14,1.420695787837223,1.772004514666935
3274,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,5.13,1.81319474994812,2.264950330581225
3275,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,4.98,1.7884205679625405,2.23159136044214
3276,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,5.16,1.8180767775454285,2.2715633383201093
3277,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,4.61,1.724550719534605,2.147091055358389
3278,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,4.56,1.715598108262491,2.1354156504062622
3279,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,3.75,1.55814461804655,1.9364916731037085
3280,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,3.12,1.415853163361435,1.7663521732655694
3281,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,3.99,1.6074359097634274,1.997498435543818
3282,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,3.82,1.572773928062509,1.9544820285692064
3283,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,6.14,1.965712776351493,2.477902338672773
3284,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,3.14,1.420695787837223,1.772004514666935
3285,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,4.49,1.7029282555214393,2.118962010041709
3286,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,4.87,1.7698546338400052,2.2068076490713913
3287,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,4.6,1.7227665977411035,2.1447610589527217
3288,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,4.8,1.7578579175523736,2.1908902300206643
3289,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,4.61,1.724550719534605,2.147091055358389
3290,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,3.36,1.4724720573609429,1.833030277982336
3291,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,4.74,1.747459210331475,2.177154105707724
3292,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,5.32,1.843719208158766,2.3065125189341593
3293,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,3.71,1.5496879080283263,1.9261360284258222
3294,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,4.57,1.7173950539391927,2.137755832643195
3295,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,4.88,1.7715567619105355,2.209072203437452
3296,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,5.11,1.809926773183504,2.2605309110914633
3297,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,4.25,1.6582280766035324,2.0615528128088303
3298,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,54,4.05,1.6193882432872684,2.0124611797498106
3299,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,55,5.95,1.9387416595767009,2.4392621835300936
3300,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,56,4.22,1.6524974018945473,2.0542638584174138
3301,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,57,4.82,1.7613002617433464,2.195449840010015
3302,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,58,6.65,2.0347056478384444,2.5787593916455256
3303,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,59,6.68,2.038619547159581,2.584569596664017
3304,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,60,5.15,1.8164520818184267,2.2693611435820435
3305,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,61,5.7,1.9021075263969205,2.3874672772626644
3306,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,62,5.11,1.809926773183504,2.2605309110914633
3307,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,63,4.49,1.7029282555214393,2.118962010041709
3308,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,64,5.96,1.9401794743463283,2.4413111231467406
3309,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,65,4.88,1.7715567619105355,2.209072203437452
3310,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,66,4.5,1.7047480922384253,2.1213203435596424
3311,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,67,4.63,1.728109442151599,2.151743479135001
3312,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,68,4.66,1.7334238922150915,2.1587033144922905
3313,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,69,5.37,1.851599469584072,2.3173260452512934
3314,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,70,3.8,1.5686159179138452,1.9493588689617927
3315,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,71,5.91,1.9329696377795786,2.4310491562286436
3316,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,72,3.49,1.501852701754163,1.8681541692269406
3317,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,73,4.75,1.749199854809259,2.179449471770337
3318,Daniel_20,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,74,3.96,1.601405740736836,1.98997487421324
