ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,spine_length,spine_length_log,spine_length_sqr
1110,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.62,1.890095369948917,2.3706539182259396
1111,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,5.03,1.7967470107390942,2.2427661492005804
1112,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.26,1.8341801851120072,2.293468988235943
1113,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,6.2,1.9740810260220096,2.4899799195977463
1114,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,6,1.9459101490553132,2.449489742783178
1115,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,6.55,2.0215475632609334,2.5592967784139455
1116,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,6.54,2.020222182019865,2.5573423705088842
1117,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.03,1.9501867058225735,2.455605831561735
1118,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,5.59,1.8855533485144158,2.364318083507378
1119,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,5.13,1.81319474994812,2.264950330581225
1120,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,5.05,1.80005827204275,2.247220505424423
1121,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,4.81,1.7595805708638197,2.1931712199461306
1122,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,6.45,2.0082140323914683,2.539685019840059
1123,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,6.3,1.9878743481543455,2.5099800796022267
1124,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,4.01,1.6114359150967734,2.0024984394500787
1125,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4.66,1.7334238922150915,2.1587033144922905
1126,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,7.02,2.081938421878423,2.649528259898354
1127,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,6.04,1.951608170169951,2.4576411454889016
1128,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.24,1.979621206397625,2.4979991993593593
1129,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.99,2.0781907597781832,2.6438608132804573
1130,Expedition_106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.28,1.9851308622085946,2.5059928172283334
1131,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.28,1.8373699804801074,2.2978250586152114
1132,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,4.1,1.62924053973028,2.0248456731316584
1133,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,6.65,2.0347056478384444,2.5787593916455256
1134,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,4.35,1.6770965609079151,2.085665361461421
1135,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6,1.9459101490553132,2.449489742783178
1136,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,5.88,1.9286186519452522,2.4248711305964283
1137,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,3.99,1.6074359097634274,1.997498435543818
1138,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,4.71,1.742219023667919,2.1702534414210706
1139,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,4.49,1.7029282555214393,2.118962010041709
1140,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.17,1.8196988379172965,2.2737634001804143
1141,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,5.25,1.8325814637483102,2.29128784747792
1142,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,3.94,1.597365331199831,1.9849433241279208
1143,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,5.22,1.827769906751088,2.2847319317591723
1144,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,4.48,1.7011051009599243,2.1166010488516727
1145,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,3.6,1.5260563034950492,1.8973665961010275
1146,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,2,1.0986122886681098,1.4142135623730951
1147,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,5.24,1.8309801823813363,2.2891046284519194
1148,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,5.64,1.8931119634883424,2.3748684174075834
1149,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,5.28,1.8373699804801074,2.2978250586152114
1150,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,4.49,1.7029282555214393,2.118962010041709
1151,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,2.72,1.3137236682850553,1.6492422502470643
1152,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,5.04,1.7984040119467235,2.244994432064365
1153,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,4.69,1.7387102481382397,2.1656407827707715
1154,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,3.84,1.5769147207285403,1.9595917942265424
1155,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4.63,1.728109442151599,2.151743479135001
1156,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,3.72,1.551808799597464,1.9287301521985911
1157,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,4.11,1.631199404215613,2.0273134932713295
1158,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,5.82,1.9198594718553708,2.4124676163629637
1159,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,4.02,1.6134299337036377,2.004993765576342
1160,Expedition_107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,4.82,1.7613002617433464,2.195449840010015
1161,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,4.08,1.6253112615903906,2.0199009876724157
1162,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,3.88,1.5851452198650557,1.969771560359221
1163,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,4.68,1.7369512327330598,2.1633307652783933
1164,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,5.24,1.8309801823813363,2.2891046284519194
1165,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.07,1.803358605071407,2.2516660498395407
1166,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,6.15,1.9671123567059163,2.479919353527449
1167,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,2.76,1.324418957401803,1.6613247725836149
1168,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,5.08,1.8050046959780757,2.253885533916929
1169,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.28,1.8373699804801074,2.2978250586152114
1170,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.9,1.9315214116032138,2.4289915602982237
1171,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.35,1.9947003132247452,2.5199206336708304
1172,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.01,1.7934247485471162,2.238302928559939
1173,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,4.07,1.623340817603092,2.0174241001832014
1174,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,3.94,1.597365331199831,1.9849433241279208
1175,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,5.82,1.9198594718553708,2.4124676163629637
1176,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,3.97,1.6034198401085376,1.9924858845171276
1177,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,5.25,1.8325814637483102,2.29128784747792
1178,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,3.84,1.5769147207285403,1.9595917942265424
1179,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,3.95,1.599387576580599,1.9874606914351791
1180,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,3.01,1.3887912413184778,1.7349351572897471
1181,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,3.37,1.4747630091074988,1.835755975068582
1182,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,3.27,1.451613827240533,1.8083141320025125
1183,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,3.13,1.4182774069729414,1.7691806012954132
1184,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,2.63,1.2892326482767593,1.6217274740226855
1185,Expedition_108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4.25,1.6582280766035324,2.0615528128088303
1186,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,6.06,1.9544450515051506,2.4617067250182343
1187,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,5.16,1.8180767775454285,2.2715633383201093
1188,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.74,1.9080599249242156,2.3958297101421877
1189,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.06,1.9544450515051506,2.4617067250182343
1190,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6.51,2.0162354657760435,2.5514701644346145
1191,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,3.95,1.599387576580599,1.9874606914351791
1192,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,5.41,1.8578592709325787,2.3259406699226015
1193,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,3.91,1.5912739418064292,1.977371993328519
1194,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,3.3,1.4586150226995167,1.816590212458495
1195,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.92,1.9344157696295783,2.4331050121192876
1196,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,3.36,1.4724720573609429,1.833030277982336
1197,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,3.96,1.601405740736836,1.98997487421324
1198,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,3.73,1.5539252025038417,1.9313207915827966
1199,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,3.35,1.4701758451005926,1.8303005217723127
1200,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,5.59,1.8855533485144158,2.364318083507378
1201,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,4.25,1.6582280766035324,2.0615528128088303
1202,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,3.6,1.5260563034950492,1.8973665961010275
1203,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,4.01,1.6114359150967734,2.0024984394500787
1204,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,4.27,1.6620303625532709,2.0663978319771825
1205,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,3.33,1.4655675420143985,1.8248287590894658
1206,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,5.67,1.8976198599275322,2.3811761799581315
1207,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,5.53,1.8764069432883397,2.3515952032609695
1208,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,3.79,1.5665304114228238,1.9467922333931784
1209,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,4.09,1.6272778305624314,2.0223748416156684
1210,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,2.98,1.3812818192963463,1.7262676501632068
1211,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,5.25,1.8325814637483102,2.29128784747792
1212,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,4.5,1.7047480922384253,2.1213203435596424
1213,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,2.88,1.355835153635182,1.697056274847714
1214,Expedition_110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,0,0,0
1215,Expedition_110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,0,0,0
1216,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,2.66,1.297463147413275,1.6309506430300091
1217,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,2.35,1.208960345836975,1.5329709716755893
1218,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,3.09,1.4085449700547104,1.7578395831246945
1219,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,4.17,1.6428726885203377,2.0420577856662137
1220,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,1.34,0.85015092936961,1.1575836902790226
1221,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,3.39,1.4793292270870801,1.841195263952197
1222,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,3.92,1.5933085305042167,1.9798989873223332
1223,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,4.58,1.7191887763932197,2.1400934559032696
1224,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,2.73,1.3164082336557241,1.6522711641858305
1225,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,2.58,1.275362800412609,1.606237840420901
1226,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,5,1.791759469228055,2.23606797749979
1227,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,4.72,1.7439688053917064,2.172556098240043
1228,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,3.17,1.4279160358107101,1.7804493814764855
1229,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,4.27,1.6620303625532709,2.0663978319771825
1230,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,4.16,1.6409365794934714,2.039607805437114
1231,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,3.74,1.556037135706985,1.9339079605813716
1232,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,4.65,1.7316555451583497,2.1563858652847827
1233,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,4.89,1.7732559976634952,2.211334438749598
1234,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,4.32,1.6714733033535532,2.078460969082653
1235,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,5.23,1.8293763327993617,2.2869193252058544
1236,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,4.57,1.7173950539391927,2.137755832643195
1237,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,5.02,1.7950872593207297,2.240535650240808
1238,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,4.75,1.749199854809259,2.179449471770337
1239,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,2.8,1.33500106673234,1.6733200530681511
1240,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,3.84,1.5769147207285403,1.9595917942265424
1241,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,4.29,1.665818245870208,2.071231517720798
1242,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,4.02,1.6134299337036377,2.004993765576342
1243,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,3.8,1.5686159179138452,1.9493588689617927
1244,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,4.35,1.6770965609079151,2.085665361461421
1245,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,4.4,1.6863989535702288,2.0976176963403033
1246,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,3.91,1.5912739418064292,1.977371993328519
1247,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,4.05,1.6193882432872684,2.0124611797498106
1248,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,3.34,1.4678743481123135,1.8275666882497066
1249,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,4.78,1.7544036826842861,2.186321110907545
1250,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,3.5,1.5040773967762742,1.8708286933869707
1251,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,4.6,1.7227665977411035,2.1447610589527217
1252,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,4.29,1.665818245870208,2.071231517720798
1253,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,4.93,1.780024213009634,2.2203603311174516
1254,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,3.39,1.4793292270870801,1.841195263952197
1255,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,5.02,1.7950872593207297,2.240535650240808
1256,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,5.49,1.8702625307159986,2.3430749027719964
1257,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,4.97,1.7867469274045107,2.2293496809607953
1258,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,5.25,1.8325814637483102,2.29128784747792
1259,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,4.42,1.6900958154515549,2.1023796041628637
1260,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,4.98,1.7884205679625405,2.23159136044214
1261,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,4.32,1.6714733033535532,2.078460969082653
1762,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,6.12,1.9629077254238845,2.4738633753705965
1763,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.14,2.096790180014449,2.6720778431774774
1764,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.84,1.922787731634459,2.4166091947189146
1765,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.33,1.9919755158985601,2.515949125081825
1766,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6.67,2.0373166153791646,2.582634314028992
1767,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,5.76,1.9110228900548727,2.4
1768,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.7,2.0412203288596382,2.588435821108957
1769,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.54,2.020222182019865,2.5573423705088842
1770,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,4.87,1.7698546338400052,2.2068076490713913
1771,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,6.67,2.0373166153791646,2.582634314028992
1772,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.44,2.0068708488450007,2.5377155080899043
1773,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.73,1.9065751436566365,2.3937418407171647
1774,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,5.55,1.8794650496471605,2.355843797877949
1775,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,6.53,2.018895041811802,2.5553864678361276
1776,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,6.19,1.9726911717329554,2.487971060924946
1777,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,6.5,2.0149030205422647,2.5495097567963922
1778,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.19,1.9726911717329554,2.487971060924946
1779,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,7.46,2.135349173618132,2.7313000567495327
1780,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,6.26,1.9823798288367047,2.5019992006393608
1781,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,6.28,1.9851308622085946,2.5059928172283334
1782,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,7.41,2.1294214739848565,2.72213151776324
1783,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,6.82,2.05668455455722,2.6115129714401193
1784,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,6.26,1.9823798288367047,2.5019992006393608
1785,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,5.81,1.918392120161421,2.41039415863879
1786,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6,1.9459101490553132,2.449489742783178
1787,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,6.3,1.9878743481543455,2.5099800796022267
1788,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,5.27,1.8357763546448294,2.295648056649799
1789,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.71,2.0425181875752383,2.5903667693977237
1790,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.8,2.0541237336955462,2.6076809620810595
1791,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.49,2.0135687975291283,2.5475478405713994
1792,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,6.6,2.028148247292285,2.569046515733026
1793,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,5.14,1.814824742159051,2.2671568097509267
1794,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,6.94,2.0719132752590443,2.6343879744638983
1795,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,7.54,2.1447610078004784,2.745906043549196
1796,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,6.49,2.0135687975291283,2.5475478405713994
1797,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,6.75,2.0476928433652555,2.598076211353316
1798,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,6.31,1.9892432737616872,2.511971337416094
1799,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,6.1,1.9600947840472698,2.4698178070456938
1800,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,5.53,1.8764069432883397,2.3515952032609695
1801,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.04,1.951608170169951,2.4576411454889016
1802,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,5.8,1.916922612182061,2.4083189157584592
1803,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,6.35,1.9947003132247452,2.5199206336708304
1804,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,7.08,2.089391872533004,2.6608269391300143
1805,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,6.89,2.065596134857783,2.6248809496813372
1806,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,5.2,1.824549292051046,2.280350850198276
1807,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,7.03,2.0831845279586703,2.6514147167125706
1808,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,7.77,2.1713368063840917,2.787471972953271
1809,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,5.56,1.8809906029559975,2.3579652245103193
1810,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.97,2.075684492802124,2.640075756488817
1811,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,6.64,2.033397603178429,2.5768197453450252
1812,Daniel_1,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,6.73,2.0451088625993306,2.5942243542145698
