ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,spine_length,spine_length_log,spine_length_sqr
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,NA,NA,NA
MOBot_5035926,Herbarium,1993,South America,mainland,NA,Colombia,NA,NA,Palmira,123,NA,NA,NA
MOBot_5035926,Herbarium,1993,South America,mainland,NA,Colombia,NA,NA,Palmira,123,NA,NA,NA
MOBot_5035926,Herbarium,1993,South America,mainland,NA,Colombia,NA,NA,Palmira,123,NA,NA,NA
MOBot_5035926,Herbarium,1993,South America,mainland,NA,Colombia,NA,NA,Palmira,123,NA,NA,NA
MOBot_5035926,Herbarium,1993,South America,mainland,NA,Colombia,NA,NA,Palmira,123,NA,NA,NA
MOBot_2916321,Herbarium,1973,South America,mainland,NA,Venezuela,NA,NA,"Maracay, Aragua",124,NA,NA,NA
MOBot_2916321,Herbarium,1973,South America,mainland,NA,Venezuela,NA,NA,"Maracay, Aragua",124,NA,NA,NA
MOBot_2916321,Herbarium,1973,South America,mainland,NA,Venezuela,NA,NA,"Maracay, Aragua",124,NA,NA,NA
MOBot_2916321,Herbarium,1973,South America,mainland,NA,Venezuela,NA,NA,"Maracay, Aragua",124,NA,NA,NA
MOBot_2916321,Herbarium,1973,South America,mainland,NA,Venezuela,NA,NA,"Maracay, Aragua",124,NA,NA,NA
MOBot_3335114,Herbarium,1982,South America,mainland,NA,Venezuela,NA,NA,"Quibor, Lara",125,NA,NA,NA
MOBot_3335114,Herbarium,1982,South America,mainland,NA,Venezuela,NA,NA,"Quibor, Lara",125,NA,NA,NA
MOBot_3335114,Herbarium,1982,South America,mainland,NA,Venezuela,NA,NA,"Quibor, Lara",125,NA,NA,NA
MOBot_3335114,Herbarium,1982,South America,mainland,NA,Venezuela,NA,NA,"Quibor, Lara",125,NA,NA,NA
MOBot_3335114,Herbarium,1982,South America,mainland,NA,Venezuela,NA,NA,"Quibor, Lara",125,NA,NA,NA
MOBot_3335112,Herbarium,1975,South America,mainland,NA,Venezuela,NA,NA,Distrito Federal,126,NA,NA,NA
MOBot_3335112,Herbarium,1975,South America,mainland,NA,Venezuela,NA,NA,Distrito Federal,126,NA,NA,NA
MOBot_3335112,Herbarium,1975,South America,mainland,NA,Venezuela,NA,NA,Distrito Federal,126,NA,NA,NA
MOBot_3335112,Herbarium,1975,South America,mainland,NA,Venezuela,NA,NA,Distrito Federal,126,NA,NA,NA
MOBot_3335112,Herbarium,1975,South America,mainland,NA,Venezuela,NA,NA,Distrito Federal,126,NA,NA,NA
MOBot_2926391,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Peninsula de Araya, Sucre",127,NA,NA,NA
MOBot_2926391,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Peninsula de Araya, Sucre",127,NA,NA,NA
MOBot_2926391,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Peninsula de Araya, Sucre",127,NA,NA,NA
MOBot_2926391,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Peninsula de Araya, Sucre",127,NA,NA,NA
MOBot_2926391,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Peninsula de Araya, Sucre",127,NA,NA,NA
MOBot_2777229,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,Estado Tachira,128,NA,NA,NA
MOBot_2777229,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,Estado Tachira,128,NA,NA,NA
MOBot_2777229,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,Estado Tachira,128,NA,NA,NA
MOBot_2777229,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,Estado Tachira,128,NA,NA,NA
MOBot_2777229,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,Estado Tachira,128,NA,NA,NA
MOBot_2168414,Herbarium,1966,South America,island,other,Colombia,NA,NA,Isla de Salamanca,129,NA,NA,NA
MOBot_2168414,Herbarium,1966,South America,island,other,Colombia,NA,NA,Isla de Salamanca,129,NA,NA,NA
MOBot_2168414,Herbarium,1966,South America,island,other,Colombia,NA,NA,Isla de Salamanca,129,NA,NA,NA
MOBot_2168414,Herbarium,1966,South America,island,other,Colombia,NA,NA,Isla de Salamanca,129,NA,NA,NA
MOBot_2168414,Herbarium,1966,South America,island,other,Colombia,NA,NA,Isla de Salamanca,129,NA,NA,NA
MOBot_2918132,Herbarium,1981,South America,mainland,NA,Peru,NA,NA,"Chilete-Magdalena, Cajamarca",130,NA,NA,NA
MOBot_2918132,Herbarium,1981,South America,mainland,NA,Peru,NA,NA,"Chilete-Magdalena, Cajamarca",130,NA,NA,NA
MOBot_2918132,Herbarium,1981,South America,mainland,NA,Peru,NA,NA,"Chilete-Magdalena, Cajamarca",130,NA,NA,NA
MOBot_2918132,Herbarium,1981,South America,mainland,NA,Peru,NA,NA,"Chilete-Magdalena, Cajamarca",130,NA,NA,NA
MOBot_1974312,Herbarium,1963,South America,mainland,NA,Colombia,NA,NA,"Dept Atlántico, Sabanilla",131,NA,NA,NA
MOBot_1974312,Herbarium,1963,South America,mainland,NA,Colombia,NA,NA,"Dept Atlántico, Sabanilla",131,NA,NA,NA
MOBot_1974312,Herbarium,1963,South America,mainland,NA,Colombia,NA,NA,"Dept Atlántico, Sabanilla",131,NA,NA,NA
MOBot_1974312,Herbarium,1963,South America,mainland,NA,Colombia,NA,NA,"Dept Atlántico, Sabanilla",131,NA,NA,NA
MOBot_1974312,Herbarium,1963,South America,mainland,NA,Colombia,NA,NA,"Dept Atlántico, Sabanilla",131,NA,NA,NA
MOBot_2473269,Herbarium,1963,South America,mainland,NA,Venezuela,NA,NA,36km SW of Mérida,132,NA,NA,NA
MOBot_2473269,Herbarium,1963,South America,mainland,NA,Venezuela,NA,NA,36km SW of Mérida,132,NA,NA,NA
MOBot_2473269,Herbarium,1963,South America,mainland,NA,Venezuela,NA,NA,36km SW of Mérida,132,NA,NA,NA
MOBot_2473269,Herbarium,1963,South America,mainland,NA,Venezuela,NA,NA,36km SW of Mérida,132,NA,NA,NA
MOBot_2473269,Herbarium,1963,South America,mainland,NA,Venezuela,NA,NA,36km SW of Mérida,132,NA,NA,NA
MOBot_3761078,Herbarium,1989,South America,mainland,NA,Venezuela,NA,NA,"Mun. Vargas, Distrito Federal",133,NA,NA,NA
MOBot_3761078,Herbarium,1989,South America,mainland,NA,Venezuela,NA,NA,"Mun. Vargas, Distrito Federal",133,NA,NA,NA
MOBot_3761078,Herbarium,1989,South America,mainland,NA,Venezuela,NA,NA,"Mun. Vargas, Distrito Federal",133,NA,NA,NA
MOBot_3655817,Herbarium,1984,South America,mainland,NA,Venezuela,NA,NA,"Dtt Federal, Dpto Vargas",134,NA,NA,NA
MOBot_3655817,Herbarium,1984,South America,mainland,NA,Venezuela,NA,NA,"Dtt Federal, Dpto Vargas",134,NA,NA,NA
MOBot_3655817,Herbarium,1984,South America,mainland,NA,Venezuela,NA,NA,"Dtt Federal, Dpto Vargas",134,NA,NA,NA
MOBot_3903343,Herbarium,1980,South America,mainland,NA,Venezuela,NA,NA,Cerro Chichiriviche,135,NA,NA,NA
MOBot_3903343,Herbarium,1980,South America,mainland,NA,Venezuela,NA,NA,Cerro Chichiriviche,135,NA,NA,NA
MOBot_3903343,Herbarium,1980,South America,mainland,NA,Venezuela,NA,NA,Cerro Chichiriviche,135,NA,NA,NA
MOBot_3903343,Herbarium,1980,South America,mainland,NA,Venezuela,NA,NA,Cerro Chichiriviche,135,NA,NA,NA
MOBot_3903343,Herbarium,1980,South America,mainland,NA,Venezuela,NA,NA,Cerro Chichiriviche,135,NA,NA,NA
MOBot_3655802,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Dto Federal, Los Chaguaramos",136,NA,NA,NA
MOBot_3655802,Herbarium,1981,South America,mainland,NA,Venezuela,NA,NA,"Dto Federal, Los Chaguaramos",136,NA,NA,NA
MOBot_5695338,Herbarium,1984,South America,mainland,NA,Venezuela,NA,NA,"Dto Federo, Dpto Vargas",137,NA,NA,NA
MOBot_5695338,Herbarium,1984,South America,mainland,NA,Venezuela,NA,NA,"Dto Federo, Dpto Vargas",137,NA,NA,NA
MOBot_2920135,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,"Dto. Mara, Lago de Maracaibo",138,NA,NA,NA
MOBot_2920135,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,"Dto. Mara, Lago de Maracaibo",138,NA,NA,NA
MOBot_2920135,Herbarium,1979,South America,mainland,NA,Venezuela,NA,NA,"Dto. Mara, Lago de Maracaibo",138,NA,NA,NA
MOBot_2014235,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,Puerto Villamil,138,NA,NA,NA
MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Academy Bay,138,NA,NA,NA
MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Academy Bay,138,NA,NA,NA
MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Academy Bay,138,NA,NA,NA
MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Academy Bay,138,NA,NA,NA
MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,Academy Bay,138,NA,NA,NA
MOBot_2809643,Herbarium,1975,North_Central America,mainland,NA,USA,NA,NA,"Munro Co., Big Coppett Key, Monroe Co",139,NA,NA,NA
MOBot_2809643,Herbarium,1975,North_Central America,mainland,NA,USA,NA,NA,"Munro Co., Big Coppett Key, Monroe Co",139,NA,NA,NA
MOBot_2809643,Herbarium,1975,North_Central America,mainland,NA,USA,NA,NA,"Munro Co., Big Coppett Key, Monroe Co",139,NA,NA,NA
MOBot_2809643,Herbarium,1975,North_Central America,mainland,NA,USA,NA,NA,"Munro Co., Big Coppett Key, Monroe Co",139,NA,NA,NA
MOBot_2809643,Herbarium,1975,North_Central America,mainland,NA,USA,NA,NA,"Munro Co., Big Coppett Key, Monroe Co",139,NA,NA,NA
MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,Florida,140,NA,NA,NA
MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,Florida,140,NA,NA,NA
MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,Florida,140,NA,NA,NA
MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,Florida,140,NA,NA,NA
MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,Florida,140,NA,NA,NA
MOBot_1974094,Herbarium,1968,North_Central America,mainland,NA,USA,NA,NA,"Key Biscayne, Dade Co, Florida",141,NA,NA,NA
MOBot_1974094,Herbarium,1968,North_Central America,mainland,NA,USA,NA,NA,"Key Biscayne, Dade Co, Florida",141,NA,NA,NA
MOBot_1974094,Herbarium,1968,North_Central America,mainland,NA,USA,NA,NA,"Key Biscayne, Dade Co, Florida",141,NA,NA,NA
MOBot_1974094,Herbarium,1968,North_Central America,mainland,NA,USA,NA,NA,"Key Biscayne, Dade Co, Florida",141,NA,NA,NA
MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,USA,NA,NA,"Palmetto Park, Palm Beach, Florida",142,NA,NA,NA
MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,USA,NA,NA,"Palmetto Park, Palm Beach, Florida",142,NA,NA,NA
MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,USA,NA,NA,"Palmetto Park, Palm Beach, Florida",142,NA,NA,NA
MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,USA,NA,NA,"Palmetto Park, Palm Beach, Florida",142,NA,NA,NA
MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,USA,NA,NA,"Palmetto Park, Palm Beach, Florida",142,NA,NA,NA
MOBot_1895319,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Key West, Florida",143,NA,NA,NA
MOBot_1895319,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Key West, Florida",143,NA,NA,NA
MOBot_1895319,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Key West, Florida",143,NA,NA,NA
MOBot_1895319,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Key West, Florida",143,NA,NA,NA
MOBot_1895319,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Key West, Florida",143,NA,NA,NA
MOBot_2574392,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Dar es Salaam, Ras Chokir",144,NA,NA,NA
MOBot_2574392,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Dar es Salaam, Ras Chokir",144,NA,NA,NA
MOBot_2574392,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Dar es Salaam, Ras Chokir",144,NA,NA,NA
MOBot_2574392,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Dar es Salaam, Ras Chokir",144,NA,NA,NA
MOBot_2574392,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Dar es Salaam, Ras Chokir",144,NA,NA,NA
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,NA,NA,NA
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,NA,NA,NA
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,NA,NA,NA
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,NA,NA,NA
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,NA,NA,NA
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,NA,NA,NA
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,NA,NA,NA
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,0,0,0
MOBot_2265147,Herbarium,1970,Africa,mainland,NA,Sudan,NA,NA,SE Extreme Ilemi Triangle,147,NA,NA,NA
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,NA,NA,NA
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,NA,NA,NA
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,NA,NA,NA
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,NA,NA,NA
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,NA,NA,NA
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,NA,NA,NA
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,NA,NA,NA
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,NA,NA,NA
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,NA,NA,NA
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,NA,NA,NA
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,NA,NA,NA
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,NA,NA,NA
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,NA,NA,NA
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,NA,NA,NA
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,NA,NA,NA
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,NA,NA,NA
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,NA,NA,NA
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,NA,NA,NA
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,NA,NA,NA
HUH_10180,Herbarium,1922,South America,mainland,NA,Venezuela,NA,NA,Playa de Cabo Blanco,152,NA,NA,NA
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,0,0,0
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,0,0,0
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,NA,NA,NA
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,NA,NA,NA
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,NA,NA,NA
HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,NA,154,NA,NA,NA
HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,NA,154,NA,NA,NA
HUH_291,Herbarium,1930,South America,island,Galapagos,Galapagos,Daphne Mayor,1,NA,155,NA,NA,NA
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,NA,NA,NA
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,NA,NA,NA
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,NA,NA,NA
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,NA,NA,NA
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,NA,NA,NA
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,NA,NA,NA
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,NA,NA,NA
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,NA,NA,NA
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,NA,NA,NA
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,NA,NA,NA
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,NA,NA,NA
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,NA,NA,NA
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,NA,NA,NA
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,NA,NA,NA
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,NA,NA,NA
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,NA,NA,NA
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,NA,NA,NA
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,NA,NA,NA
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,NA,NA,NA
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,NA,NA,NA
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,NA,NA,NA
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,NA,NA,NA
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,NA,NA,NA
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,NA,NA,NA
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,NA,NA,NA
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,NA,NA,NA
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,0,0,0
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,0,0,0
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,NA,NA,NA
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,NA,NA,NA
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,NA,NA,NA
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,NA,NA,NA
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,NA,NA,NA
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,NA,NA,NA
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,NA,NA,NA
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,NA,NA,NA
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,NA,NA,NA
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,NA,NA,NA
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,NA,NA,NA
