ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,tip_distance,tip_distance_log,tip_distance_sqr
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,8.85,2.2874714551839976,2.9748949561287032
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,7.06,2.0869135565185366,2.6570660511172846
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,3.94,1.597365331199831,1.9849433241279208
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,11.63,2.5360749363624,3.410278580995987
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,9.77,2.3767644911682972,3.1256999216175565
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,10.45,2.4379897300002487,3.2326459750489227
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,11.57,2.531313022602156,3.4014702703389896
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,11.75,2.5455312716044354,3.427827300200522
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,10.86,2.4731713935695794,3.295451410656816
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,70,7.63,2.1552445050953364,2.7622454633866265
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,12.84,2.6275629501895237,3.5832945734337835
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,12.33,2.5900171341906173,3.5114099732158874
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,8.2,2.2192034840549946,2.8635642126552705
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,11.01,2.485739636091892,3.3181320046074116
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,10.26,2.421256622711544,3.2031234756093934
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,3.77,1.5623463049002497,1.9416487838947598
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,9.92,2.390595970316759,3.1496031496047245
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,10.62,2.4527277514237653,3.2588341473600644
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,11.81,2.550226115908643,3.4365680554879168
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,11.86,2.554121718809473,3.443835071544513
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,5.4,1.8562979903656263,2.32379000772445
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,7.79,2.1736147116970854,2.7910571473905725
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,71,11.81,2.550226115908643,3.4365680554879168
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,10.25,2.4203681286504293,3.2015621187164243
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,10.33,2.427454075039915,3.2140317359976396
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,7.44,2.132982308607866,2.727636339397171
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,10.97,2.482403519569882,3.312099032335839
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,10.2,2.4159137783010487,3.1937438845342623
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,11.46,2.522523513359307,3.3852621759621515
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,7.06,2.0869135565185366,2.6570660511172846
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,11.36,2.514465452029545,3.370459909270543
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,11.58,2.5321082512722946,3.402939905434711
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,72,9.01,2.303584593327129,3.0016662039607267
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,8.76,2.278292400425001,2.9597297173897483
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,9.67,2.367436065313662,3.1096623610932426
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,5.42,1.8594181177018698,2.328089345364563
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,9.18,2.3204250111223765,3.0298514815086235
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,7.25,2.1102132003465894,2.692582403567252
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,9.98,2.3960754360813845,3.159113799786263
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,8.37,2.2375130962503307,2.8930952282978866
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,5.06,1.801709800081223,2.2494443758403984
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,8.87,2.28949985344539,2.9782545223670858
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,7.7,2.163323025660538,2.7748873851023217
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,7.94,2.190535589185423,2.817800560721074
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,9.08,2.3105532626432224,3.0133038346638727
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,8.99,2.301584592660462,2.99833287011299
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,5.28,1.8373699804801074,2.2978250586152114
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,73,5.9,1.9315214116032138,2.4289915602982237
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,9.96,2.3942522815198695,3.1559467676119
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,10.81,2.468946630209271,3.2878564445547194
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,8.48,2.2491843162669305,2.9120439557122073
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,7.98,2.194999882314108,2.824889378365107
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,10.37,2.4309783077624445,3.2202484376209237
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,5.94,1.937301774518713,2.4372115213907883
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,5.63,1.891604804197771,2.3727621035409343
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,8.81,2.2834022735772717,2.968164415931166
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,10.87,2.4740142086215764,3.2969683043669074
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,7.92,2.188295946591918,2.814249455894058
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,9.48,2.349468678892896,3.0789608636681307
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,10.02,2.3997118037247684,3.1654383582688825
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,9.43,2.344686269012681,3.0708305065568173
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,7.57,2.1482677326096886,2.751363298439521
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,74,10.06,2.403334996094189,3.1717503054307414
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,7.23,2.1077860146889784,2.6888659319497505
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.7,2.272125885509337,2.949576240750525
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,10.3,2.424802725718295,3.2093613071762426
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,9.89,2.387844936944869,3.144837038703278
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.52,2.253394848803274,2.9189039038652846
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.93,2.295560478057081,2.988310559496787
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,10.45,2.4379897300002487,3.2326459750489227
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.32,2.2321626286975,2.8844410203711917
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,7.28,2.1138429683971687,2.6981475126464085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.9,2.2925347571405443,2.9832867780352594
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,8.28,2.2278615467981093,2.8774989139876315
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,9.24,2.3263016196113617,3.0397368307141326
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,75,9.34,2.336019869080283,3.056141357987225
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,10.18,2.414126467726953,3.1906112267087634
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,10.16,2.412335956953165,3.1874754901018454
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,9.95,2.3933394562625097,3.1543620591175006
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,9.72,2.372111155642656,3.117691453623979
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,11.64,2.5368663887187113,3.411744421846396
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,11.12,2.4948569806411682,3.334666400106613
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,11.78,2.5478814489493886,3.4322004603461025
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,10.92,2.4782176616372036,3.304542328371661
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,10.29,2.4239173781615704,3.207802986469088
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,76,10.96,2.481567748522486,3.3105890714493698
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,9.9,2.388762789235098,3.146426544510455
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.16,2.412335956953165,3.1874754901018454
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.87,2.4740142086215764,3.2969683043669074
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.7,2.4595888418037104,3.271085446759225
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,8.65,2.2669579153508947,2.9410882339705484
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,11.59,2.532902848056256,3.40440890610984
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.54,2.4458192610799534,3.246536616149585
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.97,2.482403519569882,3.312099032335839
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,7.46,2.135349173618132,2.7313000567495327
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,7.28,2.1138429683971687,2.6981475126464085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,8.94,2.2965670206684825,2.9899832775452104
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,7.27,2.1126345090356,2.6962937525425525
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,10.57,2.448415541205585,3.2511536414017717
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,11.45,2.5217206229107165,3.383784863137726
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Playa Roja,77,6.36,1.9960599327407849,2.5219040425836985
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,11.17,2.498973906999436,3.3421549934136805
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,11.13,2.495681722955959,3.3361654635224554
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,11.31,2.510411940196362,3.3630343441600474
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,8.91,2.2935443483418965,2.98496231131986
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,10.81,2.468946630209271,3.2878564445547194
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,9.94,2.392425796993835,3.152776554086889
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,11.64,2.5368663887187113,3.411744421846396
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,10.91,2.477378383367209,3.303028912982749
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,78,9.05,2.307572634505085,3.0083217912982647
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,9.76,2.3758355547336385,3.1240998703626617
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,11.01,2.485739636091892,3.3181320046074116
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,11.81,2.550226115908643,3.4365680554879168
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,7.97,2.1938856760707046,2.8231188426986207
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,7.2,2.1041341542702074,2.6832815729997477
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,6.51,2.0162354657760435,2.5514701644346145
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,8.58,2.259677591982769,2.929163703175362
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,5.19,1.8229350866965048,2.2781571499789037
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,9.58,2.3589654264301534,3.095157508108432
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,9.82,2.3813962734183356,3.1336879231984796
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,4.08,1.6253112615903906,2.0199009876724157
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,79,3.75,1.55814461804655,1.9364916731037085
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,6.1,1.9600947840472698,2.4698178070456938
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,7.98,2.194999882314108,2.824889378365107
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9,2.302585092994046,3
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,8.52,2.253394848803274,2.9189039038652846
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.57,2.3580197998821464,3.093541659651604
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,8.97,2.299580583973747,2.9949958263743874
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,7.75,2.169053700369523,2.7838821814150108
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.63,2.453587966530573,3.2603680773802215
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.6,2.451005098112319,3.255764119219941
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,8.54,2.255493485460195,2.9223278392404914
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,2.17,1.1537315878891892,1.4730919862656235
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.13,2.315501318260592,3.0215889859476257
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.08,2.405141681319138,3.1749015732775088
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.25,2.327277705584417,3.0413812651491097
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.49,2.4414770918606643,3.2388269481403293
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.26,2.3282528397426234,3.043024810940588
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,8.92,2.2945529212967815,2.986636904613616
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.33,2.427454075039915,3.2140317359976396
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,6.63,2.0320878452963655,2.5748786379167465
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,7.46,2.135349173618132,2.7313000567495327
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.09,2.4060438013622756,3.176476034853718
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.01,2.3988039507345884,3.163858403911275
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.27,2.329227023940467,3.0446674695276656
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,6.41,2.0028304393079956,2.5317977802344327
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,10.78,2.4664031782234406,3.283291031876401
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,80,9.06,2.3085671646715933,3.0099833886584824
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.11,2.3135250330323798,3.018277654557314
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,12.28,2.5862591440482876,3.504283093587046
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,7.53,2.143589361503588,2.7440845468024486
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,8.54,2.255493485460195,2.9223278392404914
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.33,2.3350522831315472,3.054504869860253
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,10,2.3978952727983707,3.1622776601683795
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,11.74,2.5447466501440172,3.4263683398023628
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.83,2.382320061012899,3.1352830813181765
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.68,2.3683728335320486,3.111269837220809
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,10.5,2.4423470353692043,3.24037034920393
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,6.02,1.9487632180377197,2.453568829277059
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,10.56,2.4475508632442313,3.249615361854384
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,5.4,1.8562979903656263,2.32379000772445
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,7.88,2.1838015570040787,2.80713376952364
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,7.42,2.130609828254235,2.723967694375247
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.31,2.333114298028869,3.0512292604784714
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,7.8,2.174751721484161,2.792848008753788
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,8.56,2.25758772706331,2.925747767665559
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,8.24,2.2235418856535927,2.870540018881465
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,9.25,2.327277705584417,3.0413812651491097
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,8.76,2.278292400425001,2.9597297173897483
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,10.08,2.405141681319138,3.1749015732775088
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,3.95,1.599387576580599,1.9874606914351791
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,81,10.9,2.4765384001174837,3.3015148038438356
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,7.95,2.191653532286764,2.819574435974337
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,4.9,1.7749523509116738,2.2135943621178655
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,5.45,1.864080130807681,2.3345235059857505
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,6.16,1.9685099809725544,2.4819347291981715
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,9.79,2.378619779270043,3.128897569432403
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,11.66,2.5384474167160302,3.4146742157927745
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,7.78,2.1724764076470255,2.7892651361962706
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,11.41,2.5185025992165158,3.3778691508109073
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Bahia Gardner,82,9.17,2.3194422100604686,3.028200785945344
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.09,1.958685340544036,2.467792535850613
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,0,0,0
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.28,1.9851308622085946,2.5059928172283334
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,5.06,1.801709800081223,2.2494443758403984
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.53,2.018895041811802,2.5553864678361276
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.53,2.018895041811802,2.5553864678361276
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,4.91,1.776645831418007,2.215851980616034
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.45,2.0082140323914683,2.539685019840059
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,4.52,1.7083778602890038,2.1260291625469296
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,6.05,1.9530276168241774,2.4596747752497685
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,4.87,1.7698546338400052,2.2068076490713913
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,5.25,1.8325814637483102,2.29128784747792
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,83,3.21,1.43746264769429,1.7916472867168918
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,6.66,2.0360119837525,2.5806975801127883
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,8.32,2.2321626286975,2.8844410203711917
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,7.73,2.166765369851511,2.7802877548915688
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,6.14,1.965712776351493,2.477902338672773
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,7.77,2.1713368063840917,2.787471972953271
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,7.23,2.1077860146889784,2.6888659319497505
Expedition,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,1,Punta Pitt,84,8.05,2.2027647577118348,2.8372521918222215
