ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,country,location,length_mean,width_mean,depth_mean,tip_distance_mean,Temp_mean,Temp_S_mean,Prec_mean,varP_mean,length_sd,width_sd,depth_sd,tip_distance_sd,Temp_sd,Temp_S_sd,Prec_sd,varP_sd,length_var,width_var,depth_var,tip_distance_var,Temp_var,Temp_S_var,Prec_var,varP_var,length_se,width_se,depth_se,tip_distance_se,Temp_se,Temp_S_se,Prec_se,varP_se
Daniel_8,Daniel,8,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Breeding Center,4.721,3.2053,NA,8.7608,24.03750038,159.3327637,339,86.10949707,0.7150990607368092,0.557576746540625,NA,1.3851468069369675,0,0,0,0,0.5113666666666666,0.3108918282828283,NA,1.9186316767676768,0,0,0,0,0.07150990607368092,0.05575767465406249,NA,0.13851468069369674,0,0,0,0
Daniel_9,Daniel,9,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Crossroad,4.6454,3.2931,NA,NA,24.01666641,158.7212219,334,85.07987976,0.5444493465044209,0.3942585292403804,NA,NA,0,0,0,0,0.2964250909090909,0.15543978787878787,NA,NA,0,0,0,0,0.05444493465044209,0.03942585292403804,NA,NA,0,0,0,0
Expedition_100,Expedition,100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.5104,2.6592,3.798,0.294,23.6875,173.1542206,417,61.40105057,0.37242985916813914,0.3156860254535615,0.3265603568510218,1.0213634677886876,0,0,0,0,0.13870399999999997,0.09965766666666667,0.10664166666666669,1.0431833333333334,0,0,0,0,0.07448597183362783,0.0631372050907123,0.06531207137020437,0.20427269355773753,0,0,0,0
Expedition_101,Expedition,101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,4.28,2.5512,3.7668,0.8008,23.44166756,178.6417694,414,68.58551788,0.5164058481465911,0.2688915518692744,0.25409512654384636,1.4666086730958603,0,0,0,0,0.26667500000000005,0.07230266666666667,0.064564333333333307,2.150941,0,0,0,0,0.10328116962931821,0.05377831037385487,0.05081902530876927,0.29332173461917205,0,0,0,0
Expedition_102,Expedition,102,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.3503448275862064,2.714137931034483,4.530689655172414,7.405172413793103,23.74166679,179.7831268,501,73.1336441,0.7888757043079034,0.36794329183972385,0.5874881824615876,1.937416580120576,0,0,0,0,0.6223248768472907,0.1353822660098522,0.34514236453201974,3.7535830049261087,0,0,0,0,0.1464905406911161,0.06832535400815522,0.10909381671722607,0.35976922703531766,0,0,0,0
Expedition_103,Expedition,103,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.349230769230769,2.670384615384615,4.466538461538462,7.556153846153846,23.74166679,179.7831268,501,73.1336441,0.688133260797198,0.3569703715350143,0.8604554250288265,2.1054369179304837,0,0,0,0,0.47352738461538463,0.12742784615384614,0.7403835384615385,4.432864615384615,0,0,0,0,0.13495403556758254,0.07000764962428864,0.16874919241533692,0.4129101511217765,0,0,0,0
Expedition_104,Expedition,104,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,4.467333333333333,2.4446666666666665,3.9873333333333334,6.4126666666666665,23.74166679,179.7831268,501,73.1336441,0.9615498402257135,0.60554422590246,0.8245905188695318,1.3604488054980066,0,0,0,0,0.9245780952380952,0.3666838095238096,0.6799495238095238,1.850820952380953,0,0,0,0,0.2482711011828394,0.15635084682081932,0.21290835646814862,0.35126637113743686,0,0,0,0
Expedition_105,Expedition,105,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.6259999999999994,2.922,4.667,9.402000000000001,24.44219017,168.9272461,189.1096039,107.4477463,0.9463638013176776,0.5827482780374006,0.6664841416801386,2.8223150465924642,0,0,0,0,0.8956044444444448,0.33959555555555554,0.4442011111111111,7.965462222222223,0,0,0,0,0.29926651072989185,0.18428118611392633,0.21076079120915991,0.8924943821796428,0,0,0,0
Expedition_106,Expedition,106,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.281333333333333,3.487,5.4126666666666665,11.922666666666666,24.44219017,168.9272461,189.1096039,107.4477463,1.0749971397983868,0.6251021985409183,0.6439529503766953,1.4362305389176,0,0,0,0,1.1556188505747125,0.39075275862068964,0.4146754022988506,2.0627581609195396,0,0,0,0,0.19626672757370367,0.1141275249623113,0.11756918563110696,0.2622186213143236,0,0,0,0
Expedition_107,Expedition,107,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,9.190333333333333,4.129666666666667,5.942,10.741666666666667,24.44223976,169.4238281,206.3900909,104.7651215,1.5048553220259697,0.7412314233682391,0.770156276125289,2.2809572753460383,0,0,0,0,2.2645895402298852,0.5494240229885058,0.5931406896551724,5.202766091954023,0,0,0,0,0.2747477352184415,0.1353297236368155,0.14061065507933274,0.41644391747084913,0,0,0,0
Expedition_108,Expedition,108,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.4484,2.7344,4.4876000000000005,8.4736,24.44223976,169.4238281,206.3900909,104.7651215,1.0184902225025694,0.6369201938495382,0.8309947853827564,2.144181817539424,0,0,0,0,1.0373223333333332,0.4056673333333333,0.6905523333333334,4.597515666666666,0,0,0,0,0.20369804450051388,0.12738403876990764,0.16619895707655127,0.4288363635078848,0,0,0,0
Expedition_109,Expedition,109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.2075,2.950357142857143,4.587142857142857,8.842857142857143,24.44223976,169.4238281,206.3900909,104.7651215,0.8459998467734736,0.5242241684966259,0.7024341653235245,1.9200518070611903,0,0,0,0,0.7157157407407408,0.2748109788359788,0.49341375661375664,3.686598941798942,0,0,0,0,0.15987894312581147,0.09906905579226377,0.13274757956009117,0.3628556847031486,0,0,0,0
Expedition_110,Expedition,110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Cuevas,6.765,3.415,5.1899999999999995,0,23.44166756,178.6417694,414,68.58551788,0.06363961030678918,0.2050609665440988,0.15556349186104027,0,0,0,0,0,0.004049999999999988,0.04205000000000001,0.024199999999999944,0,0,0,0,0,0.04499999999999993,0.14500000000000002,0.10999999999999986,0,0,0,0,0
Expedition_111,Expedition,111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Post Office,3.824,2.128,3.402,3.732,23.44166756,178.6417694,414,68.58551788,0.6549274769010687,0.6049958677544831,0.656292617663798,1.2645829352003768,0,0,0,0,0.42892999999999987,0.36602000000000007,0.43072000000000016,1.5991700000000002,0,0,0,0,0.29289247173664257,0.27056237728109944,0.2935029812455063,0.5655386812588508,0,0,0,0
Expedition_112,Expedition,112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,5.599,2.399,4.818,6.789,23.75833321,175.4841919,365,65.91323853,0.4637156695888357,0.22907786158131188,0.2565497569240278,1.0843067421680597,0,0,0,0,0.21503222222222226,0.05247666666666669,0.06581777777777777,1.1757211111111112,0,0,0,0,0.14663977026107966,0.07244078041177268,0.08112815650424811,0.34288789875280096,0,0,0,0
Expedition_113,Expedition,113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,6.223,2.749,4.766,7.691,23.75833321,175.4841919,365,65.91323853,0.6772501589352178,0.4763856980780734,0.5374052888132423,0.8882623486335555,0,0,0,0,0.45866777777777773,0.22694333333333333,0.2888044444444445,0.7890100000000001,0,0,0,0,0.21416530479463233,0.150646385065601,0.1699424739270452,0.28089321814525886,0,0,0,0
Expedition_114,Expedition,114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,5.324,2.442,4.7829999999999995,7.47,23.75833321,175.4841919,365,65.91323853,0.6863138252043788,0.3040760138883405,0.4049430687008841,0.6842351772437438,0,0,0,0,0.47102666666666665,0.09246222222222222,0.16397888888888892,0.4681777777777775,0,0,0,0,0.2170314877308513,0.0961572785712149,0.1280542419792835,0.21637416152992425,0,0,0,0
Expedition_115,Expedition,115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de Corazon,6.41,3.502,5.08,8.734,24.33749962,148.1879272,261,79.10144806,0.3008321791298263,0.5021653114264265,0.3130495168499704,1.3425833307471084,0,0,0,0,0.09049999999999989,0.25216999999999995,0.09799999999999989,1.8025299999999997,0,0,0,0,0.134536240470737,0.2245751544583683,0.13999999999999993,0.6004215186017235,0,0,0,0
Expedition_116,Expedition,116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.076666666666667,3.518333333333333,5.293333333333333,9.931666666666667,24.01310921,158.3755646,163.9609222,103.9820709,1.1129899670107846,0.42447222131332296,0.45398972088216566,0.815632678763343,0,0,0,0,1.2387466666666673,0.18017666666666662,0.2061066666666667,0.6652566666666666,0,0,0,0,0.4543762513355841,0.17329005870056263,0.18534052743831048,0.33298064675159594,0,0,0,0
Expedition_47,Expedition,47,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.600476190476191,3.1342857142857143,4.37952380952381,0,24.44572449,128.6454468,251.672226,90.26016235,0.993229460852205,0.9437402790417045,1.0424944901076274,0,0,0,0,0,0.9865047619047619,0.8906457142857143,1.086794761904762,0,0,0,0,0,0.21674043746740038,0.20594101262320752,0.2274909482139331,0,0,0,0,0
Expedition_48,Expedition,48,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.386428571428572,3.150714285714286,4.627142857142857,0,24.44572449,128.6454468,251.672226,90.26016235,1.0340109145596923,0.7590222889776261,0.7688995990417691,0,0,0,0,0,1.0691785714285713,0.5761148351648351,0.5912065934065932,0,0,0,0,0,0.2763510411762251,0.20285723959137142,0.20549706174586835,0,0,0,0,0
Expedition_49,Expedition,49,Natural Population,2017,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.978666666666666,2.816,4.524666666666667,0.31666666666666665,24.44572449,128.6454468,251.672226,90.26016235,0.8067559966280002,0.45597305684813066,0.6707337843912513,1.2264447262990152,0,0,0,0,0.6508552380952379,0.20791142857142858,0.4498838095238096,1.5041666666666667,0,0,0,0,0.2083035026262141,0.11773173703280652,0.17318271844573283,0.31666666666666665,0,0,0,0
Expedition_50,Expedition,50,Natural Population,2017,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Punta Vicente Roca,5.4265,3.2665,4.232,0,23.512500760000002,128.666687,261,87.77462006,1.5161977200602135,1.0136192319448272,1.0723147613310287,0,0,0,0,0,2.2988555263157897,1.0274239473684212,1.149858947368421,0,0,0,0,0,0.3390321169384834,0.22665215059297597,0.2397768699612643,0,0,0,0,0
Expedition_51,Expedition,51,Natural Population,2017,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Punta Vicente Roca,4.711666666666667,3.2766666666666664,4.27,6.625,23.512500760000002,128.666687,261,87.77462006,0.7801388765256263,0.892920302527984,0.9494208761134337,1.615137765021919,0,0,0,0,0.6086166666666664,0.7973066666666665,0.9014000000000001,2.6086699999999996,0,0,0,0,0.3184903626659857,0.3645331870275249,0.38759944960401244,0.659377231433823,0,0,0,0
Expedition_52,Expedition,52,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.18,4.29,5.58,10.03,24.22916603,149.1408386,171,107.3898468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Expedition_53,Expedition,53,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Bahia Seymour,6.193333333333333,2.778888888888889,4.618888888888889,10.684444444444445,24.38041878,154.809433,119.1609955,110.5748062,1.1538522435736738,0.6511229615910585,0.9061380199015552,5.497895304366733,0,0,0,0,1.3313750000000004,0.4239611111111111,0.8210861111111112,30.226852777777776,0,0,0,0,0.38461741452455794,0.2170409871970195,0.3020460066338517,1.8326317681222444,0,0,0,0
Expedition_54,Expedition,54,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,6.315,3.4175,4.842499999999999,11.3325,24.44219017,168.9272461,189.1096039,107.4477463,0.6044556780001878,0.46550152165880904,0.27956811930785874,1.3220533272149049,0,0,0,0,0.36536666666666673,0.21669166666666667,0.07815833333333314,1.7478250000000002,0,0,0,0,0.3022278390000939,0.23275076082940452,0.13978405965392937,0.6610266636074524,0,0,0,0
Expedition_55,Expedition,55,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Plazas,7.5275,3.6325,5.525,11.48,24.44219017,168.9272461,189.1096039,107.4477463,0.8958934088383506,1.1805189536809648,0.3747443573068625,1.0352133435513025,0,0,0,0,0.802625,1.393625,0.14043333333333344,1.0716666666666668,0,0,0,0,0.4479467044191753,0.5902594768404824,0.18737217865343125,0.5176066717756512,0,0,0,0
Expedition_56,Expedition,56,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,4.955,2.242,4.302,6.777,23.75833321,175.4841919,365,65.91323853,0.6010592501760721,0.31544677311183045,0.3822971502785642,1.9407160763205136,0,0,0,0,0.36127222222222205,0.09950666666666665,0.1461511111111111,3.766378888888889,0,0,0,0,0.19007162392693497,0.09975302835837448,0.12089297378719373,0.6137083092877991,0,0,0,0
Expedition_57,Expedition,57,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,Ecuador,Campeon,6.521,3.292,5.591,9.328,23.75833321,175.4841919,365,65.91323853,0.7685115483842777,0.44419215061352296,0.4348039149368878,0.8422034591870701,0,0,0,0,0.59061,0.19730666666666669,0.18905444444444436,0.7093066666666668,0,0,0,0,0.24302469010370117,0.14046589147072916,0.13749707067586725,0.2663281184303803,0,0,0,0
Expedition_58,Expedition,58,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,5.279090909090909,2.8772727272727274,4.533636363636363,6.233636363636363,24.035326,168.7123108,480.6109314,85.1667099,1.113547974228812,0.5820840301724641,0.6418920894865854,1.3198732721536013,0,0,0,0,1.239989090909091,0.33882181818181817,0.41202545454545453,1.7420654545454546,0,0,0,0,0.33574734696157393,0.1755049385945432,0.19353774697493054,0.3979567649592849,0,0,0,0
Expedition_59,Expedition,59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,6.525454545454545,3.4918181818181817,5.572727272727272,8.477272727272727,24.035326,168.7123108,480.6109314,85.1667099,0.5324915705692181,0.421350642145427,0.5156372932418855,1.4829773491802962,0,0,0,0,0.28354727272727265,0.1775363636363637,0.2658818181818182,2.199221818181818,0,0,0,0,0.16055224941865007,0.12704199865197183,0.15547049359979948,0.44713449452971876,0,0,0,0
Expedition_60,Expedition,60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,6.315555555555555,3.433333333333333,5.118888888888889,8.596666666666668,24.22916603,149.1408386,171,107.3898468,1.068516624942157,0.798295058233483,0.9067172167280774,2.4422223485997336,0,0,0,0,1.141727777777778,0.637275,0.8221361111111112,5.964449999999999,0,0,0,0,0.35617220831405233,0.26609835274449434,0.3022390722426925,0.8140741161999112,0,0,0,0
Expedition_61,Expedition,61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,8.056,4.098,5.8580000000000005,12.99,24.22916603,149.1408386,171,107.3898468,1.0012392321518369,0.23847431727546675,0.2898620361482338,0.9947110133098958,0,0,0,0,1.0024799999999998,0.05686999999999998,0.08402,0.9894499999999995,0,0,0,0,0.44776779696624003,0.10664895686315921,0.1296302433847904,0.44484828874572496,0,0,0,0
Expedition_62,Expedition,62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,5.816666666666666,3.1,4.278333333333333,7.923333333333334,24.18661118,148.4244232,184.7118225,104.24897,1.2893667696457307,0.8425200294355024,0.707090281835825,2.5441514629963895,0,0,0,0,1.6624666666666668,0.7098399999999998,0.4999766666666665,6.472706666666668,0,0,0,0,0.5263817794887831,0.34395736169860747,0.2886683987630867,1.0386454854494123,0,0,0,0
Expedition_63,Expedition,63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.114,3.182,4.95,8.954,24.18661118,148.4244232,184.7118225,104.24897,0.6920476862182258,0.1454991408909345,0.4921889880929883,0.8960078124659406,0,0,0,0,0.47892999999999986,0.021170000000000008,0.24224999999999977,0.8028300000000002,0,0,0,0,0.3094931340110794,0.06506919393998976,0.22011360703055127,0.40070687540894534,0,0,0,0
Expedition_64,Expedition,64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,Ecuador,Puerto Egas,7.083285714285714,3.7914285714285714,5.097142857142857,9.944285714285714,24.18661118,148.4244232,184.7118225,104.24897,0.6663474354733456,0.31339158526400435,0.9370826054963403,0.8904840845079179,0,0,0,0,0.44401890476190453,0.09821428571428571,0.8781238095238096,0.7929619047619046,0,0,0,0,0.25185565728973314,0.1184508853698357,0.3541839331525378,0.3365713477241393,0,0,0,0
Expedition_65,Expedition,65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.608888888888889,3.741111111111111,5.118888888888889,9.124444444444444,24.33749962,148.1879272,261,79.10144806,0.31194728899464913,0.4266276023783636,0.4209348062480829,0.8935618488822011,0,0,0,0,0.09731111111111114,0.18201111111111112,0.17718611111111107,0.7984527777777776,0,0,0,0,0.10398242966488304,0.14220920079278787,0.1403116020826943,0.29785394962740036,0,0,0,0
Expedition_66,Expedition,66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.055,3.611666666666667,5.1033333333333335,8.415,24.33749962,148.1879272,261,79.10144806,0.802115951717705,0.5747492206751277,0.46680474147834755,0.8183336727765759,0,0,0,0,0.6433899999999997,0.3303366666666666,0.21790666666666691,0.6696699999999999,0,0,0,0,0.3274624660425476,0.23464038678605845,0.19057223768896092,0.3340833229400514,0,0,0,0
Expedition_67,Expedition,67,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.55,3.25,5.04,6.27,24.33749962,148.1879272,261,79.10144806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Expedition_68,Expedition,68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,Ecuador,Salvaje de corazon,6.04875,3.31875,4.90125,8.10625,24.33749962,148.1879272,261,79.10144806,0.48763093479744346,0.41529464583250153,0.8138170643859186,1.185904567348125,0,0,0,0,0.23778392857142858,0.17246964285714286,0.6622982142857143,1.4063696428571435,0,0,0,0,0.17240357035580373,0.1468288301293137,0.2877277824363061,0.41928058070597896,0,0,0,0
Expedition_69,Expedition,69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.965,3.841,5.587,10.425,24.01310921,158.3755646,163.9609222,103.9820709,0.9304150806076943,0.5670479109681414,0.519295462889652,1.4429849464064257,0,0,0,0,0.8656722222222223,0.32154333333333324,0.2696677777777779,2.0822055555555554,0,0,0,0,0.29422308240894735,0.17931629410997016,0.1642156441322744,0.45631190599803056,0,0,0,0
Expedition_70,Expedition,70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.108235294117647,3.3676470588235294,5.234705882352941,9.213529411764705,24.01310921,158.3755646,163.9609222,103.9820709,1.5622509213236109,0.8573398495620385,1.0096665145424182,2.6270038570024754,0,0,0,0,2.440627941176471,0.7350316176470588,1.0194264705882352,6.901149264705882,0,0,0,0,0.378901503666809,0.20793545628208468,0.24488009918280118,0.6371420224309529,0,0,0,0
Expedition_71,Expedition,71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.602307692307693,3.2784615384615385,5.348461538461539,9.816923076923077,24.01310921,158.3755646,163.9609222,103.9820709,1.4159987867588602,0.7996754149220602,0.8069473976438009,2.77857992691526,0,0,0,0,2.005052564102564,0.6394807692307691,0.6511641025641025,7.7205064102564105,0,0,0,0,0.39272740243491305,0.22179005478687916,0.22380693990822717,0.7706394153436887,0,0,0,0
Expedition_72,Expedition,72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.099,3.302,5.141,9.966,24.01310921,158.3755646,163.9609222,103.9820709,0.7826230822617544,0.5578888778242491,0.5310252138813918,1.6260258300531392,0,0,0,0,0.6124988888888888,0.31123999999999996,0.2819877777777779,2.6439600000000003,0,0,0,0,0.24748714893684656,0.17641995352000292,0.16792491708432608,0.5141945157233787,0,0,0,0
Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.491333333333333,3.3586666666666667,5.126,7.83,24.01310921,158.3755646,163.9609222,103.9820709,1.2790614118321666,0.6006766026343802,0.6119033537134064,1.670128309869805,0,0,0,0,1.635998095238095,0.360812380952381,0.3744257142857142,2.7893285714285714,0,0,0,0,0.3302522364535018,0.15509403189729362,0.15799276656136596,0.4312252753436863,0,0,0,0
Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.085333333333334,3.0933333333333333,5.025333333333333,8.888666666666667,24.01310921,158.3755646,163.9609222,103.9820709,0.8673511948675089,0.3870338978632726,0.5164558709770533,1.6310288894116,0,0,0,0,0.7522980952380954,0.1497952380952381,0.26672666666666667,2.6602552380952376,0,0,0,0,0.22394911553566438,0.09993172272281313,0.13334833248967823,0.4211298483916204,0,0,0,0
Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.798461538461538,3.7015384615384614,5.428461538461538,8.875384615384615,24.01310921,158.3755646,163.9609222,103.9820709,0.8822589014743739,0.5981756452448582,0.5224277646055664,0.9984706253784283,0,0,0,0,0.778380769230769,0.35781410256410245,0.2729307692307691,0.9969435897435898,0,0,0,0,0.24469459288464515,0.16590407389723796,0.14489539177010774,0.27692592591127074,0,0,0,0
Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,7.2989999999999995,3.522,5.281,10.672,24.01310921,158.3755646,163.9609222,103.9820709,0.5167516059212803,0.37584866931016564,0.3023408672343187,0.7139530018767964,0,0,0,0,0.2670322222222222,0.14126222222222223,0.09140999999999991,0.5097288888888889,0,0,0,0,0.16341120592609987,0.11885378505635495,0.09560857702110198,0.22577176282451464,0,0,0,0
Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,Ecuador,Playa Roja,8.287333333333333,3.496,5.309333333333333,9.514,24.01310921,158.3755646,163.9609222,103.9820709,0.9900250117090597,0.46151613499112126,0.40678998910751873,1.7201777316810691,0,0,0,0,0.9801495238095238,0.21299714285714288,0.1654780952380952,2.959011428571428,0,0,0,0,0.2556233588451994,0.11916295365510844,0.1050327235478211,0.44414798048784204,0,0,0,0
Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,7.557777777777778,3.91,5.64,10.541111111111112,23.64365005,179.6233673,471.0172119,80.98109436,0.9295130146719002,0.44215381938868276,0.6955213871621779,0.999668000443703,0,0,0,0,0.8639944444444442,0.1954999999999999,0.4837500000000002,0.9993361111111113,0,0,0,0,0.3098376715573001,0.14738460646289425,0.23184046238739264,0.33322266681456764,0,0,0,0
Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.431666666666667,3.4375,4.5841666666666665,7.9383333333333335,23.64365005,179.6233673,471.0172119,80.98109436,1.3419716385929616,0.7358004299586083,0.9068973915432103,2.6450531300157394,0,0,0,0,1.8008878787878786,0.5414022727272728,0.8224628787878787,6.99630606060606,0,0,0,0,0.38739384339324484,0.21240728815322243,0.2617987265674209,0.7635610683177247,0,0,0,0
Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.505,3.2976923076923077,5.051153846153846,8.73076923076923,23.64365005,179.6233673,471.0172119,80.98109436,0.9456902241220431,0.4558447778997381,0.6125900875664048,1.8678370872791301,0,0,0,0,0.89433,0.20779446153846157,0.3752666153846155,3.4888153846153847,0,0,0,0,0.18546511179277816,0.08939851606462053,0.12013880039748503,0.36631299062494593,0,0,0,0
Expedition_81,Expedition,81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,6.35375,3.3783333333333334,4.881666666666667,8.86125,23.74166679,179.7831268,501,73.1336441,0.8675142524828452,0.5822271084354467,0.582928638086558,1.9272627863957958,0,0,0,0,0.7525809782608697,0.33898840579710143,0.3398057971014493,3.714341847826087,0,0,0,0,0.1770806052645788,0.11884661084024466,0.11898980998063262,0.3934008689103525,0,0,0,0
Expedition_82,Expedition,82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Bahia Gardner,5.825555555555556,3.187777777777778,4.9622222222222225,8.252222222222223,23.74166679,179.7831268,501,73.1336441,0.7444983396742922,0.40852716487945384,0.6137747505758481,2.464070706056229,0,0,0,0,0.5542777777777779,0.16689444444444446,0.3767194444444445,6.071644444444444,0,0,0,0,0.2481661132247641,0.1361757216264846,0.2045915835252827,0.821356902018743,0,0,0,0
Expedition_83,Expedition,83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.229230769230769,2.5015384615384617,4.063846153846153,5.0576923076923075,24.035326,168.7123108,480.6109314,85.1667099,0.510350558251573,0.4345849773796865,0.4879470336955721,1.8072914994827383,0,0,0,0,0.2604576923076923,0.1888641025641026,0.23809230769230777,3.2663025641025643,0,0,0,0,0.14154577740290142,0.12053218611452443,0.13533215766922616,0.5012524746996317,0,0,0,0
Expedition_84,Expedition,84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.690666666666667,2.712666666666667,4.200666666666667,6.362,24.035326,168.7123108,480.6109314,85.1667099,0.6211563716933426,0.43740250614388615,0.6087160570374648,1.5105401115400507,0,0,0,0,0.385835238095238,0.19132095238095237,0.37053523809523803,2.2817314285714287,0,0,0,0,0.16038188553059599,0.11293684145897723,0.15716981009834302,0.390019779718194,0,0,0,0
Expedition_85,Expedition,85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Punta Pitt,4.8825,2.6,5.0575,4.785,24.035326,168.7123108,480.6109314,85.1667099,0.5352491631629767,0.7893879485609934,0.9072072530574258,0.4368447474027052,0,0,0,0,0.2864916666666668,0.6231333333333334,0.8230250000000002,0.1908333333333333,0,0,0,0,0.26762458158148833,0.3946939742804967,0.4536036265287129,0.2184223737013526,0,0,0,0
