ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,length_log,length_sqr
2168,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,4.79,1.5665304114228238,2.188606862823929
2169,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,4.3,1.4586150226995167,2.073644135332772
2170,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,4.44,1.4906543764441336,2.1071307505705477
2171,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,4.21,1.43746264769429,2.0518284528683193
2172,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,4.21,1.43746264769429,2.0518284528683193
2173,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,3.84,1.3454723665996355,1.9595917942265424
2174,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,4.4,1.4816045409242156,2.0976176963403033
2175,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,3.76,1.324418957401803,1.9390719429665315
2176,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,4.03,1.3937663759585917,2.0074859899884734
2177,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,4.27,1.451613827240533,2.0663978319771825
2178,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,5.27,1.6620303625532709,2.295648056649799
2179,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,3.86,1.3506671834767394,1.96468827043885
2180,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,2.97,1.0885619528146082,1.7233687939614086
2181,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,4.95,1.599387576580599,2.224859546128699
2182,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,4.27,1.451613827240533,2.0663978319771825
2183,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,3.59,1.2781522025001875,1.8947295321496416
2184,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,3.77,1.3270750014599193,1.9416487838947598
2185,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,5.58,1.7191887763932197,2.3622023622035435
2186,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,4.61,1.5282278570085572,2.147091055358389
2187,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,4.08,1.4060969884160703,2.0199009876724157
2188,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,4.08,1.4060969884160703,2.0199009876724157
2189,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,5.09,1.6272778305624314,2.2561028345356955
2190,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,5.15,1.6389967146756448,2.2693611435820435
2191,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,4.82,1.572773928062509,2.195449840010015
2192,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,6.75,1.9095425048844386,2.598076211353316
2193,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,5.09,1.6272778305624314,2.2561028345356955
2194,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,4.11,1.4134230285081433,2.0273134932713295
2195,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,4.12,1.415853163361435,2.029778313018444
2196,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,5.12,1.6331544390514163,2.262741699796952
2197,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,3.54,1.264126727145683,1.8814887722226779
2198,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,3.56,1.269760544863939,1.8867962264113207
2199,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.22,1.6524974018945473,2.2847319317591723
2200,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,5.54,1.7119945007591924,2.353720459187964
2201,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,7.2,1.9740810260220096,2.6832815729997477
2202,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.12,1.9629077254238845,2.6683328128252666
2203,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.6,1.7227665977411035,2.3664319132398464
2204,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,6.73,1.9065751436566365,2.5942243542145698
2205,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.91,1.9329696377795786,2.6286878856189833
2206,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.75,1.9095425048844386,2.598076211353316
2207,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,7.29,1.986503546020567,2.7
2208,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,10.89,2.387844936944869,3.3000000000000003
2209,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.89,1.9300710850255671,2.6248809496813372
2210,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.8,1.7578579175523736,2.4083189157584592
2211,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,7.6,2.028148247292285,2.756809750418044
2212,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,7.01,1.9473377010464987,2.6476404589747453
2213,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,7.76,2.048982334195127,2.7856776554368237
2214,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,5.62,1.7263316639055997,2.3706539182259396
2215,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.57,1.8825138324965192,2.563201123595259
2216,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,6.86,1.925707441737794,2.619160170741759
2217,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,7.02,1.9487632180377197,2.649528259898354
2218,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,5.93,1.780024213009634,2.435159132377184
2219,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,6.41,1.8578592709325787,2.5317977802344327
2220,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,7.55,2.0215475632609334,2.7477263328068173
2221,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,4.24,1.4445632692438664,2.0591260281974
2222,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,5.37,1.6808279085207734,2.3173260452512934
2223,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6.56,1.8809906029559975,2.5612496949731396
2224,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,7.32,1.9906103279732201,2.705549851693737
2225,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,5.21,1.6505798557652755,2.2825424421026654
2226,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.23,1.8293763327993617,2.495996794869737
2227,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.01,1.7934247485471162,2.4515301344262523
2228,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.22,1.827769906751088,2.493992782667985
2229,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,5.81,1.7595805708638197,2.41039415863879
2230,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,6.87,1.927164106234258,2.6210684844162313
2231,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,3.32,1.199964782928397,1.8220867158288598
2232,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,5.41,1.6882490928583902,2.3259406699226015
2233,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,5.69,1.7387102481382397,2.3853720883753127
2234,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,7.19,1.9726911717329554,2.6814175355583845
2235,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,6.93,1.9358598132018119,2.6324893162176366
2236,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,6.55,1.8794650496471605,2.5592967784139455
2237,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,5.36,1.6789639750827108,2.3151673805580453
2238,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.13,1.81319474994812,2.4758836806279896
2239,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,6.61,1.888583653863595,2.570992026436488
2240,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,6.14,1.814824742159051,2.477902338672773
2241,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,5.83,1.763017000362401,2.414539293529927
2242,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.54,1.7119945007591924,2.353720459187964
2243,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,7.29,1.986503546020567,2.7
2244,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,5.28,1.6639260977181702,2.2978250586152114
2245,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,6.17,1.8196988379172965,2.483948469674844
2246,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,6.36,1.8500283773520307,2.5219040425836985
2247,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.71,1.9035989509835904,2.5903667693977237
2248,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,6.35,1.8484548129046001,2.5199206336708304
2249,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,7.08,1.9572739077056285,2.6608269391300143
2250,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,4.58,1.5216989981260935,2.1400934559032696
2251,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,5.81,1.7595805708638197,2.41039415863879
2252,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,6.05,1.80005827204275,2.4596747752497685
2253,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,6.61,1.888583653863595,2.570992026436488
2254,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,6.33,1.8453002361560848,2.515949125081825
2255,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,5.75,1.749199854809259,2.3979157616563596
2256,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,8.52,2.1424163408412245,2.9189039038652846
2257,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,6.78,1.9139771019523042,2.6038433132583076
2258,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,6.72,1.9050881545350582,2.592296279363144
2259,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,5.36,1.6789639750827108,2.3151673805580453
2260,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,6.09,1.8066480817218056,2.467792535850613
2261,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.02,1.9487632180377197,2.649528259898354
2262,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.31,1.6695918352538475,2.3043437243605824
2263,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,5.42,1.6900958154515549,2.328089345364563
2264,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,8.26,2.1114245875328868,2.874021572639983
2265,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,8.27,2.1126345090356,2.875760768909681
2266,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.93,1.9358598132018119,2.6324893162176366
2267,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,7.11,1.9615022438151495,2.6664583251946765
2268,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.55,1.713797927758343,2.355843797877949
2269,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,9.98,2.300583090323373,3.159113799786263
2270,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.5,1.8718021769015913,2.5495097567963922
2271,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,7.72,2.0438143640366846,2.778488797889961
2272,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,6.31,1.8421356765531218,2.511971337416094
2273,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,8.28,2.1138429683971682,2.8774989139876315
2274,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,6.63,1.891604804197771,2.5748786379167465
2275,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,6.18,1.8213182714695995,2.4859605789312105
2276,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,6.3,1.840549633397487,2.5099800796022267
2277,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,9.72,2.2741856184723477,3.117691453623979
2278,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,7.59,2.0268315914075385,2.7549954627911823
2279,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,8.37,2.124653884501384,2.8930952282978866
2280,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,6.69,1.900613874140137,2.5865034312755126
2281,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,6.29,1.8389610707123492,2.5079872407968904
2282,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,6.56,1.8809906029559975,2.5612496949731396
2283,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,7.8,2.0541237336955462,2.792848008753788
2284,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,6.81,1.918392120161421,2.6095976701399777
2285,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,5.85,1.766441661243765,2.4186773244895647
2286,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,6.44,1.8625285401162623,2.5377155080899043
2287,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,6.9,1.9315214116032138,2.6267851073127395
2288,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,8.06,2.086913556518537,2.839013913315678
2289,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,5.76,1.7509374747078,2.4
2290,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,4.37,1.4747630091074988,2.090454496036687
2291,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,8.17,2.1004689088719113,2.8583211855912904
2292,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,8.56,2.1471001901536506,2.925747767665559
2293,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,7.53,2.018895041811802,2.7440845468024486
2294,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,5.85,1.766441661243765,2.4186773244895647
2295,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,6.71,1.9035989509835904,2.5903667693977237
2296,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,5.54,1.7119945007591924,2.353720459187964
2297,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,6.16,1.8180767775454285,2.4819347291981715
2298,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,6.84,1.922787731634459,2.615339366124404
2299,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.23,1.8293763327993617,2.495996794869737
2300,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,6.98,1.9430489167742813,2.6419689627245813
2301,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,4.43,1.4883995840570443,2.1047565179849186
2302,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,9.28,2.2278615467981093,3.046309242345563
2303,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.37,1.6808279085207734,2.3173260452512934
2304,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,6.2,1.824549292051046,2.4899799195977463
2305,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,6.69,1.900613874140137,2.5865034312755126
2306,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,4.61,1.5282278570085572,2.147091055358389
2307,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,7.1,1.9600947840472698,2.6645825188948455
2308,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,6.74,1.9080599249242156,2.596150997149434
2309,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,7.77,2.050270164379556,2.787471972953271
2310,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,5.71,1.742219023667919,2.3895606290697042
2311,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,5.54,1.7119945007591924,2.353720459187964
2312,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,6.09,1.8066480817218056,2.467792535850613
2313,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,6.29,1.8389610707123492,2.5079872407968904
2314,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,5.55,1.713797927758343,2.355843797877949
2315,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,6.57,1.8825138324965192,2.563201123595259
2316,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,6.72,1.9050881545350582,2.592296279363144
2317,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,7.24,1.979621206397625,2.6907248094147422
2318,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,4.89,1.5871923034867805,2.211334438749598
2319,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,7.13,1.9643112344262046,2.670205984563738
2320,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,6.77,1.9125010869241836,2.6019223662515376
2321,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,62,6.83,1.9213246735826988,2.613426869074396
2322,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,4.9,1.589235205116581,2.2135943621178655
2323,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.5,2.0149030205422647,2.7386127875258306
2324,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.59,1.7209792871670078,2.364318083507378
2325,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.16,1.8180767775454285,2.4819347291981715
2326,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6.94,1.937301774518713,2.6343879744638983
2327,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,7.65,2.0347056478384444,2.7658633371878665
2328,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.91,1.9329696377795786,2.6286878856189833
2329,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.7,1.9021075263969205,2.588435821108957
2330,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.78,1.7544036826842861,2.4041630560342617
2331,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,7.82,2.05668455455722,2.7964262908219126
2332,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,7.32,1.9906103279732201,2.705549851693737
2333,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,6.04,1.7984040119467235,2.4576411454889016
2334,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,4.72,1.5518087995974639,2.172556098240043
2335,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,5.5,1.7047480922384253,2.345207879911715
2336,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,6.54,1.8779371654691073,2.5573423705088842
2337,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,5.37,1.6808279085207734,2.3173260452512934
2338,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,7.81,2.0554049638515948,2.794637722496424
2339,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,7.11,1.9615022438151495,2.6664583251946765
2340,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,7.68,2.038619547159581,2.7712812921102037
2341,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,6.74,1.9080599249242156,2.596150997149434
2342,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,5.45,1.6956156086751528,2.3345235059857505
2343,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,5.33,1.673351238177753,2.3086792761230392
2344,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,7.49,2.0135687975291283,2.7367864366808017
2345,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,7.09,1.958685340544036,2.6627053911388696
2346,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,7.19,1.9726911717329554,2.6814175355583845
2347,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,6.7,1.9021075263969205,2.588435821108957
2348,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,6.01,1.7934247485471162,2.4515301344262523
2349,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,4.74,1.556037135706985,2.177154105707724
2350,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,6.79,1.9154509415706047,2.6057628441590768
2351,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,6.51,1.873339456220478,2.5514701644346145
2352,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,5.98,1.7884205679625405,2.445403852127497
2353,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,5.23,1.6544112780768316,2.2869193252058544
2354,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,4.87,1.5830939370944985,2.2068076490713913
2355,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,6.4,1.8562979903656263,2.5298221281347035
2356,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,6.77,1.9125010869241836,2.6019223662515376
2357,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,6.85,1.9242486522741338,2.6172504656604803
2358,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,4.58,1.5216989981260935,2.1400934559032696
2359,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,4.78,1.5644405465033646,2.186321110907545
2360,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,5.97,1.7867469274045107,2.4433583445741234
2361,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,6.98,1.9430489167742813,2.6419689627245813
2362,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,5.75,1.749199854809259,2.3979157616563596
2363,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,5.6,1.7227665977411035,2.3664319132398464
2364,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,5.56,1.715598108262491,2.3579652245103193
2365,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.71,1.742219023667919,2.3895606290697042
2366,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,7.12,1.9629077254238845,2.6683328128252666
2367,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,6.17,1.8196988379172965,2.483948469674844
2368,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,5.42,1.6900958154515549,2.328089345364563
2369,Daniel_9,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,6.98,1.9430489167742813,2.6419689627245813
