ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,length_log,length_sqr
790,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,7,5.03,1.6154199841116479,2.2427661492005804
791,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,8,3.73,1.3164082336557241,1.9313207915827966
792,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,9,3.93,1.3686394258811698,1.982422760159901
793,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,10,3.78,1.3297240096314962,1.944222209522358
794,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,4.46,1.4951487660319727,2.1118712081942874
795,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,12,4.08,1.4060969884160703,2.0199009876724157
796,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,13,3.71,1.3110318766193438,1.9261360284258222
797,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,4.85,1.5789787049493917,2.202271554554524
798,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,5.24,1.6563214983329508,2.2891046284519194
799,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.1,1.62924053973028,2.258317958127243
800,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,4.32,1.463255402256019,2.078460969082653
801,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,5,4.76,1.5602476682433286,2.181742422927143
802,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,6,5.68,1.7369512327330598,2.3832750575625967
803,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,7,5.34,1.6752256529721035,2.3108440016582685
804,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,8,4.77,1.5623463049002497,2.1840329667841556
805,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,9,3.74,1.3190856114264407,1.9339079605813716
806,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,10,3.65,1.2947271675944,1.91049731745428
807,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,5.53,1.7101878155342434,2.3515952032609695
808,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,12,4.28,1.4539530095937054,2.06881608655772
809,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,13,4.09,1.4085449700547104,2.0223748416156684
810,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,14,4.69,1.545432582458188,2.1656407827707715
811,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,15,4.32,1.463255402256019,2.078460969082653
812,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,4.87,1.5830939370944985,2.2068076490713913
813,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,4.13,1.4182774069729414,2.0322401432901573
814,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.28,1.6639260977181702,2.2978250586152114
815,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,5.25,1.6582280766035324,2.29128784747792
816,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,4,1.3862943611198906,2
817,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,5.73,1.7457155307266483,2.3937418407171647
818,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.03,1.6154199841116479,2.2427661492005804
819,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,8.92,2.188295946591918,2.986636904613616
820,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,8.04,2.0844290831908747,2.835489375751565
821,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,8.09,2.0906287310704004,2.8442925306655784
822,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.6,2.028148247292285,2.756809750418044
823,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,7.31,1.9892432737616872,2.7037011669191546
824,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,7.75,2.0476928433652555,2.7838821814150108
825,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,8.62,2.1540850846756014,2.9359836511806394
826,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,7.31,1.9892432737616872,2.7037011669191546
827,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,8.74,2.167910189667444,2.9563490998188966
828,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.15,1.9671123567059163,2.6739483914241875
829,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.92,1.7783364488959144,2.4331050121192876
830,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,8.87,2.182674796321488,2.9782545223670858
831,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.72,1.9050881545350582,2.592296279363144
832,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.57,1.7173950539391927,2.360084744241189
833,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,5.26,1.6601310267496185,2.293468988235943
834,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,5.08,1.6253112615903906,2.253885533916929
835,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,5.74,1.747459210331475,2.3958297101421877
836,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,7.45,2.0082140323914683,2.7294688127912363
837,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,7.11,1.9615022438151495,2.6664583251946765
838,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,7.33,1.9919755158985601,2.7073972741361767
839,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,7.72,2.0438143640366846,2.778488797889961
840,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.84,1.7647307968401356,2.4166091947189146
841,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,7.15,1.9671123567059163,2.6739483914241875
842,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,6.91,1.9329696377795786,2.6286878856189833
843,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,5.83,1.763017000362401,2.414539293529927
844,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,5.69,1.7387102481382397,2.3853720883753127
845,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,5.08,1.6253112615903906,2.253885533916929
846,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,7.52,2.017566137961748,2.7422618401604177
847,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,7.15,1.9671123567059163,2.6739483914241875
848,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,7.87,2.063058062429312,2.8053520278211077
849,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,6.99,1.944480556245719,2.6438608132804573
850,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,8.19,2.102913897864978,2.8618176042508368
851,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,5.08,1.6253112615903906,2.253885533916929
852,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,6.13,1.81319474994812,2.4758836806279896
853,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,8.54,2.1447610078004784,2.9223278392404914
854,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,5.77,1.7526720805200082,2.4020824298928627
855,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,5.22,1.6524974018945473,2.2847319317591723
856,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,7.13,1.9643112344262046,2.670205984563738
857,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,4.68,1.5432981099295553,2.1633307652783933
858,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.64,1.534714366238164,2.1540659228538015
859,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,5.92,1.7783364488959144,2.4331050121192876
860,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,7.68,2.038619547159581,2.7712812921102037
861,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,5.27,1.6620303625532709,2.295648056649799
862,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,5.92,1.7783364488959144,2.4331050121192876
863,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,6.64,1.8931119634883424,2.5768197453450252
864,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,5.24,1.6563214983329508,2.2891046284519194
865,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,6.37,1.851599469584072,2.5238858928247927
866,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,5.97,1.7867469274045107,2.4433583445741234
867,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,5.95,1.7833912195575383,2.4392621835300936
868,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,6.13,1.81319474994812,2.4758836806279896
869,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,6.4,1.8562979903656263,2.5298221281347035
870,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,4.76,1.5602476682433286,2.181742422927143
871,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,6.88,1.9286186519452522,2.6229754097208002
872,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,6.67,1.8976198599275322,2.582634314028992
873,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,6.82,1.9198594718553708,2.6115129714401193
874,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,5.7,1.7404661748405046,2.3874672772626644
875,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,7.46,2.0095554142156695,2.7313000567495327
876,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,5.82,1.7613002617433464,2.4124676163629637
877,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,6.08,1.8050046959780757,2.4657656011875906
878,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,5.39,1.6845453849209058,2.32163735324878
879,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,6.21,1.8261608959453874,2.4919871588754225
880,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,6.34,1.8468787684491346,2.5179356624028344
881,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,7.15,1.9671123567059163,2.6739483914241875
882,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,5.02,1.6134299337036377,2.240535650240808
883,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,5.16,1.6409365794934714,2.2715633383201093
884,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,7.9,2.066862759472976,2.8106938645110393
885,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,6.96,1.9401794743463283,2.6381811916545836
886,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,6.76,1.9110228900548727,2.6
887,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,5.98,1.7884205679625405,2.445403852127497
888,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,5.78,1.7544036826842861,2.4041630560342617
889,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,5.11,1.631199404215613,2.2605309110914633
890,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,5.19,1.6467336971777973,2.2781571499789037
891,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,7.61,2.0294631718735947,2.7586228448267445
892,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,5.46,1.6974487897568136,2.3366642891095846
893,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,5.73,1.7457155307266483,2.3937418407171647
894,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,6.57,1.8825138324965192,2.563201123595259
895,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,7.01,1.9473377010464987,2.6476404589747453
896,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,5.87,1.7698546338400052,2.4228082879171433
897,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,7.11,1.9615022438151495,2.6664583251946765
898,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,6.52,1.8748743759385615,2.553429066960741
899,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,6.12,1.8115620965242347,2.4738633753705965
900,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,5.66,1.7334238922150915,2.3790754506740637
901,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,5.04,1.6174060820832772,2.244994432064365
902,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,5.44,1.6937790608678513,2.3323807579381204
903,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,4.89,1.5871923034867805,2.211334438749598
904,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,7.21,1.9754689512968577,2.6851443164195103
905,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,6.3,1.840549633397487,2.5099800796022267
906,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,5.57,1.7173950539391927,2.360084744241189
907,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,5.61,1.724550719534605,2.3685438564654024
908,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,5.45,1.6956156086751528,2.3345235059857505
909,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,6.17,1.8196988379172965,2.483948469674844
910,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,5.22,1.6524974018945473,2.2847319317591723
911,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,7.48,2.012232791986386,2.734958866235469
912,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,6.48,1.8687205103641833,2.545584412271571
913,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,5.02,1.6134299337036377,2.240535650240808
914,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,3.4,1.2237754316221157,1.8439088914585775
915,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,5.82,1.7613002617433464,2.4124676163629637
916,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,6.49,1.8702625307159986,2.5475478405713994
917,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,4.62,1.5303947050936475,2.149418526020468
918,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,5.05,1.6193882432872684,2.247220505424423
919,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,31,4.99,1.6074359097634274,2.233830790368868
920,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,5.25,1.6582280766035324,2.29128784747792
921,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,6.13,1.81319474994812,2.4758836806279896
922,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,5.77,1.7526720805200082,2.4020824298928627
923,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,6.12,1.8115620965242347,2.4738633753705965
924,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,5.44,1.6937790608678513,2.3323807579381204
925,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,5.61,1.724550719534605,2.3685438564654024
926,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,2.98,1.091923300517313,1.7262676501632068
927,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,6.31,1.8421356765531218,2.511971337416094
928,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,5.41,1.6882490928583902,2.3259406699226015
929,Expedition_95,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,5.79,1.7561322915849038,2.406241883103193
930,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4.04,1.3962446919730587,2.009975124224178
931,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,4.38,1.4770487243883548,2.092844953645635
932,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,4.73,1.5539252025038417,2.1748563170931545
933,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,4.63,1.5325568680981427,2.151743479135001
934,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,4.89,1.5871923034867805,2.211334438749598
935,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,3.68,1.3029127521808397,1.9183326093250879
936,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,4.77,1.5623463049002497,2.1840329667841556
937,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,3.26,1.1817271953786161,1.8055470085267789
938,Expedition_96,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,4.05,1.3987168811184478,2.0124611797498106
939,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4.7,1.547562508716013,2.16794833886788
940,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,4.1,1.410986973710262,2.0248456731316584
941,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,4.93,1.5953389880545987,2.2203603311174516
942,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,4.93,1.5953389880545987,2.2203603311174516
943,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,5.51,1.706564623164823,2.3473389188611002
944,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,3.7,1.308332819650179,1.9235384061671346
945,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,3.22,1.169381359556317,1.794435844492636
946,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,3.06,1.1184149159642893,1.7492855684535902
947,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,3.25,1.1786549963416462,1.8027756377319946
948,Expedition_97,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,2.83,1.0402767116551463,1.6822603841260722
949,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,5.4,1.6863989535702288,2.32379000772445
950,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,5.64,1.7298840655099674,2.3748684174075834
951,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,5.65,1.7316555451583497,2.3769728648009427
952,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,5.73,1.7457155307266483,2.3937418407171647
953,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,4.56,1.5173226235262947,2.1354156504062622
954,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,5.55,1.713797927758343,2.355843797877949
955,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,3.31,1.1969481893889715,1.8193405398660252
956,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,4,1.3862943611198906,2
957,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,5.41,1.6882490928583902,2.3259406699226015
958,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,4.34,1.4678743481123135,2.083266665599966
959,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,11,4.52,1.5085119938441398,2.1260291625469296
960,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,12,5.47,1.6992786164338898,2.3388031127052997
961,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,13,3.4,1.2237754316221157,1.8439088914585775
962,Expedition_98,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,14,3.92,1.366091653802371,1.9798989873223332
963,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4.62,1.5303947050936475,2.149418526020468
964,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,4.56,1.5173226235262947,2.1354156504062622
965,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,4.53,1.5107219394949427,2.1283796653792764
966,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,4.68,1.5432981099295553,2.1633307652783933
967,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,4.98,1.6054298910365616,2.23159136044214
968,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,4.86,1.5810384379124025,2.2045407685048604
969,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,4.37,1.4747630091074988,2.090454496036687
970,Expedition_99,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,4.55,1.5151272329628591,2.1330729007701543
971,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4.09,1.4085449700547104,2.0223748416156684
972,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,4.5,1.5040773967762742,2.1213203435596424
973,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,4.52,1.5085119938441398,2.1260291625469296
974,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,4.63,1.5325568680981427,2.151743479135001
975,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,4.91,1.5912739418064292,2.215851980616034
976,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,6,5.02,1.6134299337036377,2.240535650240808
977,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,7,4.8,1.5686159179138452,2.1908902300206643
978,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,8,4.45,1.4929040961781488,2.1095023109728985
979,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,9,5.54,1.7119945007591924,2.353720459187964
980,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,10,4.64,1.534714366238164,2.1540659228538015
981,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,11,4.53,1.5107219394949427,2.1283796653792764
982,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,12,4.42,1.4861396960896067,2.1023796041628637
983,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,13,4.68,1.5432981099295553,2.1633307652783933
984,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,14,4.24,1.4445632692438664,2.0591260281974
985,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,15,5,1.6094379124341003,2.23606797749979
986,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,16,3.75,1.3217558399823195,1.9364916731037085
987,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,17,4.39,1.47932922708708,2.0952326839756963
988,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,18,4.42,1.4861396960896067,2.1023796041628637
989,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,19,4.57,1.5195132049061133,2.137755832643195
990,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,20,4.59,1.5238800240724537,2.142428528562855
991,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,21,4.04,1.3962446919730587,2.009975124224178
992,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,22,4.23,1.4422019930581866,2.0566963801203135
993,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,23,4.4,1.4816045409242156,2.0976176963403033
994,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,24,3.99,1.3837912309017721,1.997498435543818
995,Expedition_100,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,25,4.41,1.4838746894587547,2.1
996,Expedition_101,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4.3,1.4586150226995167,2.073644135332772
