ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,spine_length,tip_distance,spine_num,upper_spines,lower_spines,country,location,notes
3412,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,5,7.02,3.47,6.56,7.17,NA,NA,1,0,Ecuador,Cementery,NA
3413,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,6,8.39,3,6.37,5.09,NA,NA,1,0,Ecuador,Cementery,NA
3414,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,7,6.74,2.98,6.25,5.62,NA,NA,1,0,Ecuador,Cementery,NA
3415,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,8,8.67,3.51,6.61,6.89,NA,NA,1,0,Ecuador,Cementery,NA
3416,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,9,8.83,3.38,6.26,5.31,NA,NA,1,0,Ecuador,Cementery,NA
3417,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,10,7.87,2.84,6.73,6.91,NA,NA,1,0,Ecuador,Cementery,NA
3418,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,11,8.09,3.38,5.44,5.56,NA,NA,1,0,Ecuador,Cementery,NA
3419,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,12,8.06,2.52,6.35,6.91,NA,NA,1,0,Ecuador,Cementery,NA
3420,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,13,7.85,3.86,5.88,6.75,NA,NA,1,0,Ecuador,Cementery,NA
3421,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,14,6.93,1.61,5.1,5.5,NA,NA,1,0,Ecuador,Cementery,NA
3422,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,15,8.3,4.51,6.58,6.59,NA,NA,1,0,Ecuador,Cementery,NA
3423,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,16,9.07,4.28,7.63,8.1,NA,NA,1,0,Ecuador,Cementery,NA
3424,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,17,9.63,3.09,5.94,6.05,NA,NA,1,0,Ecuador,Cementery,NA
3425,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,18,6.14,2.01,5.6,6.56,NA,NA,1,0,Ecuador,Cementery,NA
3426,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,19,8.39,4.16,7.31,6.73,NA,NA,1,0,Ecuador,Cementery,NA
3427,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,20,8.3,3.21,5.69,6.05,NA,NA,1,0,Ecuador,Cementery,NA
3428,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,21,9.89,4.27,7.1,5.54,NA,NA,1,0,Ecuador,Cementery,NA
3429,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,22,7.21,3.13,4.69,5.22,NA,NA,1,0,Ecuador,Cementery,NA
3430,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,23,7.57,3.2,5.57,6.46,NA,NA,1,0,Ecuador,Cementery,NA
3431,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,24,9.59,3.82,6.73,6.61,NA,NA,1,0,Ecuador,Cementery,NA
3432,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,25,7.7,3.81,6.46,6.19,NA,NA,1,0,Ecuador,Cementery,NA
3433,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,26,5.87,1.26,3.78,5.43,NA,NA,1,0,Ecuador,Cementery,NA
3434,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,27,9.21,3.2,7.01,6.79,NA,NA,1,0,Ecuador,Cementery,NA
3435,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,28,9.2,3.92,6.85,5.77,NA,NA,1,0,Ecuador,Cementery,NA
3436,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,29,6.8,2.66,4.82,6.06,NA,NA,1,0,Ecuador,Cementery,NA
3437,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,30,7.96,3.37,5.62,5.06,NA,NA,1,0,Ecuador,Cementery,NA
3438,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,31,9.27,3.15,6.04,4.72,NA,NA,1,0,Ecuador,Cementery,NA
3439,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,32,6.74,2.46,5.09,6.59,NA,NA,1,0,Ecuador,Cementery,NA
3440,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,33,7.26,3.2,5.82,6.99,NA,NA,1,0,Ecuador,Cementery,NA
3441,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,34,9.7,4.7,7.05,7.44,NA,NA,1,0,Ecuador,Cementery,NA
3442,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,6.39,3.5,6.21,6.14,NA,NA,1,0,Ecuador,Cementery,NA
3443,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,8.55,3.78,6.94,6.09,NA,NA,1,0,Ecuador,Cementery,NA
3444,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,6.57,3.05,5.47,7.1,NA,NA,1,0,Ecuador,Cementery,NA
3445,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,8.75,3.61,7.29,8.95,NA,NA,1,0,Ecuador,Cementery,NA
3446,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,8.14,3.68,5.94,6.21,NA,NA,1,0,Ecuador,Cementery,NA
3447,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,7.5,3.1,5.44,4.08,NA,NA,1,0,Ecuador,Cementery,NA
3448,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,5.72,2.66,4.76,4.32,NA,NA,1,0,Ecuador,Cementery,NA
3449,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,7.66,3.74,6.77,6.1,NA,NA,1,0,Ecuador,Cementery,NA
3450,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,6.92,2.58,5.48,4.85,NA,NA,1,0,Ecuador,Cementery,NA
3451,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,9.23,3.78,6.15,5.63,NA,NA,1,0,Ecuador,Cementery,NA
3452,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,5.44,3.26,5.75,5.49,NA,NA,1,0,Ecuador,Cementery,NA
3453,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,8.48,3.79,6.12,5.96,NA,NA,1,0,Ecuador,Cementery,NA
3454,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,5.44,2.92,5.18,6.48,NA,NA,1,0,Ecuador,Cementery,NA
3455,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,8.52,4.03,6.4,5.78,NA,NA,1,0,Ecuador,Cementery,NA
3456,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,8.27,4,6.28,7.26,NA,NA,1,0,Ecuador,Cementery,NA
3457,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,7.94,3.85,5.82,3.66,NA,NA,1,0,Ecuador,Cementery,NA
3458,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,7.62,4.73,5.37,6.75,NA,NA,1,0,Ecuador,Cementery,NA
3459,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,6.6,1.95,4.72,4.89,NA,NA,1,0,Ecuador,Cementery,NA
3460,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,7.43,3.78,7,7.72,NA,NA,1,0,Ecuador,Cementery,NA
3461,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,5.75,2.08,5.64,5.28,NA,NA,1,0,Ecuador,Cementery,NA
3462,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,8.46,4.77,6.34,6.57,NA,NA,1,0,Ecuador,Cementery,NA
3463,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,7.92,4.28,6.13,6.01,NA,NA,1,0,Ecuador,Cementery,NA
3464,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,7.71,2.75,5.75,5.84,NA,NA,1,0,Ecuador,Cementery,NA
3465,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,6.17,3.66,4.9,3.58,NA,NA,1,0,Ecuador,Cementery,NA
3466,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,7.1,2.7,5.22,5.32,NA,NA,1,0,Ecuador,Cementery,NA
3467,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,4.93,1.98,4.02,3.08,NA,NA,1,0,Ecuador,Cementery,NA
3468,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,7.49,3.66,5.71,8.09,NA,NA,1,0,Ecuador,Cementery,NA
3469,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,7.45,2.73,5.41,5.18,NA,NA,1,0,Ecuador,Cementery,NA
3470,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,7.07,2.31,5.06,4.64,NA,NA,1,0,Ecuador,Cementery,NA
3471,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,8.18,2.59,5.35,6.04,NA,NA,1,0,Ecuador,Cementery,NA
3472,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,65,8.8,3.6,6.4,5.91,NA,NA,1,0,Ecuador,Cementery,NA
3473,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,66,7.5,3.18,5.6,5.8,NA,NA,1,0,Ecuador,Cementery,NA
3474,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,67,5.3,2.15,3.74,3.75,NA,NA,1,0,Ecuador,Cementery,NA
3475,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,68,8.74,3.68,5.99,5.88,NA,NA,1,0,Ecuador,Cementery,NA
3476,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,69,7.84,3.91,5.48,7.66,NA,NA,1,0,Ecuador,Cementery,NA
3477,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,70,5.95,2.69,5.11,5.36,NA,NA,1,0,Ecuador,Cementery,NA
3478,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,71,8.34,3.04,5.99,6.35,NA,NA,1,0,Ecuador,Cementery,NA
3479,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,72,7.68,3.95,6.85,6.81,NA,NA,1,0,Ecuador,Cementery,NA
3480,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,73,8.36,3.74,5.38,5.01,NA,NA,1,0,Ecuador,Cementery,NA
3481,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,74,7.46,3.04,5.16,5.72,NA,NA,1,0,Ecuador,Cementery,NA
3482,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,75,9.43,4.54,7.06,6.5,NA,NA,1,0,Ecuador,Cementery,NA
3483,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,76,8.66,3.81,7.62,7.22,NA,NA,1,0,Ecuador,Cementery,NA
3484,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,77,8.31,3.7,4.96,5.58,NA,NA,1,0,Ecuador,Cementery,NA
3485,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,78,7.02,2.96,5.58,5.73,NA,NA,1,0,Ecuador,Cementery,NA
3486,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,79,7.5,3.66,5.87,6.03,NA,NA,1,0,Ecuador,Cementery,NA
3487,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,80,5.94,2.88,6.19,6.44,NA,NA,1,0,Ecuador,Cementery,NA
3488,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,81,7.66,4.01,5.66,5.86,NA,NA,1,0,Ecuador,Cementery,NA
3489,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,82,6.65,2.91,5.54,4.76,NA,NA,1,0,Ecuador,Cementery,NA
3490,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,83,6.59,3.18,5.78,7.11,NA,NA,1,0,Ecuador,Cementery,NA
3491,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,84,8.15,3.15,6.67,6.89,NA,NA,1,0,Ecuador,Cementery,NA
3492,Daniel_22,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,85,7.81,3.51,6.33,5.43,NA,NA,1,0,Ecuador,Cementery,NA
3493,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,1,6.27,3.4,4.64,4.55,NA,NA,1,0,Ecuador,Cementery Road,NA
3494,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,2,4.67,3.14,5.25,7.08,NA,NA,1,1,Ecuador,Cementery Road,NA
3495,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,3,4.67,3.16,4.84,5.48,NA,NA,1,1,Ecuador,Cementery Road,NA
3496,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,4,4.17,3.12,4.66,4.38,NA,NA,1,0,Ecuador,Cementery Road,NA
3497,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,5,6.66,4.08,5.51,5.18,NA,NA,1,0,Ecuador,Cementery Road,NA
3498,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,6,5.58,3.16,5.79,5.03,NA,NA,1,1,Ecuador,Cementery Road,NA
3499,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,7,6.73,4.22,6.54,5.74,NA,NA,1,0,Ecuador,Cementery Road,NA
3500,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,8,4.84,3.38,5.25,6.67,NA,NA,1,1,Ecuador,Cementery Road,NA
3501,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,9,5.97,3.99,6.57,5.74,NA,NA,1,1,Ecuador,Cementery Road,NA
3502,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,10,6.51,3.18,5.12,5.21,NA,NA,1,0,Ecuador,Cementery Road,NA
3503,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,11,6.44,3.3,4.7,4.59,NA,NA,1,0,Ecuador,Cementery Road,NA
3504,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,12,6.01,4.63,6.08,6.8,NA,NA,1,1,Ecuador,Cementery Road,NA
3505,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,13,4.23,2.65,4.1,4.39,NA,NA,1,0,Ecuador,Cementery Road,NA
3506,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,14,5.63,3.05,5.39,3.8,NA,NA,1,0,Ecuador,Cementery Road,NA
3507,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,15,3.86,1.54,2.08,4.34,NA,NA,1,0,Ecuador,Cementery Road,NA
3508,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,16,5,2.77,4.51,3.46,NA,NA,1,0,Ecuador,Cementery Road,NA
3509,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,17,6.26,3.53,5.1,3.95,NA,NA,1,0,Ecuador,Cementery Road,NA
3510,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,18,5.31,1.59,3.82,4.15,NA,NA,1,0,Ecuador,Cementery Road,NA
3511,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,19,5.46,3.26,5.12,4.85,NA,NA,1,0,Ecuador,Cementery Road,NA
3512,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,20,5.02,3.71,5.84,6.47,NA,NA,1,1,Ecuador,Cementery Road,NA
3513,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,21,4.71,2.58,4.2,2.42,NA,NA,1,0,Ecuador,Cementery Road,NA
3514,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,22,4.5,1.94,3.94,3.72,NA,NA,1,0,Ecuador,Cementery Road,NA
3515,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,23,6.18,4.7,5.78,4.84,NA,NA,1,1,Ecuador,Cementery Road,NA
3516,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,24,6.35,4.13,5.92,6.35,NA,NA,1,0,Ecuador,Cementery Road,NA
3517,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,25,5.31,2.83,4.75,4.3,NA,NA,1,0,Ecuador,Cementery Road,NA
3518,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,26,5.17,2.62,4.39,2.46,NA,NA,1,0,Ecuador,Cementery Road,NA
3519,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,27,5.92,3.85,5.77,5.03,NA,NA,1,0,Ecuador,Cementery Road,NA
3520,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,28,5.56,3.84,5.03,5.07,NA,NA,1,0,Ecuador,Cementery Road,NA
3521,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,29,7.15,3.54,5.77,4.22,NA,NA,1,0,Ecuador,Cementery Road,NA
3522,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,30,6.02,3.93,5.79,5.16,NA,NA,1,1,Ecuador,Cementery Road,NA
3523,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,31,6.23,4.01,5.86,5.54,NA,NA,1,1,Ecuador,Cementery Road,NA
3524,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,32,5.16,3.16,4.94,5.52,NA,NA,1,0,Ecuador,Cementery Road,NA
3525,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,33,6.36,3.64,5.36,4.61,NA,NA,1,0,Ecuador,Cementery Road,NA
3526,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,34,5.12,2.35,4.05,2.77,NA,NA,1,0,Ecuador,Cementery Road,NA
3527,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,6.82,3.95,5.46,4.8,NA,NA,1,0,Ecuador,Cementery Road,NA
3528,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,6.3,3.48,5.59,5.4,NA,NA,1,0,Ecuador,Cementery Road,NA
3529,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,5.46,2.67,5.87,5.3,NA,NA,1,1,Ecuador,Cementery Road,NA
3530,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,6.71,3.65,5.25,4.37,NA,NA,1,0,Ecuador,Cementery Road,NA
3531,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,5.17,3.03,6.07,5.63,NA,NA,1,1,Ecuador,Cementery Road,NA
3532,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,6.07,3.77,6.17,5.43,NA,NA,1,0,Ecuador,Cementery Road,NA
3533,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,6.86,4.2,5.96,3.48,NA,NA,1,0,Ecuador,Cementery Road,NA
3534,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,5.71,3.18,6.02,4.52,NA,NA,1,0,Ecuador,Cementery Road,NA
3535,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,5.23,2.64,4.26,4.19,NA,NA,1,0,Ecuador,Cementery Road,NA
3536,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,6,2.99,4.68,4.22,NA,NA,1,0,Ecuador,Cementery Road,NA
3537,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,6.13,4.1,6.29,2.28,NA,NA,1,0,Ecuador,Cementery Road,NA
3538,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,6.2,3.74,5.16,4.89,NA,NA,1,0,Ecuador,Cementery Road,NA
3539,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,5.24,2.85,4.25,4.22,NA,NA,1,0,Ecuador,Cementery Road,NA
3540,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,4.44,2.48,4.3,5.18,NA,NA,1,1,Ecuador,Cementery Road,NA
3541,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,7.08,3.65,5.99,3.86,NA,NA,1,0,Ecuador,Cementery Road,NA
3542,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,5.66,3.08,4.91,4.99,NA,NA,1,0,Ecuador,Cementery Road,NA
3543,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,4.14,2.22,3.72,2.06,NA,NA,1,0,Ecuador,Cementery Road,NA
3544,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,4.39,2.59,4.85,5.98,NA,NA,1,0,Ecuador,Cementery Road,NA
3545,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,4.13,2.4,3.94,3.86,NA,NA,1,0,Ecuador,Cementery Road,NA
3546,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,3.29,2.27,3.98,2.65,NA,NA,1,1,Ecuador,Cementery Road,NA
3547,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,6.06,4.59,6.25,5.02,NA,NA,1,0,Ecuador,Cementery Road,NA
3548,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,5.2,1.81,3.36,5.98,NA,NA,1,0,Ecuador,Cementery Road,NA
3549,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,4.69,2.53,4.71,2.63,NA,NA,1,0,Ecuador,Cementery Road,NA
3550,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,5.88,3.43,5.72,4.65,NA,NA,1,0,Ecuador,Cementery Road,NA
3551,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,6.76,3.47,5.44,4.73,NA,NA,1,0,Ecuador,Cementery Road,NA
3552,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,4.17,2.15,3.99,3.31,NA,NA,1,0,Ecuador,Cementery Road,NA
3553,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,6.71,3.77,6.19,2.6,NA,NA,1,0,Ecuador,Cementery Road,NA
3554,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,6.85,3.18,5.32,5.3,NA,NA,1,0,Ecuador,Cementery Road,NA
3555,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,8.15,3.92,6.3,5.7,NA,NA,1,0,Ecuador,Cementery Road,NA
3556,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,3.93,2.19,3.47,NA,NA,NA,NA,NA,Ecuador,Cementery Road,NA
3557,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,65,4.76,2.65,4.55,4.05,NA,NA,1,0,Ecuador,Cementery Road,NA
3558,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,66,6.77,3.75,5.73,5.24,NA,NA,1,0,Ecuador,Cementery Road,NA
3559,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,67,4.71,2.84,5.08,3.78,NA,NA,1,0,Ecuador,Cementery Road,NA
3560,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,68,5.02,2.92,4.44,3.63,NA,NA,1,0,Ecuador,Cementery Road,NA
3561,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,69,4.08,1.17,2.92,6.04,NA,NA,1,0,Ecuador,Cementery Road,NA
3562,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,70,6.36,3.6,5.35,5.88,NA,NA,1,0,Ecuador,Cementery Road,NA
3563,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,71,6.01,3.07,4.92,5.62,NA,NA,1,0,Ecuador,Cementery Road,NA
3564,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,72,6.38,2.84,4.92,3.42,NA,NA,1,0,Ecuador,Cementery Road,NA
3565,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,73,5.44,3.23,5.63,5.37,NA,NA,1,1,Ecuador,Cementery Road,NA
3566,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,74,5.42,3.5,5.13,4.46,NA,NA,1,0,Ecuador,Cementery Road,NA
3567,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,75,4.71,2.64,4.41,2.18,NA,NA,1,0,Ecuador,Cementery Road,NA
3568,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,76,6.29,3.94,6.23,6.64,NA,NA,1,0,Ecuador,Cementery Road,NA
3569,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,77,6.65,3.54,5.54,5.86,NA,NA,1,0,Ecuador,Cementery Road,NA
3570,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,78,5.7,3.37,5.75,4.84,NA,NA,1,0,Ecuador,Cementery Road,NA
3571,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,79,6.06,2.71,5.11,4.17,NA,NA,1,0,Ecuador,Cementery Road,NA
3572,Daniel_23,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,80,3.4,2.28,3.77,2.11,NA,NA,1,0,Ecuador,Cementery Road,NA
