ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,tip_distance,tip_distance_log,tip_distance_sqr
696,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,10.97,2.482403519569882,3.312099032335839
697,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.46,2.135349173618132,2.7313000567495327
698,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,7.28,2.1138429683971687,2.6981475126464085
699,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,8.94,2.2965670206684825,2.9899832775452104
700,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.27,2.1126345090356,2.6962937525425525
701,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,10.57,2.448415541205585,3.2511536414017717
702,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,11.45,2.5217206229107165,3.383784863137726
703,Expedition_77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,6.36,1.9960599327407849,2.5219040425836985
704,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,11.17,2.498973906999436,3.3421549934136805
705,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,11.13,2.495681722955959,3.3361654635224554
706,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,11.31,2.510411940196362,3.3630343441600474
707,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,8.91,2.2935443483418965,2.98496231131986
708,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,10.81,2.468946630209271,3.2878564445547194
709,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,9.94,2.392425796993835,3.152776554086889
710,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,11.64,2.5368663887187113,3.411744421846396
711,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,10.91,2.477378383367209,3.303028912982749
712,Expedition_78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,9.05,2.307572634505085,3.0083217912982647
713,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,9.76,2.3758355547336385,3.1240998703626617
714,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,11.01,2.485739636091892,3.3181320046074116
715,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,11.81,2.550226115908643,3.4365680554879168
716,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,7.97,2.1938856760707046,2.8231188426986207
717,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,7.2,2.1041341542702074,2.6832815729997477
718,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,6.51,2.0162354657760435,2.5514701644346145
719,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,8.58,2.259677591982769,2.929163703175362
720,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,5.19,1.8229350866965048,2.2781571499789037
721,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,9.58,2.3589654264301534,3.095157508108432
722,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,9.82,2.3813962734183356,3.1336879231984796
723,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,4.08,1.6253112615903906,2.0199009876724157
724,Expedition_79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,3.75,1.55814461804655,1.9364916731037085
725,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,6.1,1.9600947840472698,2.4698178070456938
726,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,7.98,2.194999882314108,2.824889378365107
727,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,9,2.302585092994046,3
728,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,8.52,2.253394848803274,2.9189039038652846
729,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,9.57,2.3580197998821464,3.093541659651604
730,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,8.97,2.299580583973747,2.9949958263743874
731,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,7.75,2.169053700369523,2.7838821814150108
732,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,10.63,2.453587966530573,3.2603680773802215
733,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,10.6,2.451005098112319,3.255764119219941
734,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,8.54,2.255493485460195,2.9223278392404914
735,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,2.17,1.1537315878891892,1.4730919862656235
736,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,9.13,2.315501318260592,3.0215889859476257
737,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,10.08,2.405141681319138,3.1749015732775088
738,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,9.25,2.327277705584417,3.0413812651491097
739,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,10.49,2.4414770918606643,3.2388269481403293
740,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,16,9.26,2.3282528397426234,3.043024810940588
741,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,17,8.92,2.2945529212967815,2.986636904613616
742,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,18,10.33,2.427454075039915,3.2140317359976396
743,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,19,6.63,2.0320878452963655,2.5748786379167465
744,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,20,7.46,2.135349173618132,2.7313000567495327
745,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,21,10.09,2.4060438013622756,3.176476034853718
746,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,22,10.01,2.3988039507345884,3.163858403911275
747,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,23,9.27,2.329227023940467,3.0446674695276656
748,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,24,6.41,2.0028304393079956,2.5317977802344327
749,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,25,10.78,2.4664031782234406,3.283291031876401
750,Expedition_80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,26,9.06,2.3085671646715933,3.0099833886584824
751,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,9.11,2.3135250330323798,3.018277654557314
752,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,12.28,2.5862591440482876,3.504283093587046
753,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,7.53,2.143589361503588,2.7440845468024486
754,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,8.54,2.255493485460195,2.9223278392404914
755,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,9.33,2.3350522831315472,3.054504869860253
756,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,10,2.3978952727983707,3.1622776601683795
757,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,11.74,2.5447466501440172,3.4263683398023628
758,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,9.83,2.382320061012899,3.1352830813181765
759,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,9.68,2.3683728335320486,3.111269837220809
760,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,10.5,2.4423470353692043,3.24037034920393
761,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,6.02,1.9487632180377197,2.453568829277059
762,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,10.56,2.4475508632442313,3.249615361854384
763,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,5.4,1.8562979903656263,2.32379000772445
764,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,7.88,2.1838015570040787,2.80713376952364
765,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,7.42,2.130609828254235,2.723967694375247
766,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,16,9.31,2.333114298028869,3.0512292604784714
767,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,17,7.8,2.174751721484161,2.792848008753788
768,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,18,8.56,2.25758772706331,2.925747767665559
769,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,19,8.24,2.2235418856535927,2.870540018881465
770,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,20,9.25,2.327277705584417,3.0413812651491097
771,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,21,8.76,2.278292400425001,2.9597297173897483
772,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,22,10.08,2.405141681319138,3.1749015732775088
773,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,23,3.95,1.599387576580599,1.9874606914351791
774,Expedition_81,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,24,10.9,2.4765384001174837,3.3015148038438356
775,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,7.95,2.191653532286764,2.819574435974337
776,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,4.9,1.7749523509116738,2.2135943621178655
777,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,5.45,1.864080130807681,2.3345235059857505
778,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,6.16,1.9685099809725544,2.4819347291981715
779,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,9.79,2.378619779270043,3.128897569432403
780,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,11.66,2.5384474167160302,3.4146742157927745
781,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,7.78,2.1724764076470255,2.7892651361962706
782,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,11.41,2.5185025992165158,3.3778691508109073
783,Expedition_82,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,9.17,2.3194422100604686,3.028200785945344
784,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,6.09,1.958685340544036,2.467792535850613
785,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,0,0,0
786,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,6.28,1.9851308622085946,2.5059928172283334
787,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,5.06,1.801709800081223,2.2494443758403984
788,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,5,6.53,2.018895041811802,2.5553864678361276
789,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,6,6.53,2.018895041811802,2.5553864678361276
790,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,7,4.91,1.776645831418007,2.215851980616034
791,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,8,6.45,2.0082140323914683,2.539685019840059
792,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,9,4.52,1.7083778602890038,2.1260291625469296
793,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,10,6.05,1.9530276168241774,2.4596747752497685
794,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,4.87,1.7698546338400052,2.2068076490713913
795,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,12,5.25,1.8325814637483102,2.29128784747792
796,Expedition_83,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,13,3.21,1.43746264769429,1.7916472867168918
797,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,6.66,2.0360119837525,2.5806975801127883
798,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,8.32,2.2321626286975,2.8844410203711917
799,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,7.73,2.166765369851511,2.7802877548915688
800,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,6.14,1.965712776351493,2.477902338672773
801,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,5,7.77,2.1713368063840917,2.787471972953271
802,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,6,7.23,2.1077860146889784,2.6888659319497505
803,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,7,8.05,2.2027647577118348,2.8372521918222215
804,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,8,6.12,1.9629077254238845,2.4738633753705965
805,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,9,3.37,1.4747630091074988,1.835755975068582
806,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,10,6.46,2.0095554142156695,2.541653005427767
807,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,7.8,2.174751721484161,2.792848008753788
808,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,12,4.7,1.7404661748405046,2.16794833886788
809,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,13,5.5,1.8718021769015913,2.345207879911715
810,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,14,5.49,1.8702625307159986,2.3430749027719964
811,Expedition_84,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,15,4.09,1.6272778305624314,2.0223748416156684
812,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,4.46,1.6974487897568136,2.1118712081942874
813,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,4.36,1.6789639750827108,2.08806130178211
814,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.11,1.809926773183504,2.2605309110914633
815,Expedition_85,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,5.21,1.8261608959453874,2.2825424421026654
816,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,6.3,1.9878743481543455,2.5099800796022267
817,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,7.72,2.1656192379208883,2.778488797889961
818,Expedition_86,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,3.45,1.4929040961781488,1.857417562100671
819,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,14.38,2.733067964077498,3.792097045171708
820,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,13.77,2.6925980965432883,3.7107950630558943
821,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,13.99,2.7073833121145063,3.7403208418530087
822,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,9.95,2.3933394562625097,3.1543620591175006
823,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,10.79,2.4672517145492794,3.2848135411313684
824,Expedition_87,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,10.42,2.435366204227864,3.2280024783137944
825,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,10.54,2.4458192610799534,3.246536616149585
826,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,11.38,2.5160822672564502,3.3734255586866
827,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,11.58,2.5321082512722946,3.402939905434711
828,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,10.85,2.47232786758114,3.2939338184001206
829,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,8.92,2.2945529212967815,2.986636904613616
830,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,11.87,2.554899021608035,3.4452866353904428
831,Expedition_88,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,8.65,2.2669579153508947,2.9410882339705484
832,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,10.3,2.424802725718295,3.2093613071762426
833,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,9.77,2.3767644911682972,3.1256999216175565
834,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,6.29,1.986503546020567,2.5079872407968904
835,Expedition_89,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,10.07,2.4042387467205457,3.1733263305244863
836,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,11.15,2.4973291697865574,3.3391615714128
837,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,12.16,2.5771819258971713,3.4871191548325386
838,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,11.24,2.50470927708418,3.352610922848042
839,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,12.57,2.6078614738467776,3.5454195802471675
840,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,8.24,2.2235418856535927,2.870540018881465
841,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,11.96,2.561867690924129,3.4583232931581165
842,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,10.99,2.4840729690394228,3.315116890850155
843,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,7.26,2.1114245875328868,2.694438717061496
844,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,5.79,1.9154509415706047,2.406241883103193
845,Expedition_90,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,4.21,1.6505798557652755,2.0518284528683193
846,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,13.12,2.647592232065096,3.6221540552549665
847,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,12.68,2.615934912194404,3.560898762952971
848,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,12.86,2.6290069937617573,3.5860842154082215
849,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,12.14,2.5756610130564646,3.4842502780368694
850,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,8.37,2.2375130962503307,2.8930952282978866
851,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,4.59,1.7209792871670078,2.142428528562855
852,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,6.21,1.9754689512968577,2.4919871588754225
853,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,8.66,2.2679936482244267,2.9427877939124323
854,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,5.32,1.843719208158766,2.3065125189341593
855,Expedition_91,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,6.13,1.9643112344262046,2.4758836806279896
856,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,10.32,2.4265710727750367,3.212475680841802
857,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,5.67,1.8976198599275322,2.3811761799581315
858,Expedition_92,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.61,1.724550719534605,2.147091055358389
859,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,9.78,2.377692565480851,3.127299154222378
860,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,11.33,2.512035317176253,3.366006535941367
861,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.6,1.7227665977411035,2.1447610589527217
862,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,11.29,2.5087859235779435,3.3600595232822883
863,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,9.78,2.377692565480851,3.127299154222378
864,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,11.29,2.5087859235779435,3.3600595232822883
865,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,13.28,2.658859956911438,3.6441734316577197
866,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,9.77,2.3767644911682972,3.1256999216175565
867,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,8.79,2.281361456542419,2.9647934160747185
868,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,10.93,2.4790562361098245,3.306055050963308
869,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,11.89,2.556451816951096,3.448187929913334
870,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,8.58,2.259677591982769,2.929163703175362
871,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,10.69,2.458733775483977,3.269556544854363
872,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,10.62,2.4527277514237653,3.2588341473600644
873,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,11.38,2.5160822672564502,3.3734255586866
874,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,10.05,2.402430427963762,3.170173496829472
875,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,11.09,2.492378664626701,3.3301651610693423
876,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,12.26,2.5847519847577165,3.5014282800023193
877,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,10.76,2.464703942470481,3.280243893371345
878,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,9.67,2.367436065313662,3.1096623610932426
879,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,10.25,2.4203681286504293,3.2015621187164243
880,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,11.24,2.50470927708418,3.352610922848042
881,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,11.85,2.553343811341229,3.442382895611701
882,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,7.52,2.1424163408412245,2.7422618401604177
883,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,6.82,2.05668455455722,2.6115129714401193
884,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,12.55,2.60638654732571,3.5425979167836705
885,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,11.75,2.5455312716044354,3.427827300200522
886,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,6.83,2.057962510002712,2.613426869074396
887,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,8.86,2.288486168614544,2.9765752132274432
888,Expedition_93,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,9.62,2.362739015813793,3.1016124838541645
889,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,7.65,2.157559320943788,2.7658633371878665
890,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,9.71,2.3711778844596574,3.116087290176577
891,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,9.46,2.347558458636777,3.0757112998459397
892,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,3.23,1.4422019930581866,1.797220075561143
893,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,11.84,2.552565298261815,3.4409301068170506
894,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,11.92,2.558776498354456,3.4525353003264136
895,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,12.66,2.614471854142644,3.558089374931439
896,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,9.94,2.392425796993835,3.152776554086889
897,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,10.52,2.444084655267745,3.243454948045371
898,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,10.95,2.4807312783775197,3.3090784215548594
899,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,10.46,2.4388627112865935,3.234192325759246
900,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,9.28,2.330200260027019,3.046309242345563
901,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,6.41,2.0028304393079956,2.5317977802344327
902,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,6.19,1.9726911717329554,2.487971060924946
903,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,7.01,2.080690761080268,2.6476404589747453
904,Expedition_94,Natural Population,2017,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,11.39,2.516889695641051,3.374907406137241
