ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,tip_distance,tip_distance_log,tip_distance_sqr
1488,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,8.43,2.2438960966453663,2.903446228191595
1489,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,8.61,2.262804222982201,2.9342801502242417
1490,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,7.9,2.186051276738094,2.8106938645110393
1493,MOBot_2014235,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,1,9.78,2.377692565480851,3.127299154222378
1494,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,12.45,2.598979106047848,3.52845575287547
1495,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,10.53,2.4449523342809676,3.24499614791759
1496,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,9.23,2.325324579963535,3.0380915061926625
1497,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,13.07,2.644044871126298,3.6152454965050436
1498,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6.16,1.9685099809725544,2.4819347291981715
1499,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,1,12.01,2.565718292524414,3.4655446902326914
1500,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,2,4.95,1.7833912195575383,2.224859546128699
1501,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,3,12.58,2.60859812213055,3.5468295701936396
1502,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,4,11.8,2.5494451709255714,3.4351128074635335
1503,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,5,7.61,2.152924318439639,2.7586228448267445
1504,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,8.99,2.301584592660462,2.99833287011299
1505,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,2.9,1.3609765531356006,1.70293863659264
1506,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,9.95,2.3933394562625097,3.1543620591175006
1507,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,4,9.1,2.3125354238472138,3.0166206257996713
1508,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,5,6.44,2.0068708488450007,2.5377155080899043
1509,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,1,5.96,1.9401794743463283,2.4413111231467406
1510,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,2,8.52,2.253394848803274,2.9189039038652846
1511,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,3,9.25,2.327277705584417,3.0413812651491097
1513,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,1,8.65,2.2669579153508947,2.9410882339705484
1514,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,2,10.72,2.4612967841488667,3.2741411087489802
1515,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,3,8.89,2.2915241456346207,2.981610303175115
1516,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,4,9.5,2.3513752571634776,3.082207001484488
1517,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,5,5.7,1.9021075263969205,2.3874672772626644
1518,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,1,12.47,2.6004649904222727,3.531288716601915
1520,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,10.15,2.411439497906128,3.1859064644147983
1521,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,4,6.45,2.0082140323914683,2.539685019840059
1523,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,12.44,2.5982353350950036,3.5270384177096794
1524,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,12.24,2.5832425505088623,3.4985711369071804
1525,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,12.15,2.5764217586237734,3.4856850115866753
1526,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,13.57,2.6789646202071133,3.6837480912787726
1527,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,11.84,2.552565298261815,3.4409301068170506
1528,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,14.11,2.715356776284648,3.7563279941985894
1529,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,13.94,2.7040421797046714,3.7336309405188937
1530,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,13.7,2.6878474937846906,3.7013511046643495
1531,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,15.05,2.775708849576025,3.8794329482541645
1532,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,14.53,2.7427736371605955,3.8118237105091834
1533,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,1,6.04,1.951608170169951,2.4576411454889016
1534,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,2,6.73,2.0451088625993306,2.5942243542145698
1536,MOBot_2265147,Herbarium,1970,Africa,mainland,NA,NA,NA,NA,1,4.36,1.6789639750827108,2.08806130178211
1537,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,1,8.69,2.2710944259026746,2.947880594596735
1538,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,2,9.13,2.315501318260592,3.0215889859476257
1539,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,3,9.29,2.331172549845958,3.047950130825634
1540,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,4,8.98,2.300583090323373,2.9966648127543394
1541,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,5,7.6,2.151762203259462,2.756809750418044
1542,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,1,10.76,2.464703942470481,3.280243893371345
1543,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,2,14.04,2.7107133185216936,3.746998799039039
1544,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,3,15.82,2.822568654544802,3.9774363602702683
1545,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,4,13.3,2.6602595372658615,3.646916505762094
1546,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,5,9.32,2.334083760053417,3.0528675044947495
1547,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,1,6.07,1.9558604799084813,2.463736998950984
1548,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,2,8.9,2.2925347571405443,2.9832867780352594
1549,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,3,6.14,1.965712776351493,2.477902338672773
1550,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,4,6.14,1.965712776351493,2.477902338672773
1551,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,5,6.89,2.065596134857783,2.6248809496813372
1552,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,1,0,0,0
1553,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,2,0,0,0
1554,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,3,0,0,0
1555,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,4,0,0,0
1556,HUH_10180,Herbarium,1922,South America,mainland,NA,NA,NA,NA,5,9.62,2.362739015813793,3.1016124838541645
1559,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,3,8.18,2.217027204632399,2.8600699292150185
1560,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,4,8.56,2.25758772706331,2.925747767665559
1561,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,5,8.6,2.2617630984737906,2.932575659723036
1562,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,1,12.15,2.5764217586237734,3.4856850115866753
1563,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,2,10.75,2.463853240590168,3.278719262151
1564,HUH_291,Herbarium,1930,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,10,2.3978952727983707,3.1622776601683795
1566,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,2,10.56,2.4475508632442313,3.249615361854384
1567,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,10.47,2.4397349311412793,3.2357379374726873
1569,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,5,11.1,2.4932054526026954,3.331666249791536
1570,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,1,5.51,1.873339456220478,2.3473389188611002
1571,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,2,8.18,2.217027204632399,2.8600699292150185
1572,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,3,5.68,1.8991179875485542,2.3832750575625967
1573,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,4,8.88,2.2905125117597764,2.979932885150268
1574,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,5,8.1,2.2082744135228043,2.8460498941515415
1575,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,10.02,2.3997118037247684,3.1654383582688825
1576,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,10.88,2.474856313934499,3.2984845004941286
1577,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,10.57,2.448415541205585,3.2511536414017717
1578,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,1,6.96,2.0744289998562917,2.6381811916545836
1579,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,2,8.67,2.269028309465203,2.9444863728670914
1580,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,3,9.1,2.3125354238472138,3.0166206257996713
1581,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,4,6.51,2.0162354657760435,2.5514701644346145
1582,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,1,10.14,2.410542234499138,3.184336665618132
1583,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,2,11.74,2.5447466501440172,3.4263683398023628
1584,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,3,10.33,2.427454075039915,3.2140317359976396
1585,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,4,15.5,2.803360380906535,3.9370039370059056
1586,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,5,12.16,2.5771819258971713,3.4871191548325386
1587,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,1,10.62,2.4527277514237653,3.2588341473600644
1588,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,2,10.85,2.47232786758114,3.2939338184001206
1589,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,3,8.02,2.199444334074532,2.831960451701259
1590,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,4,10.62,2.4527277514237653,3.2588341473600644
1593,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,3,7.84,2.179286876649552,2.8
1594,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,1,5.17,1.8196988379172965,2.2737634001804143
1595,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,2,3.3,1.4586150226995167,1.816590212458495
1596,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,3,4.32,1.6714733033535532,2.078460969082653
1597,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,4,5.95,1.9387416595767009,2.4392621835300936
1598,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,5,6.46,2.0095554142156695,2.541653005427767
1599,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,1,15.01,2.773213527008623,3.874274125562103
1600,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,2,9.04,2.306577114263583,3.0066592756745814
1603,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,5,12.31,2.58851563240702,3.508560958569767
1604,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,1,7.62,2.154085084675602,2.760434748368452
1605,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,2,7.49,2.138889000323256,2.7367864366808017
1606,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,3,10.84,2.4714836294558595,3.2924155266308657
1607,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,4,11.61,2.534490149976828,3.407345007480164
1608,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,5,11.15,2.4973291697865574,3.3391615714128
1610,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,2,6.36,1.9960599327407849,2.5219040425836985
1611,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,3,8.34,2.234306252240751,2.8879058156387303
1613,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,5,5.32,1.843719208158766,2.3065125189341593
1614,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,9.51,2.3523271848888596,3.083828789021855
1615,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,2,9.51,2.3523271848888596,3.083828789021855
1616,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,3,9.13,2.315501318260592,3.0215889859476257
1617,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,4,8.63,2.2648832258100344,2.9376861643136762
1618,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,5,9.28,2.330200260027019,3.046309242345563
1621,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,3,5.23,1.8293763327993617,2.2869193252058544
1622,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,4,4.44,1.6937790608678513,2.1071307505705477
1624,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,1,6.41,2.0028304393079956,2.5317977802344327
1625,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,2,5.62,1.890095369948917,2.3706539182259396
1626,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,3,6.58,2.0255131996542803,2.565151067676132
1627,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,1,9.58,2.3589654264301534,3.095157508108432
1628,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,2,9.68,2.3683728335320486,3.111269837220809
1629,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,3,9.47,2.3485140248824456,3.0773365106858237
1630,HUH_1492,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,8.34,2.234306252240751,2.8879058156387303
1631,HUH_1492,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,2,7.75,2.169053700369523,2.7838821814150108
1632,HUH_1448,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,7.09,2.0906287310704004,2.6627053911388696
1633,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,1,12.43,2.5974910105351463,3.5256205127608387
1634,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,2,11.9,2.5572273113676265,3.449637662132068
1635,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,3,11.76,2.546315277916644,3.4292856398964493
1636,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,4,10.11,2.4078456036515385,3.179622619116929
1637,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,5,12.58,2.60859812213055,3.5468295701936396
1638,HUH_8352,Herbarium,1932,North_Central America,island,other,Clarion Island,NA,NA,6,10.21,2.4168062370840686,3.1953090617340916
1639,HUH_8352,Herbarium,1932,North_Central America,island,other,Clarion Island,NA,NA,7,9.74,2.3739750890807185,3.120897306865447
1640,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,1,9.69,2.3693087250369538,3.1128764832546763
1641,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,2,10.07,2.4042387467205457,3.1733263305244863
1642,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,3,10.09,2.4060438013622756,3.176476034853718
1643,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,4,9.17,2.3194422100604686,3.028200785945344
1644,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,5,11.85,2.553343811341229,3.442382895611701
1645,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,1,6.06,1.9544450515051506,2.4617067250182343
1646,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,2,5.33,1.8453002361560848,2.3086792761230392
1647,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,3,6.4,2.0014800002101243,2.5298221281347035
1648,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,4,5.92,1.9344157696295783,2.4331050121192876
1649,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,5,6.39,2.0001277349601105,2.5278449319529077
1650,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,1,7.45,2.134166441369082,2.7294688127912363
1651,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,2,9.02,2.3045830956567186,3.003331483536241
1652,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,3,7.35,2.122261538862764,2.711088342345192
1653,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,12.85,2.6282852326333477,3.5846896657869842
1655,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,14.6,2.747270914255491,3.82099463490856
1656,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,13.86,2.698673039289613,3.722902093797257
1657,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,13.84,2.6973262377392344,3.7202150475476548
1658,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,6,13.86,2.698673039289613,3.722902093797257
1660,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,2,10.55,2.446685436967803,3.248076353782343
1661,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,3,10.95,2.4807312783775197,3.3090784215548594
1662,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,4,12.02,2.5664866367804233,3.4669871646719432
1663,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,5,10.81,2.468946630209271,3.2878564445547194
1664,CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,1,9.74,2.3739750890807185,3.120897306865447
1666,CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,3,9.9,2.388762789235098,3.146426544510455
1670,CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,7,8.24,2.2235418856535927,2.870540018881465
1674,CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,4,4.02,1.6134299337036377,2.004993765576342
1675,CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,5,5.17,1.8196988379172965,2.2737634001804143
1678,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,1,7.62,2.154085084675602,2.760434748368452
1679,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,2,5.68,1.8991179875485542,2.3832750575625967
1680,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,3,4.38,1.682688374173693,2.092844953645635
1681,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,4,9.27,2.329227023940467,3.0446674695276656
1682,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,5,7.47,2.136530508663963,2.7331300737432898
1683,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,6,7.71,2.1644717908644115,2.7766886753829643
1684,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,7,8.29,2.2289385528257473,2.8792360097775935
1685,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,8,8.59,2.2607208888953467,2.930870177950569
1687,CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,10,6.6,2.028148247292285,2.569046515733026
1688,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,1,9.98,2.3960754360813845,3.159113799786263
1689,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,2,11.18,2.4997952622817508,3.3436506994600976
1690,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,3,10.92,2.4782176616372036,3.304542328371661
1693,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,6,5.12,1.8115620965242347,2.262741699796952
1695,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,8,7.32,2.1186622548331173,2.705549851693737
1696,CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,0,9,10.68,2.457877977400081,3.2680269276736382
1698,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,1,11.18,2.4997952622817508,3.3436506994600976
1699,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,2,11.5,2.5257286443082556,3.391164991562634
1700,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,3,11.01,2.485739636091892,3.3181320046074116
1701,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,4,7.32,2.1186622548331173,2.705549851693737
1702,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,5,10.72,2.4612967841488667,3.2741411087489802
1703,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,6,9.26,2.3282528397426234,3.043024810940588
1704,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,7,12.17,2.5779415157551897,3.4885527085024814
1705,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,8,4.48,1.7011051009599243,2.1166010488516727
1706,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,9,5.88,1.9286186519452522,2.4248711305964283
1707,CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,10,11.57,2.531313022602156,3.4014702703389896
1708,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,1,10.99,2.4840729690394228,3.315116890850155
1709,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,2,11.64,2.5368663887187113,3.411744421846396
1710,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,3,10.99,2.4840729690394228,3.315116890850155
1711,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,4,11.89,2.556451816951096,3.448187929913334
1712,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,5,8.75,2.277267285009756,2.958039891549808
1714,CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,7,13.63,2.683074215032033,3.6918829883949464
1716,CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,0,1,10.33,2.427454075039915,3.2140317359976396
1717,CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,0,2,15.09,2.7781979610042917,3.8845849199110063
1720,CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,0,5,7.08,2.089391872533004,2.6608269391300143
1721,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,7.35,2.122261538862764,2.711088342345192
1722,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,6.74,2.046401687601636,2.596150997149434
1723,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,6.33,1.9919755158985601,2.515949125081825
1724,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,5.79,1.9154509415706047,2.406241883103193
1725,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,7.1,2.0918640616783932,2.6645825188948455
1726,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,5.2,1.824549292051046,2.280350850198276
1727,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,5.51,1.873339456220478,2.3473389188611002
1728,CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.42,2.004179057179289,2.5337718918639855
1730,CAS_34024,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,1,16.15,2.8419981736119486,4.018706259482023
1731,CAS_34024,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,2,10.23,2.418588768750352,3.1984371183438953
1732,CAS_34024,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,3,12.44,2.5982353350950036,3.5270384177096794
1733,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,1,8.51,2.252343876557299,2.9171904291629644
1734,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,2,8.07,2.2049722641270453,2.8407745422683583
1735,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,3,8.65,2.2669579153508947,2.9410882339705484
1736,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,4,11.39,2.516889695641051,3.374907406137241
1737,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,5,10.36,2.4300984132930052,3.2186953878862163
1738,CAS_461175,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,6,10.62,2.4527277514237653,3.2588341473600644
