ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,depth,depth_log,depth_sqr
1312,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,15,4.15,1.423108334242607,2.0371548787463363
1313,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,16,3,1.0986122886681098,1.7320508075688772
1314,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,4.45,1.4929040961781488,2.1095023109728985
1315,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,4.25,1.4469189829363254,2.0615528128088303
1316,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,4.45,1.4929040961781488,2.1095023109728985
1317,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,4.95,1.599387576580599,2.224859546128699
1318,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,21,3.9,1.3609765531356006,1.9748417658131499
1319,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,22,4.75,1.55814461804655,2.179449471770337
1320,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,23,5.45,1.6956156086751528,2.3345235059857505
1321,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,4.4,1.4816045409242156,2.0976176963403033
1322,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,25,4.65,1.536867219599265,2.1563858652847827
1323,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,26,4.9,1.589235205116581,2.2135943621178655
1324,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,4.8,1.5686159179138452,2.1908902300206643
1325,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,4.9,1.589235205116581,2.2135943621178655
1326,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,3.2,1.1631508098056809,1.7888543819998317
1327,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,4.65,1.536867219599265,2.1563858652847827
1328,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,4.6,1.5260563034950492,2.1447610589527217
1329,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,4.8,1.5686159179138452,2.1908902300206643
1330,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,33,4.45,1.4929040961781488,2.1095023109728985
1331,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,34,4.05,1.3987168811184478,2.0124611797498106
1332,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,5.3,1.667706820558076,2.3021728866442674
1333,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,36,3,1.0986122886681098,1.7320508075688772
1334,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,37,4.15,1.423108334242607,2.0371548787463363
1335,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,38,3.65,1.2947271675944,1.91049731745428
1336,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,39,4.1,1.410986973710262,2.0248456731316584
1337,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,40,4.7,1.547562508716013,2.16794833886788
1338,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,41,3.45,1.2383742310432684,1.857417562100671
1339,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,42,4.75,1.55814461804655,2.179449471770337
1340,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,43,3.65,1.2947271675944,1.91049731745428
1341,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,44,4.5,1.5040773967762742,2.1213203435596424
1342,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,45,5.05,1.6193882432872684,2.247220505424423
1343,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,46,4.25,1.4469189829363254,2.0615528128088303
1344,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,47,4.55,1.5151272329628591,2.1330729007701543
1345,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,1,5.95,1.7833912195575383,2.4392621835300936
1346,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,2,6.55,1.8794650496471605,2.5592967784139455
1347,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,3,5.4,1.6863989535702288,2.32379000772445
1348,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,4,5.1,1.62924053973028,2.258317958127243
1349,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,5,5.6,1.7227665977411035,2.3664319132398464
1350,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,6,6.5,1.8718021769015913,2.5495097567963922
1351,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,7,7.65,2.0347056478384444,2.7658633371878665
1352,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,8,7,1.9459101490553132,2.6457513110645907
1353,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,1,5.5,1.7047480922384253,2.345207879911715
1354,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,2,5.1,1.62924053973028,2.258317958127243
1355,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,3,5.15,1.6389967146756448,2.2693611435820435
1356,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,4,5.7,1.7404661748405046,2.3874672772626644
1357,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,5,5.2,1.6486586255873816,2.280350850198276
1358,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,6,5.8,1.7578579175523736,2.4083189157584592
1359,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,7,5.05,1.6193882432872684,2.247220505424423
1360,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,8,4.9,1.589235205116581,2.2135943621178655
1361,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,9,6.05,1.80005827204275,2.4596747752497685
1362,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,10,5.1,1.62924053973028,2.258317958127243
1363,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,11,5.6,1.7227665977411035,2.3664319132398464
1364,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,12,5.85,1.766441661243765,2.4186773244895647
1365,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,13,5,1.6094379124341003,2.23606797749979
1366,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,14,4.95,1.599387576580599,2.224859546128699
1367,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,15,5.45,1.6956156086751528,2.3345235059857505
1368,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,16,6,1.791759469228055,2.449489742783178
1369,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,17,5,1.6094379124341003,2.23606797749979
1370,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,18,4.15,1.423108334242607,2.0371548787463363
1371,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,19,5.45,1.6956156086751528,2.3345235059857505
1372,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,20,4.3,1.4586150226995167,2.073644135332772
1373,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,21,6.6,1.8870696490323797,2.569046515733026
1374,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,22,5.65,1.7316555451583497,2.3769728648009427
1375,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,23,5.1,1.62924053973028,2.258317958127243
1376,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,24,5.1,1.62924053973028,2.258317958127243
1377,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,25,5.1,1.62924053973028,2.258317958127243
1378,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,26,5.15,1.6389967146756448,2.2693611435820435
1379,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,27,5.2,1.6486586255873816,2.280350850198276
1380,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,28,6,1.791759469228055,2.449489742783178
1381,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,29,4.25,1.4469189829363254,2.0615528128088303
1382,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,30,4.7,1.547562508716013,2.16794833886788
1383,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,31,5.5,1.7047480922384253,2.345207879911715
1384,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,1,4.8,1.5686159179138452,2.1908902300206643
1385,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,2,5.05,1.6193882432872684,2.247220505424423
1386,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,3,5.8,1.7578579175523736,2.4083189157584592
1387,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,4,6.1,1.8082887711792655,2.4698178070456938
1388,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,5,5.85,1.766441661243765,2.4186773244895647
1389,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,6,5,1.6094379124341003,2.23606797749979
1390,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,7,5.25,1.6582280766035324,2.29128784747792
1391,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,8,5.95,1.7833912195575383,2.4392621835300936
1392,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,9,5.6,1.7227665977411035,2.3664319132398464
1393,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,10,5.65,1.7316555451583497,2.3769728648009427
1394,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,11,4.6,1.5260563034950492,2.1447610589527217
1395,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,12,5.3,1.667706820558076,2.3021728866442674
1396,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,13,3.9,1.3609765531356006,1.9748417658131499
1397,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,14,4.95,1.599387576580599,2.224859546128699
1398,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,15,4.85,1.5789787049493917,2.202271554554524
1399,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,16,4.75,1.55814461804655,2.179449471770337
1400,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,17,4.5,1.5040773967762742,2.1213203435596424
1401,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,18,4.2,1.4350845252893227,2.04939015319192
1402,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,19,4.7,1.547562508716013,2.16794833886788
1403,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,20,5.05,1.6193882432872684,2.247220505424423
1404,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,21,5,1.6094379124341003,2.23606797749979
1405,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,22,4.9,1.589235205116581,2.2135943621178655
1406,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,23,4.7,1.547562508716013,2.16794833886788
1407,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,24,4.75,1.55814461804655,2.179449471770337
1408,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,25,5.65,1.7316555451583497,2.3769728648009427
1409,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,26,4.75,1.55814461804655,2.179449471770337
1410,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,27,4.85,1.5789787049493917,2.202271554554524
1411,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,28,4.8,1.5686159179138452,2.1908902300206643
1412,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,29,5.25,1.6582280766035324,2.29128784747792
1413,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,30,4.75,1.55814461804655,2.179449471770337
1414,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,31,4.4,1.4816045409242156,2.0976176963403033
1415,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,32,4.8,1.5686159179138452,2.1908902300206643
1416,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,33,4.9,1.589235205116581,2.2135943621178655
1417,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,34,4.65,1.536867219599265,2.1563858652847827
1418,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,35,5.1,1.62924053973028,2.258317958127243
1419,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,36,5.35,1.6770965609079151,2.3130067012440754
1420,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,37,6.2,1.824549292051046,2.4899799195977463
1421,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,38,5,1.6094379124341003,2.23606797749979
1422,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,39,5.35,1.6770965609079151,2.3130067012440754
1423,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,40,5.25,1.6582280766035324,2.29128784747792
1424,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,41,5.7,1.7404661748405046,2.3874672772626644
1425,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,42,5.05,1.6193882432872684,2.247220505424423
1426,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,1,3.57,1.2725655957915476,1.8894443627691184
1427,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,2,3.51,1.2556160374777743,1.8734993995195195
1428,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,3,3.72,1.3137236682850553,1.9287301521985911
1429,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,4,3.46,1.2412685890696329,1.8601075237738274
1430,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,5,3.47,1.244154593958768,1.862793601019716
1431,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,1,4.78,1.5644405465033646,2.186321110907545
1432,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,2,4.66,1.5390154481375546,2.1587033144922905
1433,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,3,4.12,1.415853163361435,2.029778313018444
1434,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,4,4.49,1.501852701754163,2.118962010041709
1435,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,5,4.7,1.547562508716013,2.16794833886788
1436,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,1,4.45,1.4929040961781488,2.1095023109728985
1437,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,2,3.99,1.3837912309017721,1.997498435543818
1438,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,3,4.22,1.4398351280479205,2.0542638584174138
1439,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,4,3.47,1.244154593958768,1.862793601019716
1440,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,5,4.1,1.410986973710262,2.0248456731316584
1441,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,1,3.35,1.208960345836975,1.8303005217723127
1442,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,2,3.26,1.1817271953786161,1.8055470085267789
1443,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,3,4.36,1.472472057360943,2.08806130178211
1444,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,4,4.25,1.4469189829363254,2.0615528128088303
1445,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,5,2.87,1.0543120297715298,1.6941074346097416
1446,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,5.32,1.6714733033535532,2.3065125189341593
1447,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,5.56,1.715598108262491,2.3579652245103193
1448,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,4.27,1.451613827240533,2.0663978319771825
1449,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,4.97,1.6034198401085373,2.2293496809607953
1450,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,5,4.05,1.3987168811184478,2.0124611797498106
1451,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,5.22,1.6524974018945473,2.2847319317591723
1452,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,2,4.75,1.55814461804655,2.179449471770337
1453,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,3,4.73,1.5539252025038417,2.1748563170931545
1454,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,4,4.54,1.5129270120532565,2.130727575266252
1455,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,5,4.23,1.4422019930581866,2.0566963801203135
1456,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,1,3.71,1.3110318766193438,1.9261360284258222
1457,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,2,2.98,1.091923300517313,1.7262676501632068
1458,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,3,2.56,0.9400072584914712,1.6
1459,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,4,3.16,1.1505720275988207,1.7776388834631178
1460,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,5,2.82,1.0367368849500223,1.6792855623746665
1461,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,4.31,1.4609379041156563,2.0760539492026693
1462,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,4.72,1.5518087995974639,2.172556098240043
1463,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,3.58,1.275362800412609,1.8920887928424501
1464,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,3.19,1.1600209167967532,1.786057109949175
1465,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,3.97,1.3787660946990992,1.9924858845171276
1466,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,3.83,1.3428648031925547,1.9570385790780926
1467,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,3.78,1.3297240096314962,1.944222209522358
1468,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,4.09,1.4085449700547104,2.0223748416156684
1469,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,3.77,1.3270750014599193,1.9416487838947598
1470,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,4.6,1.5260563034950492,2.1447610589527217
1471,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,5.15,1.6389967146756448,2.2693611435820435
1472,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,4.46,1.4951487660319727,2.1118712081942874
1473,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,5.03,1.6154199841116479,2.2427661492005804
1474,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,4.41,1.4838746894587547,2.1
1475,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,1,3.8,1.33500106673234,1.9493588689617927
1476,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,2,3.19,1.1600209167967532,1.786057109949175
1477,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,3,3.73,1.3164082336557241,1.9313207915827966
1478,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,4.33,1.4655675420143985,2.080865204668481
1479,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,3.03,1.1085626195212777,1.740689518552921
1480,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,3,4.67,1.541159071680806,2.1610182784974308
1481,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,1,3.5,1.252762968495368,1.8708286933869707
1482,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,2,3.32,1.199964782928397,1.8220867158288598
1483,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,3,3.83,1.3428648031925547,1.9570385790780926
1484,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,4,3.75,1.3217558399823195,1.9364916731037085
1485,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,5,2.97,1.0885619528146082,1.7233687939614086
1486,MOBot_3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,3.95,1.3737155789130306,1.9874606914351791
1487,MOBot_3655802,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,3.63,1.2892326482767593,1.905255888325765
1488,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,4.26,1.449269160281279,2.0639767440550294
1489,MOBot_5695338,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,4.22,1.4398351280479205,2.0542638584174138
1490,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,5.5,1.7047480922384253,2.345207879911715
1491,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,2,3.68,1.3029127521808397,1.9183326093250879
1492,MOBot_2920135,Herbarium,1979,South America,mainland,NA,NA,NA,NA,3,4.92,1.5933085305042167,2.2181073012818833
1493,MOBot_2014235,Herbarium,1932,South America,island,Galapagos,Galapagos,Isabela,1,1,4.53,1.5107219394949427,2.1283796653792764
1494,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,4.23,1.4422019930581866,2.0566963801203135
1495,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,4.5,1.5040773967762742,2.1213203435596424
1496,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,3.81,1.3376291891386096,1.9519221295943134
1497,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,4.54,1.5129270120532565,2.130727575266252
1498,MOBot_1984525,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,3.51,1.2556160374777743,1.8734993995195195
1499,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,1,6.48,1.8687205103641833,2.545584412271571
1500,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,2,3.99,1.3837912309017721,1.997498435543818
1501,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,3,6.23,1.8293763327993617,2.495996794869737
1502,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,4,5.54,1.7119945007591924,2.353720459187964
1503,MOBot_2809643,Herbarium,1975,North_Central America,island,other,"Munro Co., Big Coppett Key, Monroe Co",NA,NA,5,4.69,1.545432582458188,2.1656407827707715
1504,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,4.17,1.4279160358107101,2.0420577856662137
1505,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,2.97,1.0885619528146082,1.7233687939614086
1506,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,4.73,1.5539252025038417,2.1748563170931545
1507,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,4,4.31,1.4609379041156563,2.0760539492026693
1508,MOBot_1734712,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,5,4.22,1.4398351280479205,2.0542638584174138
1509,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,1,4.2,1.4350845252893227,2.04939015319192
1510,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,2,3.92,1.366091653802371,1.9798989873223332
1511,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,3,4.72,1.5518087995974639,2.172556098240043
1512,MOBot_1974094,Herbarium,1968,North_Central America,island,other,"Key Biscayne, Dade Co, Florida",NA,NA,4,4.72,1.5518087995974639,2.172556098240043
1513,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,1,4.06,1.4011829736136412,2.0149441679609885
1514,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,2,5.38,1.682688374173693,2.3194827009486403
1515,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,3,4.39,1.47932922708708,2.0952326839756963
1516,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,4,4.25,1.4469189829363254,2.0615528128088303
