ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,depth,depth_log,depth_sqr
4064,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.64,1.2919836816486494,1.9078784028338913
4065,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.61,1.2837077723447896,1.9
4066,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.08,1.4060969884160703,2.0199009876724157
4067,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.69,1.3056264580524357,1.9209372712298547
4068,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.67,1.3001916620664788,1.9157244060668017
4069,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.4,1.4816045409242156,2.0976176963403033
4070,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.47,1.244154593958768,1.862793601019716
4071,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.89,1.358409157630355,1.972308292331602
4072,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.7,1.308332819650179,1.9235384061671346
4073,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.71,1.5496879080283263,2.1702534414210706
4074,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.22,1.4398351280479205,2.0542638584174138
4075,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.67,1.541159071680806,2.1610182784974308
4076,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.23,1.4422019930581866,2.0566963801203135
4077,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.19,1.1600209167967532,1.786057109949175
4078,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.05,1.3987168811184478,2.0124611797498106
4079,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,4.28,1.4539530095937054,2.06881608655772
4080,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,3.93,1.3686394258811698,1.982422760159901
4081,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,3.99,1.3837912309017721,1.997498435543818
4082,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,4.06,1.4011829736136412,2.0149441679609885
4083,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,3.42,1.2296405510745139,1.849324200890693
4084,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,16,4.04,1.3962446919730587,2.009975124224178
4085,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,17,3.88,1.355835153635182,1.969771560359221
4086,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,18,3.9,1.3609765531356006,1.9748417658131499
4087,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,19,3.45,1.2383742310432684,1.857417562100671
4088,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,20,3.42,1.2296405510745139,1.849324200890693
4089,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,21,4.18,1.430311246536665,2.0445048300260873
4090,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,22,3.68,1.3029127521808397,1.9183326093250879
4091,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,23,3.34,1.205970806988609,1.8275666882497066
4092,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.23,1.4422019930581866,2.0566963801203135
4093,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.45,1.2383742310432684,1.857417562100671
4094,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.15,1.423108334242607,2.0371548787463363
4095,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.8,1.33500106673234,1.9493588689617927
4096,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.64,1.2919836816486494,1.9078784028338913
4097,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.89,1.358409157630355,1.972308292331602
4098,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.97,1.3787660946990992,1.9924858845171276
4099,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.68,1.3029127521808397,1.9183326093250879
4100,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.69,1.3056264580524357,1.9209372712298547
4101,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.11,1.4134230285081433,2.0273134932713295
4102,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.16,1.425515074273172,2.039607805437114
4103,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.02,1.3912819026309295,2.004993765576342
4104,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.21,1.43746264769429,2.0518284528683193
4105,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,2.62,0.9631743177730056,1.6186414056238645
4106,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.23,1.172482137234565,1.797220075561143
4107,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.68,1.3029127521808397,1.9183326093250879
4108,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,2.97,1.0885619528146082,1.7233687939614086
4109,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.16,1.1505720275988207,1.7776388834631178
4110,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.86,1.3506671834767394,1.96468827043885
4111,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,3.93,1.3686394258811698,1.982422760159901
4112,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,3.84,1.3454723665996355,1.9595917942265424
4113,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,3.55,1.2669476034873244,1.8841443681416772
4114,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,3.72,1.3137236682850553,1.9287301521985911
4115,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,3.15,1.1474024528375417,1.7748239349298849
4116,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,16,2.88,1.0577902941478545,1.697056274847714
4117,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,17,3.3,1.1939224684724346,1.816590212458495
4118,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,18,3.41,1.2267122912954254,1.8466185312619388
4119,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,19,1.92,0.6523251860396901,1.3856406460551018
4120,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.21,1.1662709371419244,1.7916472867168918
4121,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.98,1.3812818192963463,1.9949937343260002
4122,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.88,1.5851452198650557,2.209072203437452
4123,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.64,1.534714366238164,2.1540659228538015
4124,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.98,1.6054298910365616,2.23159136044214
4125,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.59,1.5238800240724537,2.142428528562855
4126,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,2.6,0.9555114450274363,1.61245154965971
4127,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.24,1.4445632692438664,2.0591260281974
4128,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,1.79,0.5822156198526637,1.3379088160259651
4129,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.39,1.47932922708708,2.0952326839756963
4130,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,3.89,1.358409157630355,1.972308292331602
4131,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,4.3,1.4586150226995167,2.073644135332772
4132,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,4.68,1.5432981099295553,2.1633307652783933
4133,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,4.52,1.5085119938441398,2.1260291625469296
4134,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,4.59,1.5238800240724537,2.142428528562855
4135,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,16,3.85,1.3480731482996928,1.9621416870348585
4136,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,17,4.8,1.5686159179138452,2.1908902300206643
4137,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,18,4.04,1.3962446919730587,2.009975124224178
4138,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,19,3.62,1.2864740258376797,1.9026297590440449
4139,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,20,4.4,1.4816045409242156,2.0976176963403033
4140,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,21,4.74,1.556037135706985,2.177154105707724
4141,Florida_225,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,22,4.49,1.501852701754163,2.118962010041709
4142,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.94,1.5973653311998313,2.222611077089287
4143,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.37,1.4747630091074988,2.090454496036687
4144,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.44,1.4906543764441336,2.1071307505705477
4145,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.9,1.3609765531356006,1.9748417658131499
4146,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.75,1.3217558399823195,1.9364916731037085
4147,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.4,1.4816045409242156,2.0976176963403033
4148,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.73,1.3164082336557241,1.9313207915827966
4149,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.41,1.4838746894587547,2.1
4150,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.96,1.601405740736836,2.227105745132009
4151,Florida_226,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.67,1.541159071680806,2.1610182784974308
4152,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.34,1.4678743481123135,2.083266665599966
4153,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.12,1.415853163361435,2.029778313018444
4154,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.29,1.4562867329399256,2.071231517720798
4155,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.36,1.2119409739751128,1.833030277982336
4156,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.98,1.3812818192963463,1.9949937343260002
4157,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.25,1.1786549963416462,1.8027756377319946
4158,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.57,1.5195132049061133,2.137755832643195
4159,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.77,1.3270750014599193,1.9416487838947598
4160,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.12,1.415853163361435,2.029778313018444
4161,Florida_227,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.78,1.3297240096314962,1.944222209522358
4162,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.62,1.2864740258376797,1.9026297590440449
4163,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.4,1.4816045409242156,2.0976176963403033
4164,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.86,1.3506671834767394,1.96468827043885
4165,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.89,1.358409157630355,1.972308292331602
4166,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.85,1.3480731482996928,1.9621416870348585
4167,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.19,1.4327007339340465,2.046948949045872
4168,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.98,1.3812818192963463,1.9949937343260002
4169,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.59,1.2781522025001875,1.8947295321496416
4170,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.31,1.4609379041156563,2.0760539492026693
4171,Florida_228,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.15,1.1474024528375417,1.7748239349298849
4172,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.92,1.5933085305042167,2.2181073012818833
4173,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.37,1.4747630091074988,2.090454496036687
4174,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.08,1.4060969884160703,2.0199009876724157
4175,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.02,1.6134299337036377,2.240535650240808
4176,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.33,1.673351238177753,2.3086792761230392
4177,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.82,1.572773928062509,2.195449840010015
4178,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.01,1.6114359150967734,2.238302928559939
4179,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.93,1.5953389880545987,2.2203603311174516
4180,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.09,1.6272778305624314,2.2561028345356955
4181,Florida_229,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.23,1.4422019930581866,2.0566963801203135
4182,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4,1.3862943611198906,2
4183,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.96,1.3762440252663892,1.98997487421324
4184,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.76,1.324418957401803,1.9390719429665315
4185,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.69,1.3056264580524357,1.9209372712298547
4186,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.89,1.358409157630355,1.972308292331602
4187,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.83,1.3428648031925547,1.9570385790780926
4188,Florida_230,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,2.86,1.0508216248317612,1.6911534525287764
4189,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.95,1.3737155789130306,1.9874606914351791
4190,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.18,1.430311246536665,2.0445048300260873
4191,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.4,1.4816045409242156,2.0976176963403033
4192,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.14,1.4206957878372228,2.0346989949375804
4193,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.96,1.3762440252663892,1.98997487421324
4194,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.99,1.3837912309017721,1.997498435543818
4195,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.78,1.5644405465033646,2.186321110907545
4196,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.06,1.4011829736136412,2.0149441679609885
4197,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.33,1.4655675420143985,2.080865204668481
4198,Florida_231,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.59,1.5238800240724537,2.142428528562855
4199,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.72,1.3137236682850553,1.9287301521985911
4200,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.56,1.269760544863939,1.8867962264113207
4201,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.63,1.2892326482767593,1.905255888325765
4202,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.78,1.3297240096314962,1.944222209522358
4203,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.08,1.1249295969854831,1.7549928774784245
4204,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.51,1.2556160374777743,1.8734993995195195
4205,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.42,1.2296405510745139,1.849324200890693
4206,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.45,1.2383742310432684,1.857417562100671
4207,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.36,1.2119409739751128,1.833030277982336
4208,Florida_232,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.51,1.2556160374777743,1.8734993995195195
4209,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.33,1.4655675420143985,2.080865204668481
4210,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.21,1.43746264769429,2.0518284528683193
4211,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.13,1.1410330045520618,1.7691806012954132
4212,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.99,1.3837912309017721,1.997498435543818
4213,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.51,1.2556160374777743,1.8734993995195195
4214,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.44,1.235471471385307,1.8547236990991407
4215,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.15,1.1474024528375417,1.7748239349298849
4216,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,2.51,0.9202827531436925,1.5842979517754858
4217,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.13,1.1410330045520618,1.7691806012954132
4218,Florida_233,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,2.75,1.0116009116784799,1.6583123951777
4219,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.9,1.589235205116581,2.2135943621178655
4220,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.66,1.297463147413275,1.9131126469708992
4221,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.55,1.5151272329628591,2.1330729007701543
4222,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.31,1.4609379041156563,2.0760539492026693
4223,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.74,1.3190856114264407,1.9339079605813716
4224,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.93,1.5953389880545987,2.2203603311174516
4225,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.49,1.501852701754163,2.118962010041709
4226,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.18,1.430311246536665,2.0445048300260873
4227,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.03,1.6154199841116479,2.2427661492005804
4228,Florida_234,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.62,1.5303947050936475,2.149418526020468
4229,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.22,1.4398351280479205,2.0542638584174138
4230,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.44,1.4906543764441336,2.1071307505705477
4231,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.76,1.5602476682433286,2.181742422927143
4232,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.4,1.4816045409242156,2.0976176963403033
4233,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.07,1.4036429994545037,2.0174241001832014
4234,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.88,1.355835153635182,1.969771560359221
4235,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.37,1.4747630091074988,2.090454496036687
4236,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.5,1.252762968495368,1.8708286933869707
4237,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.57,1.2725655957915476,1.8894443627691184
4238,Florida_235,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.33,1.4655675420143985,2.080865204668481
4239,Florida_236,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.32,1.463255402256019,2.078460969082653
4240,Florida_236,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.01,1.3887912413184778,2.0024984394500787
4241,Florida_236,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.34,1.6752256529721035,2.3108440016582685
4242,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,3.62,1.2864740258376797,1.9026297590440449
4243,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,3.38,1.2178757094949273,1.8384776310850235
4244,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,4.47,1.4973884086254774,2.1142374511865976
4245,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,4.53,1.5107219394949427,2.1283796653792764
4246,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,4.21,1.43746264769429,2.0518284528683193
4247,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,3.83,1.3428648031925547,1.9570385790780926
4248,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,3.81,1.3376291891386096,1.9519221295943134
4249,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.21,1.43746264769429,2.0518284528683193
4250,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,3.81,1.3376291891386096,1.9519221295943134
4251,Florida_237,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,3.46,1.2412685890696329,1.8601075237738274
4252,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,4.59,1.5238800240724537,2.142428528562855
4253,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,3.28,1.1878434223960523,1.8110770276274832
4254,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,3.82,1.3402504226184837,1.9544820285692064
4255,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,4.84,1.5769147207285403,2.2
4256,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,3.91,1.3635373739972745,1.977371993328519
4257,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,3.81,1.3376291891386096,1.9519221295943134
4258,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,4.89,1.5871923034867805,2.211334438749598
4259,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.71,1.5496879080283263,2.1702534414210706
4260,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,4.63,1.5325568680981427,2.151743479135001
4261,Florida_238,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.62,1.5303947050936475,2.149418526020468
4262,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,4.45,1.4929040961781488,2.1095023109728985
4263,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,4.18,1.430311246536665,2.0445048300260873
4264,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,4.35,1.4701758451005926,2.085665361461421
4265,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,4.52,1.5085119938441398,2.1260291625469296
4266,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,4.24,1.4445632692438664,2.0591260281974
4267,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,3.47,1.244154593958768,1.862793601019716
4268,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,4.07,1.4036429994545037,2.0174241001832014
4269,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,4.1,1.410986973710262,2.0248456731316584
4270,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,3.99,1.3837912309017721,1.997498435543818
4271,Florida_239,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4,1.3862943611198906,2
4272,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,2.82,1.0367368849500223,1.6792855623746665
4273,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,3.76,1.324418957401803,1.9390719429665315
4274,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,3.69,1.3056264580524357,1.9209372712298547
4275,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,2.7,0.9932517730102834,1.6431676725154984
4276,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,3.09,1.128171090909654,1.7578395831246945
4277,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,3.57,1.2725655957915476,1.8894443627691184
4278,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,3.73,1.3164082336557241,1.9313207915827966
4279,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,3.39,1.220829921392359,1.841195263952197
4280,Florida_240,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,4.05,1.3987168811184478,2.0124611797498106
4281,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,5.28,1.6639260977181702,2.2978250586152114
4282,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,4.69,1.545432582458188,2.1656407827707715
