ind_num,ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,spine_length,tip_distance,spine_num,upper_spines,lower_spines,country,location,notes,latitude,longitude,Location notes,Temp,Temp_S,Prec,varP
642,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,7.23,3.47,5.42,4,8.37,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
643,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.3,2.99,4.52,3.39,5.06,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
644,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,8.87,4.11,5.52,4.81,8.87,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
645,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.5,3.94,5.43,3.91,7.7,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
646,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.49,3.26,4.85,4.61,7.94,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
647,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,8.71,3.32,5.32,4.54,9.08,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
648,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.66,4.29,6.17,4.58,8.99,4,1,1,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
649,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,6.41,2.74,4.57,2.84,5.28,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
650,Expedition_73,Expedition,73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,4.89,2.3,4.07,3.65,5.9,2,1,0,Ecuador,Playa Roja,NA,-0.399687029,-90.707022,,24.01310921,158.3755646,163.9609222,103.9820709
651,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,7.79,3.45,5.32,4.92,9.96,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
652,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.06,3.06,5.21,5.7,10.81,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
653,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.24,3.05,4.97,4.92,8.48,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
654,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,6.75,3,4.89,4.22,7.98,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
655,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.13,3.65,5.81,4.9,10.37,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
656,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,5.82,2.49,4.04,3.38,5.94,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
657,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,5.51,2.34,4.17,3.88,5.63,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
658,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.59,2.9,5.04,4.27,8.81,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
659,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.39,3.51,4.99,4.45,10.87,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
660,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.75,2.8,5.09,4.08,7.92,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
661,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.76,3.33,5.02,4.94,9.48,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
662,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.67,3.36,5.61,4.95,10.02,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
663,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.14,3.56,5.85,4.99,9.43,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
664,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,5.95,2.82,4.6,3.93,7.57,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
665,Expedition_74,Expedition,74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,6.73,3.08,4.77,4.76,10.06,2,1,0,Ecuador,Playa Roja,NA,-0.399683006,-90.707123,,24.01310921,158.3755646,163.9609222,103.9820709
666,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.15,2.8,4.86,3.35,7.23,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
667,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,7.45,3.23,5.15,4.15,8.7,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
668,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,8.18,3.69,5.44,5.16,10.3,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
669,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,7.15,2.91,4.87,4.05,9.89,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
670,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.86,3.39,4.81,4.02,8.52,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
671,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.04,4.43,5.46,3.97,8.93,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
672,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,9.23,4.59,6.35,4.98,10.45,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
673,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.45,3.73,5.22,3.25,8.32,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
674,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.14,3.04,5.21,3.34,7.28,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
675,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.54,4.03,6.14,3.69,8.9,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
676,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,9.08,4.14,6.26,3.34,8.28,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
677,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.87,3.75,5.26,3.91,9.24,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
678,Expedition_75,Expedition,75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.24,4.39,5.54,4.65,9.34,4,1,1,Ecuador,Playa Roja,NA,-0.39963196,-90.70727899,,24.01310921,158.3755646,163.9609222,103.9820709
679,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.81,3.92,5.25,5.86,10.18,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
680,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.18,3.76,5.23,5.19,10.16,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
681,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.69,3.89,5.6,5.11,9.95,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
682,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,6.59,2.97,5.26,4.75,9.72,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
683,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,7.93,3.95,5.93,6.17,11.64,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
684,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7,3.07,4.96,5.3,11.12,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
685,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,6.89,3.28,4.97,5.85,11.78,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
686,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.52,3.67,5.07,5.42,10.92,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
687,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.24,3.14,5.11,4.45,10.29,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
688,Expedition_76,Expedition,76,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,7.14,3.57,5.43,6.32,10.96,2,1,0,Ecuador,Playa Roja,NA,-0.399617041,-90.70793001,,24.01310921,158.3755646,163.9609222,103.9820709
689,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.41,3.95,5.23,3.92,9.9,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
690,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.77,3.86,5.43,4.56,10.16,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
691,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,9.35,3.68,5.68,4.52,10.87,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
692,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,9.02,4.17,5.75,5.35,10.7,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
693,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.11,3.33,5.21,4.06,8.65,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
694,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.99,3.73,5.61,5.08,11.59,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
695,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.86,3.84,5.62,4.17,10.54,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
696,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,9.08,3.58,5.9,5.2,10.97,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
697,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.42,2.98,5.16,3.2,7.46,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
698,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.54,2.88,4.8,4.27,7.28,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
699,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.94,3.12,5.16,5.2,8.94,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
700,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,6.59,2.67,4.57,4.12,7.27,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
701,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.19,3.97,5.32,5.23,10.57,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
702,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,9.05,3.66,5.59,5.96,11.45,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
703,Expedition_77,Expedition,77,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,6.99,3.02,4.61,2.91,6.36,2,1,0,Ecuador,Playa Roja,NA,-0.399596002,-90.70826001,,24.01310921,158.3755646,163.9609222,103.9820709
704,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,7.74,3.44,5.42,5.38,11.17,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
705,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,7.62,3.99,6.45,4.96,11.13,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
706,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,7.84,4.55,5.85,5.97,11.31,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
707,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,7,3.73,5.4,3.2,8.91,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
708,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,8.65,3.89,5.47,5.01,10.81,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
709,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,7.75,3.74,5.86,4.76,9.94,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
710,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,8.78,4.68,6.79,5.21,11.64,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
711,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,6.91,3.76,5,4.94,10.91,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
712,Expedition_78,Expedition,78,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,5.73,3.41,4.52,4.86,9.05,4,1,1,Ecuador,Bahia Gardner,NA,-1.371727958,-89.743469,,23.64365005,179.6233673,471.0172119,80.98109436
713,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,7.92,4.25,5.38,4.89,9.76,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
714,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,8.29,4.36,5.88,5.05,11.01,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
715,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,7.84,3.93,5.7,5.77,11.81,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
716,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,5.72,3.65,4.41,3.06,7.97,2,1,0,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
717,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,6.27,3.79,4.56,3.54,7.2,2,1,0,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
718,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,4.81,2.94,3.38,3.17,6.51,2,1,0,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
719,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,6.4,3.31,4.97,3.59,8.58,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
720,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,5.42,2.45,3.45,3.17,5.19,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
721,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,7.77,4.06,4.69,5.16,9.58,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
722,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,7.16,3.77,5.38,4.74,9.82,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
723,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,5.15,2.46,3.68,3.03,4.08,2,1,0,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
724,Expedition_79,Expedition,79,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,4.43,2.28,3.53,2.64,3.75,4,1,1,Ecuador,Bahia Gardner,NA,-1.371989977,-89.74312199,,23.64365005,179.6233673,471.0172119,80.98109436
725,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,1,4.59,2.8,4.11,4.3,6.1,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
726,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,2,7.01,3.26,4.99,4.12,7.98,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
727,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,3,8.03,3.66,5.95,4.71,9,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
728,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,4,5.43,2.25,4.6,5.68,8.52,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
729,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,5,6.64,3.24,5.16,5.79,9.57,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
730,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,6,6.38,3.13,5.13,4.46,8.97,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
731,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,7,6.36,3.31,5.07,4.26,7.75,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
732,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,8,6.63,3.55,4.54,5.5,10.63,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
733,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,9,6.81,3.24,5.2,5.27,10.6,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
734,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,10,6.64,3.81,4.93,4.31,8.54,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
735,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,11,4.84,2.17,3.56,2.9,2.17,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
736,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,12,7.87,3.79,5.67,5.58,9.13,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
737,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,13,7.26,3.93,5.5,5.23,10.08,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
738,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,14,6.52,3.6,5.24,4.98,9.25,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
739,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,15,6.33,3.3,4.86,5.4,10.49,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
740,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,16,6.35,3.1,5.51,4.43,9.26,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
741,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,17,6.59,3.55,4.71,4.66,8.92,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
742,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,18,7.45,3.6,5.19,5.54,10.33,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
743,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,19,6.46,3.11,5.05,3.65,6.63,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
744,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,20,4.94,2.54,4.09,4.7,7.46,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
745,Expedition_80,Expedition,80,Natural Population,2017,South America,island,Galapagos,Galapagos,Espanola,0,21,6.86,3.6,5.74,5.31,10.09,4,1,1,Ecuador,Bahia Gardner,NA,-1.372240009,-89.74269602,,23.64365005,179.6233673,471.0172119,80.98109436
