ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,tip_distance,spine_num,lower_spines,country,location,notes
166,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,31,5.97,2.89,5.1,10.98,2,0,Ecuador,Punta Suarez,NA
167,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,32,6.34,2.94,5.26,9.21,2,0,Ecuador,Punta Suarez,NA
168,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,33,7.64,3.34,5.59,8.85,2,0,Ecuador,Punta Suarez,NA
169,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,34,6.04,3,4.63,8.74,2,0,Ecuador,Punta Suarez,NA
170,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,35,7.09,2.89,5.22,13.88,2,0,Ecuador,Punta Suarez,NA
171,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,36,5.16,2.86,4.56,7,2,0,Ecuador,Punta Suarez,NA
172,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,37,6.5,2.78,4.89,7.2,2,0,Ecuador,Punta Suarez,NA
173,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,38,5.81,3.14,5.03,8.64,2,0,Ecuador,Punta Suarez,NA
174,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,39,7.06,3.59,5.87,11.12,2,0,Ecuador,Punta Suarez,NA
175,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,40,7.25,3.44,5.43,8.75,2,0,Ecuador,Punta Suarez,NA
176,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,41,6.66,3.34,4.71,9.86,2,0,Ecuador,Punta Suarez,NA
177,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,42,4.18,2.25,4.32,7.21,2,0,Ecuador,Punta Suarez,NA
178,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,43,4.68,5.08,5.26,11.61,2,0,Ecuador,Punta Suarez,NA
179,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,9.53,4.34,7.2,14.28,2,0,Ecuador,Playa Negra,NA
180,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,9.61,4.71,7.1,13.42,2,0,Ecuador,Playa Negra,NA
181,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,8,4.98,6.4,11.46,2,0,Ecuador,Playa Negra,NA
182,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,7.07,3.63,6.03,15.19,2,0,Ecuador,Playa Negra,NA
183,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,6.66,3.1,4.95,9.57,2,0,Ecuador,Playa Negra,NA
184,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,5.39,3.51,5.14,13.1,2,0,Ecuador,Playa Negra,NA
185,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.15,4.69,5.64,11.1,2,0,Ecuador,Playa Negra,NA
186,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,4.19,3.35,4.54,9.93,2,0,Ecuador,Playa Negra,NA
187,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,7.81,3.54,6.53,11.42,2,0,Ecuador,Playa Negra,NA
188,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,7,3.6,5.47,10.92,2,0,Ecuador,Playa Negra,NA
189,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,6.89,3.45,5.07,11.61,2,0,Ecuador,Playa Negra,NA
190,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.8,3.02,4.74,0,2,0,Ecuador,Playa Negra,NA
191,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,8.24,3.76,6.26,14.6,2,0,Ecuador,Playa Negra,NA
192,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.56,3.44,3.82,0,2,0,Ecuador,Playa Negra,NA
193,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,6.37,3.55,5.29,10.73,2,0,Ecuador,Playa Negra,NA
194,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.23,2.99,5.83,10.76,2,0,Ecuador,Playa Negra,NA
195,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,8.25,3.88,6.51,12,2,0,Ecuador,Playa Negra,NA
196,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.91,3.54,6.27,14.24,2,0,Ecuador,Playa Negra,NA
197,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,7.24,5.07,5.46,11.21,2,0,Ecuador,Playa Negra,NA
198,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,4.7,3.75,4.88,11.95,2,0,Ecuador,Playa Negra,NA
199,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,6.15,2.59,4.23,9.76,2,0,Ecuador,Playa Negra,NA
200,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,6.98,2.79,5,9.95,2,0,Ecuador,Playa Negra,NA
201,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,6.29,2.75,4.35,10.22,2,0,Ecuador,Playa Negra,NA
202,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.33,4.92,6.65,11.63,2,0,Ecuador,Playa Negra,NA
203,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,6.18,3.51,5.89,14.3,2,0,Ecuador,Playa Negra,NA
204,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.09,3.85,5.74,11.06,2,0,Ecuador,Playa Negra,NA
205,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,6.17,5.06,5.11,9.82,2,0,Ecuador,Playa Negra,NA
206,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,6.62,5.37,4.46,11.53,2,0,Ecuador,Playa Negra,NA
207,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,3.93,3.15,4.09,6.24,2,0,Ecuador,Playa Negra,NA
208,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.05,3.07,4.7,9.04,2,0,Ecuador,Playa Negra,NA
209,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,7.17,4.45,6.2,13.66,2,0,Ecuador,Mina,NA
210,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,7.07,3.76,5.2,9.91,2,0,Ecuador,Mina,NA
211,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,6.57,2.45,4.2,11.25,2,0,Ecuador,Mina,NA
212,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,5.99,3.35,4.78,11.24,2,0,Ecuador,Mina,NA
213,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.68,3.62,4.49,11.13,2,0,Ecuador,Mina,NA
214,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,7,4.37,5.24,11.26,2,0,Ecuador,Mina,NA
215,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.69,4.4,5.51,11.46,2,0,Ecuador,Mina,NA
216,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.79,3.66,5.52,9.96,2,0,Ecuador,Mina,NA
217,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,8.14,4.69,4.67,8.84,2,0,Ecuador,Mina,NA
218,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,6.55,4.08,5.46,8.13,2,0,Ecuador,Mina,NA
219,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,6.56,3.39,4.16,7.83,2,0,Ecuador,Mina,NA
220,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.3,3.51,5.17,9.46,2,0,Ecuador,Mina,NA
221,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,7.51,4.72,6.04,11.87,2,0,Ecuador,Mina,NA
222,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,7.44,3.92,5.69,12.08,2,0,Ecuador,Mina,NA
223,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,7.36,3.97,5.94,10.97,2,0,Ecuador,Mina,NA
224,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,6.64,3.53,4.42,7.25,2,0,Ecuador,Mina,NA
225,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,6.24,2.66,4.29,8.93,2,0,Ecuador,Mina,NA
226,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,6.68,4.26,5.75,11.6,2,0,Ecuador,Mina,NA
227,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,6.21,3.86,3.8,8.18,2,0,Ecuador,Mina,NA
228,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,8.33,4.39,5.04,8.03,2,0,Ecuador,Mina,NA
229,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,7.55,4.93,5.94,10.44,2,0,Ecuador,Mina,NA
230,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,6.71,3.7,6.21,10.26,2,0,Ecuador,Mina,NA
231,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,7.44,4.12,6.35,11.99,2,0,Ecuador,Mina,NA
232,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.85,4.58,4.42,11.86,2,0,Ecuador,Mina,NA
233,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,8.07,4.44,5.22,10.2,2,0,Ecuador,Mina,NA
234,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.69,4,4.39,9.41,2,0,Ecuador,Mina,NA
235,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,7.59,3.76,5.38,12.79,2,0,Ecuador,Mina,NA
236,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,5.1,2.52,4.19,7.45,2,0,Ecuador,Mina,NA
237,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,7.21,3.66,5.51,8.33,2,0,Ecuador,Mina,NA
238,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.82,3.34,3.5,6.72,2,0,Ecuador,Mina,NA
239,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,6.79,3.35,4.91,10.5,2,0,Ecuador,Mina,NA
240,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,9.71,3.81,6.36,12.56,2,0,Ecuador,Botadero,NA
241,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,9.59,4.57,5.87,12.4,2,0,Ecuador,Botadero,NA
242,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,7.56,3.31,5.93,13.36,2,0,Ecuador,Botadero,NA
243,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,9.97,4.55,6.5,13.76,2,0,Ecuador,Botadero,NA
244,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.85,3.92,5.52,11.35,2,0,Ecuador,Botadero,NA
245,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,6.7,3.53,5.1,13.19,2,0,Ecuador,Botadero,NA
246,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.81,4.31,6.42,10.85,2,0,Ecuador,Botadero,NA
247,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.42,3.22,4.84,12.71,2,0,Ecuador,Botadero,NA
248,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,6.03,3.13,3.68,10.66,2,0,Ecuador,Botadero,NA
249,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,7.62,3.73,5.24,13.09,2,0,Ecuador,Botadero,NA
250,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,7.99,3.97,5.98,12.71,2,0,Ecuador,Botadero,NA
251,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,5.42,3.87,5.43,12.94,2,0,Ecuador,Botadero,NA
252,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,8.86,4.41,6.57,13.73,2,0,Ecuador,Botadero,NA
253,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,7.56,4.06,5.54,13.68,2,0,Ecuador,Botadero,NA
254,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,9.42,4.27,6.68,13.95,2,0,Ecuador,Botadero,NA
255,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.24,3.51,5.25,14.28,2,0,Ecuador,Botadero,NA
256,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,6.63,3.55,5.21,15.02,2,0,Ecuador,Botadero,NA
257,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.16,3.84,5.42,14.2,2,0,Ecuador,Botadero,NA
258,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,7.73,4.18,5.57,12.15,2,0,Ecuador,Botadero,NA
259,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,7.26,3.88,5.52,13.7,2,0,Ecuador,Botadero,NA
260,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,6.95,3.59,5.32,12.68,2,0,Ecuador,Botadero,NA
261,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,8.95,3.56,5.83,10.71,2,0,Ecuador,Botadero,NA
262,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,7.71,3.56,5.5,11.79,2,0,Ecuador,Botadero,NA
263,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.56,3.81,5.47,12.27,2,0,Ecuador,Botadero,NA
264,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.21,1.7,3.52,7.07,2,0,Ecuador,Botadero,NA
265,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,6.63,2.79,5.16,9.33,2,0,Ecuador,Botadero,NA
266,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,6.79,3.16,4.97,10.84,2,0,Ecuador,Botadero,NA
267,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,6.15,2.95,4.59,9.21,2,0,Ecuador,Botadero,NA
268,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,5.6,2.83,4.2,11.07,2,0,Ecuador,Botadero,NA
269,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,5.44,2.67,2.77,11.78,2,0,Ecuador,Botadero,NA
270,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,7.26,2.62,5.09,9.89,2,0,Ecuador,Cementery,NA
271,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,5.49,3.41,4.75,14.79,2,0,Ecuador,Cementery,NA
272,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,6.75,3.46,5.19,11.35,2,0,Ecuador,Cementery,NA
273,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,5.99,3.94,5.49,14.49,2,0,Ecuador,Cementery,NA
274,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.05,3.41,4.66,11.14,2,0,Ecuador,Cementery,NA
275,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,6.77,2.66,4.88,12.06,2,0,Ecuador,Cementery,NA
276,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.07,3.19,5.36,11.79,2,0,Ecuador,Cementery,NA
277,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.44,3.4,6.01,10.78,2,0,Ecuador,Cementery,NA
278,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,7.18,4.04,5.78,11.72,2,0,Ecuador,Cementery,NA
279,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,6.57,3.89,6.17,12.65,2,0,Ecuador,Cementery,NA
280,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,5.75,3.01,5.05,8.9,2,0,Ecuador,Cementery,NA
281,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.83,3,4.94,12.54,2,0,Ecuador,Cementery,NA
282,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,5.98,3.3,5.56,14.01,2,0,Ecuador,Cementery,NA
283,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.87,3.16,4.76,12.19,2,0,Ecuador,Cementery,NA
284,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,5.63,3.48,5.15,11.65,2,0,Ecuador,Cementery,NA
285,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.1,2.27,4.88,12.88,2,0,Ecuador,Cementery,NA
286,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,5.97,3.04,5.43,8.2,2,0,Ecuador,Cementery,NA
287,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.89,5.94,4.29,3.74,2,0,Ecuador,Cementery,NA
288,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,5.37,2.89,4.23,6.48,2,0,Ecuador,Cementery,NA
289,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,6.53,4.11,5.08,9.26,2,0,Ecuador,Cementery,NA
290,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,5.55,2.72,4.61,7.79,2,0,Ecuador,Cementery,NA
291,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,7.22,3.84,5.59,10.5,2,0,Ecuador,Cementery,NA
292,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,6.44,2.4,4.74,12.55,2,0,Ecuador,Cementery,NA
293,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.45,2.59,4.74,9.32,2,0,Ecuador,Cementery,NA
294,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.62,2.92,4.39,8.96,2,0,Ecuador,Cementery,NA
295,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.37,3.24,5.2,15.77,2,0,Ecuador,Cementery,NA
296,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,5.84,3.21,5.33,12.07,2,0,Ecuador,Cementery,NA
297,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,4.3,2.13,3.98,9.44,2,0,Ecuador,Cementery,NA
298,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,6.91,2.97,4.71,9.85,2,0,Ecuador,Cementery,NA
299,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,4.7,2.55,4.37,6.46,2,0,Ecuador,Cementery,NA
300,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,6.74,3.03,5.4,9.39,2,0,Ecuador,Cementery,NA
301,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,32,4.5,3.31,4.25,5.11,2,0,Ecuador,Cementery,NA
302,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,33,5.38,3.12,4.76,10.13,2,0,Ecuador,Cementery,NA
303,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,8.82,6.59,6.61,11.63,2,0,Ecuador,Tourist Trail,NA
304,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,6.04,3.63,4.72,10.41,2,0,Ecuador,Tourist Trail,NA
305,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.41,3.64,4.27,9.61,2,0,Ecuador,Tourist Trail,NA
306,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,5.04,3.39,3.96,8.64,2,0,Ecuador,Tourist Trail,NA
307,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,5.17,2.9,4.54,8.74,2,0,Ecuador,Tourist Trail,NA
308,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,5.69,2.9,4.86,10.79,2,0,Ecuador,Tourist Trail,NA
309,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,7.37,4.43,6.35,12.25,4,1,Ecuador,Tourist Trail,NA
310,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,5.77,3.61,4.93,11.49,2,0,Ecuador,Tourist Trail,NA
311,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,4.67,2.28,4.06,4.99,2,0,Ecuador,Tourist Trail,NA
312,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,5.66,3.95,4.69,10.11,2,0,Ecuador,Tourist Trail,NA
313,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,6.29,3.61,5.79,10.93,2,0,Ecuador,Tourist Trail,NA
314,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,6.39,3.18,5.28,10.84,2,0,Ecuador,Tourist Trail,NA
315,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,5.29,3.68,4.02,10.78,2,0,Ecuador,Tourist Trail,NA
316,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,6.24,4.33,5.32,9.51,2,0,Ecuador,Tourist Trail,NA
317,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,4.53,2.84,4.3,7.96,2,0,Ecuador,Tourist Trail,NA
318,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,5.92,3.17,4.98,10.72,4,1,Ecuador,Tourist Trail,NA
319,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,7.35,3.91,5.9,11.05,4,1,Ecuador,Tourist Trail,NA
320,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,7.03,3.77,5.14,8.92,4,1,Ecuador,Tourist Trail,NA
321,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,5.34,3.54,4.6,7.46,2,0,Ecuador,Tourist Trail,NA
322,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,4.54,2.45,3.92,7.08,2,0,Ecuador,Tourist Trail,NA
323,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,4.12,2.3,3.7,6.25,2,0,Ecuador,Tourist Trail,NA
324,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,6.69,4.26,5.68,8.47,2,0,Ecuador,Tourist Trail,NA
325,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,6.62,3.27,4.68,9.18,4,1,Ecuador,Tourist Trail,NA
326,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,5.92,4,5.08,9.39,2,0,Ecuador,Tourist Trail,NA
327,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,5.66,2.96,4.71,9.78,2,0,Ecuador,Tourist Trail,NA
328,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,4.65,2.7,3.36,9.31,2,0,Ecuador,Tourist Trail,NA
329,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,6.83,2.93,4.89,7.71,2,0,Ecuador,Tourist Trail,NA
330,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,4.91,2.29,3.52,3.3,2,0,Ecuador,Tourist Trail,NA
331,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,5.07,3.09,4.35,7.09,2,0,Ecuador,Tourist Trail,NA
332,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,6.65,3.78,4.4,8.71,2,0,Ecuador,Tourist Trail,NA
333,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,1,6.65,3.74,5.56,10.28,4,1,Ecuador,Loberia,NA
334,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,2,6.04,4.12,4.85,10.13,2,0,Ecuador,Loberia,NA
335,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.64,3.59,5.21,9.03,2,0,Ecuador,Loberia,NA
336,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,4,5.84,3.29,4.47,7.69,4,1,Ecuador,Loberia,NA
337,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,5,6.09,3.41,4.96,9.13,2,0,Ecuador,Loberia,NA
338,CDRS_57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,6,9.58,4.47,5.96,10.24,2,0,Ecuador,Loberia,NA
