ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,spine_num
1200,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,4
1201,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,4
1202,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,2
1203,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,4
1204,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,4
1205,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,2
1206,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,4
1207,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,4
1208,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,4
1209,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,4
1210,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,4
1211,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,4
1212,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,4
1213,Expedition_109,Natural Population,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,4
1214,Expedition_110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,4
1215,Expedition_110,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,2
1216,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,1,2
1217,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,2,2
1218,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,3,2
1219,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,4,2
1220,Expedition_111,Natural Population,2017,South America,island,Galapagos,Galapagos,Floreana,0,5,2
1221,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,2
1222,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,2
1223,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,2
1224,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,2
1225,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,2
1226,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,2
1227,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,2
1228,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,2
1229,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,2
1230,Expedition_112,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,2
1231,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,2
1232,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,2
1233,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,2
1234,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,2
1235,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,2
1236,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,2
1237,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,2
1238,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,2
1239,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,2
1240,Expedition_113,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,2
1241,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,1,2
1242,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,2,2
1243,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,3,2
1244,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,4,2
1245,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,5,2
1246,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,6,2
1247,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,7,2
1248,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,8,2
1249,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,9,2
1250,Expedition_114,Natural Population,2017,South America,island,Galapagos,Galapagos,Campeon,0,10,2
1251,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,2
1252,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,2
1253,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,2
1254,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,2
1255,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,4
1256,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,4
1257,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,4
1258,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,4
1259,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,4
1260,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,4
1261,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,4
1262,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,2
1263,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,2,2
1264,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,3,2
1265,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,4,2
1266,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,5,2
1267,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,6,2
1268,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,7,2
1269,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,8,2
1270,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,9,2
1271,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,10,2
1272,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,11,2
1273,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,12,2
1274,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,13,2
1275,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,14,2
1276,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,15,2
1277,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,16,2
1278,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,2
1279,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,2
1280,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,2
1281,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,2
1282,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,21,2
1283,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,22,2
1284,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,23,2
1285,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,2
1286,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,25,2
1287,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,26,2
1288,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,2
1289,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,2
1290,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,2
1291,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,2
1292,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,2
1293,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,2
1294,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,33,2
1295,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,34,2
1296,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,2
1297,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,36,2
1298,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,4
1299,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,2,4
1300,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,3,4
1301,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,4,4
1302,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,5,4
1303,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,6,4
1304,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,7,4
1305,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,8,4
1306,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,9,4
1307,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,10,4
1308,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,11,4
1309,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,12,4
1310,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,13,4
1311,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,14,4
1312,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,15,4
1313,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,16,4
1314,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,4
1315,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,4
1316,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,4
1317,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,4
1318,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,21,4
1319,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,22,4
1320,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,23,4
1321,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,4
1322,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,25,4
1323,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,26,4
1324,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,4
1325,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,4
1326,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,4
1327,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,4
1328,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,4
1329,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,4
1330,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,33,4
1331,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,34,4
1332,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,4
1333,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,36,2
1334,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,37,4
1335,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,38,4
1336,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,39,4
1337,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,40,4
1338,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,41,4
1339,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,42,4
1340,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,43,4
1341,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,44,4
1342,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,45,4
1343,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,46,4
1344,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,47,4
1345,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,1,2
1346,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,2,2
1347,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,3,2
1348,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,4,2
1349,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,5,2
1350,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,6,2
1351,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,7,2
1352,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,8,2
1353,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,1,2
1354,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,2,2
1355,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,3,2
1356,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,4,2
1357,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,5,2
1358,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,6,2
1359,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,7,2
1360,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,8,4
1361,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,9,2
1362,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,10,2
1363,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,11,2
1364,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,12,2
1365,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,13,2
1366,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,14,2
1367,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,15,2
1368,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,16,2
1369,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,17,4
1370,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,18,4
1371,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,19,2
1372,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,20,2
1373,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,21,2
1374,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,22,4
1375,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,23,2
1376,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,24,4
1377,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,25,2
1378,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,26,2
1379,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,27,2
1380,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,28,2
1381,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,29,2
1382,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,30,2
1383,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,31,2
1384,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,1,4
1385,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,2,2
1386,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,3,2
1387,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,4,4
1388,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,5,2
1389,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,6,2
1390,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,7,4
1391,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,8,4
1392,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,9,4
1393,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,10,4
1394,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,11,2
1395,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,12,2
1396,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,13,2
1397,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,14,2
1398,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,15,2
1399,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,16,2
1400,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,17,4
1401,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,18,2
1402,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,19,2
1403,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,20,2
1404,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,21,2
1405,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,22,2
1406,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,23,2
1407,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,24,4
1408,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,25,4
1409,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,26,2
1410,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,27,2
1411,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,28,2
1412,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,29,4
1413,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,30,2
1414,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,31,2
1415,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,32,4
1416,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,33,2
1417,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,34,2
1418,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,35,2
1419,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,36,4
1420,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,37,4
1421,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,38,2
1422,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,39,2
1423,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,40,4
1424,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,41,4
1425,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,42,4
1426,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,1,2
1427,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,2,2
1428,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,3,2
1429,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,4,2
1430,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,5,2
1431,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,1,2
1432,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,2,4
1433,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,3,2
1434,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,4,2
1435,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,5,4
1436,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,1,2
1437,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,2,2
1438,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,3,2
1439,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,4,2
1440,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,5,2
1441,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,1,4
1442,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,2,4
1443,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,3,4
1444,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,4,4
1445,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,5,4
1446,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,4
1447,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,4
1448,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,4
1449,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,4
1450,MOBot_2926391,Herbarium,1981,South America,mainland,NA,NA,NA,NA,5,4
1451,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,1,2
1452,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,2,2
1453,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,3,2
1454,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,4,2
1455,MOBot_2777229,Herbarium,1979,South America,mainland,NA,NA,NA,NA,5,2
1456,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,1,4
1457,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,2,2
1458,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,3,4
1459,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,4,2
1460,MOBot_2168414,Herbarium,1966,South America,island,other,Isla de Salamanca,NA,NA,5,2
1461,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,1,4
1462,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,2,2
1463,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,3,4
1464,MOBot_2918132,Herbarium,1981,South America,mainland,NA,NA,NA,NA,4,4
1465,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,4
1466,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,2
1467,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,4
1468,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,4
1469,MOBot_1974312,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,4
1470,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,1,4
1471,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,2,4
1472,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,3,4
1473,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,4,4
1474,MOBot_2473269,Herbarium,1963,South America,mainland,NA,NA,NA,NA,5,4
1475,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,1,4
1476,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,2,4
1477,MOBot_3761078,Herbarium,1989,South America,mainland,NA,NA,NA,NA,3,4
1478,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,1,4
1479,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,2,4
1480,MOBot_3655817,Herbarium,1984,South America,mainland,NA,NA,NA,NA,3,2
1481,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,1,4
1482,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,2,4
1483,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,3,2
1484,MOBot_3903343,Herbarium,1980,South America,mainland,NA,NA,NA,NA,4,4
