ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,spine_num
2007,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,35,NA
2008,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,36,NA
2009,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,37,NA
2010,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,38,NA
2011,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,39,NA
2012,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,40,NA
2013,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,41,NA
2014,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,42,NA
2015,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,43,NA
2016,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,44,NA
2017,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,45,NA
2018,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,46,NA
2019,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,47,NA
2020,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,48,NA
2021,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,49,NA
2022,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,50,NA
2023,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,51,NA
2024,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,52,NA
2025,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,53,NA
2026,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,54,NA
2027,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,55,NA
2028,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,56,NA
2029,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,57,NA
2030,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,58,NA
2031,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,59,NA
2032,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,60,NA
2033,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,61,NA
2034,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,62,NA
2035,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,63,NA
2036,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,64,NA
2037,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,65,NA
2038,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,66,NA
2039,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,67,NA
2040,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,68,NA
2041,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,69,NA
2042,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,70,NA
2043,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,71,NA
2044,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,72,NA
2045,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,73,NA
2046,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,74,NA
2047,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,75,NA
2048,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,76,NA
2049,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,77,NA
2050,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,78,NA
2051,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,79,NA
2052,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,80,NA
2053,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,81,NA
2054,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,82,NA
2055,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,83,NA
2056,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,84,NA
2057,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,85,NA
2058,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,86,NA
2059,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,87,NA
2060,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,88,NA
2061,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,89,NA
2062,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,90,NA
2063,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,91,NA
2064,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,92,NA
2065,Daniel_4,Natural Population,2019,South America,island,Galapagos,Galapagos,Floreana,0,93,NA
2066,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,NA
2067,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,NA
2068,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,NA
2069,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,NA
2070,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,NA
2071,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,NA
2072,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,NA
2073,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,NA
2074,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,NA
2075,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,NA
2076,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,NA
2077,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,NA
2078,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,NA
2079,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,NA
2080,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,NA
2081,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,NA
2082,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,NA
2083,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,NA
2084,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,NA
2085,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,NA
2086,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,NA
2087,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,NA
2088,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,NA
2089,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,NA
2090,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,NA
2091,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,NA
2092,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,NA
2093,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,NA
2094,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,NA
2095,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,NA
2096,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,NA
2097,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,NA
2098,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,NA
2099,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,NA
2100,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,NA
2101,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,NA
2102,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,NA
2103,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,NA
2104,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,NA
2105,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,NA
2106,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,NA
2107,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,NA
2108,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,NA
2109,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,NA
2110,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,NA
2111,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,NA
2112,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,NA
2113,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,NA
2114,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,NA
2115,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,NA
2116,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,NA
2117,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,NA
2118,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,NA
2119,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,NA
2120,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,NA
2121,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,NA
2122,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,NA
2123,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,NA
2124,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,NA
2125,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,NA
2126,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,NA
2127,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,62,NA
2128,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,63,NA
2129,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,64,NA
2130,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,65,NA
2131,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,66,NA
2132,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,67,NA
2133,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,68,NA
2134,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,69,NA
2135,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,70,NA
2136,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,71,NA
2137,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,72,NA
2138,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,73,NA
2139,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,74,NA
2140,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,75,NA
2141,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,76,NA
2142,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,77,NA
2143,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,78,NA
2144,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,79,NA
2145,Daniel_5,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,80,NA
2146,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,1,NA
2147,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,2,NA
2148,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,3,NA
2149,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,4,NA
2150,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,5,NA
2151,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,6,NA
2152,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,7,NA
2153,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,8,NA
2154,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,9,NA
2155,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,10,NA
2156,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,11,NA
2157,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,12,NA
2158,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,13,NA
2159,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,14,NA
2160,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,15,NA
2161,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,16,NA
2162,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,17,NA
2163,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,18,NA
2164,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,19,NA
2165,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,20,NA
2166,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,21,NA
2167,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,22,NA
2168,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,23,NA
2169,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,24,NA
2170,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,25,NA
2171,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,26,NA
2172,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,27,NA
2173,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,28,NA
2174,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,29,NA
2175,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,30,NA
2176,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,31,NA
2177,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,32,NA
2178,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,33,NA
2179,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,34,NA
2180,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,35,NA
2181,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,36,NA
2182,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,37,NA
2183,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,38,NA
2184,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,39,NA
2185,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,40,NA
2186,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,41,NA
2187,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,42,NA
2188,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,43,NA
2189,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,44,NA
2190,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,45,NA
2191,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,46,NA
2192,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,47,NA
2193,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,48,NA
2194,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,49,NA
2195,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,50,NA
2196,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,51,NA
2197,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,52,NA
2198,Daniel_6,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,53,NA
2199,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,NA
2200,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,NA
2201,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,NA
2202,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,NA
2203,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,NA
2204,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,NA
2205,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,NA
2206,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,NA
2207,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,NA
2208,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,NA
2209,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,NA
2210,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,NA
2211,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,NA
2212,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,NA
2213,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,NA
2214,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,NA
2215,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,NA
2216,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,NA
2217,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,NA
2218,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,NA
2219,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,NA
2220,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,NA
2221,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,NA
2222,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,NA
2223,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,NA
2224,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,NA
2225,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,27,NA
2226,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,28,NA
2227,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,29,NA
2228,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,30,NA
2229,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,31,NA
2230,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,32,NA
2231,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,33,NA
2232,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,34,NA
2233,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,35,NA
2234,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,36,NA
2235,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,NA
2236,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,NA
2237,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,NA
2238,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,NA
2239,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,NA
2240,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,NA
2241,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,NA
2242,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,NA
2243,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,NA
2244,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,NA
2245,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,NA
2246,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,NA
2247,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,NA
2248,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,NA
2249,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,NA
2250,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,NA
2251,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,NA
2252,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,NA
2253,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,NA
2254,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,NA
2255,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,NA
2256,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,NA
2257,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,NA
2258,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,NA
2259,Daniel_7,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,NA
2260,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,NA
2261,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,NA
2262,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,NA
2263,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,NA
2264,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,NA
2265,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,NA
2266,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,NA
2267,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,NA
2268,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,NA
2269,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,NA
2270,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,11,NA
2271,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,12,NA
2272,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,13,NA
2273,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,14,NA
2274,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,15,NA
2275,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,16,NA
2276,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,17,NA
2277,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,18,NA
2278,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,19,NA
2279,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,20,NA
2280,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,21,NA
2281,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,22,NA
2282,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,23,NA
2283,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,24,NA
2284,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,25,NA
2285,Daniel_8,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,26,NA
