ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,length_log,length_sqr
MOBot_2574435,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,"Mbigiri, South of Mto Kama",145,7.6,2.028148247292285,2.756809750418044
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,8.28,2.1138429683971682,2.8774989139876315
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,7.26,1.9823798288367047,2.694438717061496
MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,Cape Verde Islands,146,7.69,2.0399207835175526,2.7730849247724096
MOBot_2265147,Herbarium,1970,Africa,mainland,NA,Sudan,NA,NA,SE Extreme Ilemi Triangle,147,2.82,1.0367368849500223,1.6792855623746665
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,5.19,1.6467336971777973,2.2781571499789037
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,5.53,1.7101878155342434,2.3515952032609695
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,6.05,1.80005827204275,2.4596747752497685
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,5.64,1.7298840655099674,2.3748684174075834
MOBot_1648141,Herbarium,1952,Africa,mainland,NA,Uganda,NA,NA,Karamoga,148,5.54,1.7119945007591924,2.353720459187964
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,5.11,1.631199404215613,2.2605309110914633
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,5.76,1.7509374747078,2.4
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,6.78,1.9139771019523042,2.6038433132583076
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,6.63,1.891604804197771,2.5748786379167465
MOBot_1608800,Herbarium,1974,Africa,mainland,NA,Sierra Leone,NA,NA,NA,149,6.14,1.814824742159051,2.477902338672773
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,4.9,1.589235205116581,2.2135943621178655
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,6.01,1.7934247485471162,2.4515301344262523
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,3.49,1.2499017362143359,1.8681541692269406
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,4.26,1.449269160281279,2.0639767440550294
HUH_1275,Herbarium,1946,South America,mainland,NA,Colombia,NA,NA,"Magdelana, Santa Marta, sea level",150,4.55,1.5151272329628591,2.1330729007701543
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,5.83,1.763017000362401,2.414539293529927
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,5.57,1.7173950539391927,2.360084744241189
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,5.44,1.6937790608678513,2.3323807579381204
HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,1,NA,151,5.33,1.673351238177753,2.3086792761230392
HUH_10180,Herbarium,1922,South America,mainland,NA,Venezuela,NA,NA,Playa de Cabo Blanco,152,8.29,2.1150499691472033,2.8792360097775935
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,5.29,1.665818245870208,2.3
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,5.99,1.7900914121273581,2.4474476501040834
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,6.68,1.8991179875485542,2.584569596664017
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,6.96,1.9401794743463283,2.6381811916545836
HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,NA,153,6.83,1.9213246735826988,2.613426869074396
HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,NA,154,6.74,1.9080599249242156,2.596150997149434
HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,NA,154,5.9,1.7749523509116738,2.4289915602982237
HUH_291,Herbarium,1930,South America,island,Galapagos,Galapagos,Daphne Mayor,1,NA,155,7.46,2.0095554142156695,2.7313000567495327
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,8.57,2.1482677326096886,2.9274562336608896
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,10.29,2.331172549845958,3.207802986469088
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,9.17,2.2159372862683733,3.028200785945344
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,10.68,2.3683728335320486,3.2680269276736382
HUH_5654,Herbarium,1896,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",156,9.05,2.2027647577118348,3.0083217912982647
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,6.69,1.900613874140137,2.5865034312755126
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,9.12,2.21046980408624,3.0199337741082997
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,7.44,2.0068708488450007,2.727636339397171
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,8.65,2.157559320943788,2.9410882339705484
HUH_2177758,Herbarium,1877,North_Central America,mainland,NA,USA,NA,NA,"Florida, Key West",157,7.95,2.0731719286662407,2.819574435974337
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,6.92,1.9344157696295783,2.630589287593181
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,7.49,2.0135687975291283,2.7367864366808017
HUH_28603,Herbarium,1948,North_Central America,mainland,NA,USA,NA,NA,"Florida, Dade County",158,8.46,2.135349173618132,2.9086079144497976
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,4.9,1.589235205116581,2.2135943621178655
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,7.38,1.998773638612381,2.716615541441225
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,7.38,1.998773638612381,2.716615541441225
HUH_4776,Herbarium,1956,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach County",159,4.95,1.599387576580599,2.224859546128699
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,5.97,1.7867469274045107,2.4433583445741234
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,6.46,1.8656293177945105,2.541653005427767
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,6.19,1.8229350866965048,2.487971060924946
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,6.95,1.9387416595767009,2.6362852652928135
HUH_415,Herbarium,1950,North_Central America,mainland,NA,USA,NA,NA,"Florida, India Key",160,8.11,2.0930978681273213,2.8478061731796283
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,5.45,1.6956156086751528,2.3345235059857505
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,7.38,1.998773638612381,2.716615541441225
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,5.04,1.6174060820832772,2.244994432064365
HUH_24953,Herbarium,1962,North_Central America,mainland,NA,USA,NA,NA,"Florida, Palm Beach Co., Juno Beach",161,4.6,1.5260563034950492,2.1447610589527217
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,7.51,2.0162354657760435,2.7404379212089442
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,7.44,2.0068708488450007,2.727636339397171
HUH_3818,Herbarium,1903,North_Central America,mainland,NA,Mexico,NA,NA,Merida de Yucatan,162,8.12,2.0943301541735866,2.8495613697550013
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,5.46,1.6974487897568136,2.3366642891095846
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,4.59,1.5238800240724537,2.142428528562855
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,5.09,1.6272778305624314,2.2561028345356955
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,5.48,1.7011051009599243,2.340939982143925
HUH_497,Herbarium,1940,North_Central America,mainland,NA,Mexico,NA,NA,"Michoacan, Rio Apatzingan,2mi. S of Apatzingan",163,5.5,1.7047480922384253,2.345207879911715
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,9.4,2.2407096892759584,3.0659419433511785
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,7.08,1.9572739077056285,2.6608269391300143
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,8.92,2.188295946591918,2.986636904613616
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,10.3,2.33214389523559,3.2093613071762426
HUH_393,Herbarium,1897,North_Central America,island,other,Mexico,NA,NA,Socorro Island,164,9.19,2.2181159363675955,3.0315012782448236
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,165,6.04,1.7984040119467235,2.4576411454889016
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,165,7.03,1.9501867058225735,2.6514147167125706
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,165,7.99,2.0781907597781832,2.826658805020514
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,165,6.83,1.9213246735826988,2.613426869074396
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,165,8.64,2.1564025828159643,2.939387691339814
HUH_1318,Herbarium,1963,North_Central America,mainland,NA,Mexico,NA,NA,"Estado de Guerrero, upper part of Cañon del Zopilote",166,6.65,1.8946168546677629,2.5787593916455256
HUH_1318,Herbarium,1963,North_Central America,mainland,NA,Mexico,NA,NA,"Estado de Guerrero, upper part of Cañon del Zopilote",166,6.73,1.9065751436566365,2.5942243542145698
HUH_1318,Herbarium,1963,North_Central America,mainland,NA,Mexico,NA,NA,"Estado de Guerrero, upper part of Cañon del Zopilote",166,7.41,2.0028304393079956,2.72213151776324
HUH_1318,Herbarium,1963,North_Central America,mainland,NA,Mexico,NA,NA,"Estado de Guerrero, upper part of Cañon del Zopilote",166,6.82,1.9198594718553708,2.6115129714401193
HUH_1318,Herbarium,1963,North_Central America,mainland,NA,Mexico,NA,NA,"Estado de Guerrero, upper part of Cañon del Zopilote",166,6.27,1.8357763546448294,2.5039968051097827
HUH_1460,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,"Vera Cruz, N of port in sand dunes",164,7.4,2.0014800002101243,2.7202941017470885
HUH_1460,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,"Vera Cruz, N of port in sand dunes",164,5.39,1.6845453849209058,2.32163735324878
HUH_1460,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,"Vera Cruz, N of port in sand dunes",164,6.33,1.8453002361560848,2.515949125081825
HUH_1460,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,"Vera Cruz, N of port in sand dunes",164,7.85,2.060513531794317,2.80178514522438
HUH_1460,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,"Vera Cruz, N of port in sand dunes",164,7.41,2.0028304393079956,2.72213151776324
HUH_895,Herbarium,1962,North_Central America,mainland,NA,Mexico,NA,NA,"Veracruz, Veracruz",165,6.23,1.8293763327993617,2.495996794869737
HUH_895,Herbarium,1962,North_Central America,mainland,NA,Mexico,NA,NA,"Veracruz, Veracruz",165,7.59,2.0268315914075385,2.7549954627911823
HUH_895,Herbarium,1962,North_Central America,mainland,NA,Mexico,NA,NA,"Veracruz, Veracruz",165,4.79,1.5665304114228238,2.188606862823929
HUH_895,Herbarium,1962,North_Central America,mainland,NA,Mexico,NA,NA,"Veracruz, Veracruz",165,4.72,1.5518087995974639,2.172556098240043
HUH_895,Herbarium,1962,North_Central America,mainland,NA,Mexico,NA,NA,"Veracruz, Veracruz",165,6.5,1.8718021769015913,2.5495097567963922
HUH_1996,Herbarium,1993,North_Central America,mainland,NA,Guatemala,NA,NA,"Depto. De Zacapa, Entre Teculután y Rio Hondo",166,4.92,1.5933085305042167,2.2181073012818833
HUH_1996,Herbarium,1993,North_Central America,mainland,NA,Guatemala,NA,NA,"Depto. De Zacapa, Entre Teculután y Rio Hondo",166,4.65,1.536867219599265,2.1563858652847827
HUH_1996,Herbarium,1993,North_Central America,mainland,NA,Guatemala,NA,NA,"Depto. De Zacapa, Entre Teculután y Rio Hondo",166,5.07,1.623340817603092,2.2516660498395407
HUH_171,Herbarium,1996,North_Central America,mainland,NA,Mexico,NA,NA,"Yucatán, Municipio Celstún, 1.5km N de Dumac",167,6.12,1.8115620965242347,2.4738633753705965
HUH_171,Herbarium,1996,North_Central America,mainland,NA,Mexico,NA,NA,"Yucatán, Municipio Celstún, 1.5km N de Dumac",167,7.23,1.9782390361706734,2.6888659319497505
HUH_171,Herbarium,1996,North_Central America,mainland,NA,Mexico,NA,NA,"Yucatán, Municipio Celstún, 1.5km N de Dumac",167,6.74,1.9080599249242156,2.596150997149434
HUH_1492,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,Terr. Baja California Sur. Silty,168,5.24,1.6563214983329508,2.2891046284519194
HUH_1492,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,Terr. Baja California Sur. Silty,168,4.87,1.5830939370944985,2.2068076490713913
HUH_1448,Herbarium,1964,North_Central America,mainland,NA,Mexico,NA,NA,Estado de Puebla,169,5.68,1.7369512327330598,2.3832750575625967
HUH_410,Herbarium,1925,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,7.86,2.0617866064411152,2.8035691537752374
HUH_410,Herbarium,1925,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,8.2,2.1041341542702074,2.8635642126552705
HUH_410,Herbarium,1925,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,7.13,1.9643112344262046,2.670205984563738
HUH_410,Herbarium,1925,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,6.01,1.7934247485471162,2.4515301344262523
HUH_410,Herbarium,1925,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,8.5,2.1400661634962708,2.9154759474226504
HUH_8352,Herbarium,1932,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,7.38,1.998773638612381,2.716615541441225
HUH_8352,Herbarium,1932,North_Central America,island,other,Mexico,NA,NA,Clarion Island,170,7.13,1.9643112344262046,2.670205984563738
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,171,5.82,1.7613002617433464,2.4124676163629637
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,171,8.75,2.169053700369523,2.958039891549808
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,171,7.49,2.0135687975291283,2.7367864366808017
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,171,8.87,2.182674796321488,2.9782545223670858
HUH_200,Herbarium,1903,North_Central America,island,other,Mexico,NA,NA,Socorro Island,171,8.94,2.190535589185423,2.9899832775452104
HUH_6350,Herbarium,1909,North_Central America,mainland,NA,Guatemala,NA,NA,Zacapa,172,4.93,1.5953389880545987,2.2203603311174516
HUH_6350,Herbarium,1909,North_Central America,mainland,NA,Guatemala,NA,NA,Zacapa,172,4.88,1.5851452198650557,2.209072203437452
HUH_6350,Herbarium,1909,North_Central America,mainland,NA,Guatemala,NA,NA,Zacapa,172,5.74,1.747459210331475,2.3958297101421877
HUH_6350,Herbarium,1909,North_Central America,mainland,NA,Guatemala,NA,NA,Zacapa,172,4.79,1.5665304114228238,2.188606862823929
HUH_6350,Herbarium,1909,North_Central America,mainland,NA,Guatemala,NA,NA,Zacapa,172,5.08,1.6253112615903906,2.253885533916929
HUH_1874,Herbarium,1896,North_Central America,mainland,NA,Mexico,NA,NA,Yucatan,173,5.97,1.7867469274045107,2.4433583445741234
HUH_1874,Herbarium,1896,North_Central America,mainland,NA,Mexico,NA,NA,Yucatan,173,6.39,1.8547342683894434,2.5278449319529077
HUH_1874,Herbarium,1896,North_Central America,mainland,NA,Mexico,NA,NA,Yucatan,173,5.47,1.6992786164338898,2.3388031127052997
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,6.56,1.8809906029559975,2.5612496949731396
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,5.94,1.7817091333745536,2.4372115213907883
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,7.05,1.9530276168241774,2.6551836094703507
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,6.86,1.925707441737794,2.619160170741759
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,7.32,1.9906103279732201,2.705549851693737
HUH_1117,Herbarium,1974,Africa,mainland,NA,Tanzania,NA,NA,Mbigiri (Zanzitari) S of Mto Kama,174,6.97,1.9416152247724325,2.640075756488817
HUH_21,Herbarium,1974,Africa,island,other,Tanzania,NA,NA,Shungu-Mbili Island,175,5.74,1.747459210331475,2.3958297101421877
HUH_21,Herbarium,1974,Africa,island,other,Tanzania,NA,NA,Shungu-Mbili Island,175,5.8,1.7578579175523736,2.4083189157584592
HUH_21,Herbarium,1974,Africa,island,other,Tanzania,NA,NA,Shungu-Mbili Island,175,7.32,1.9906103279732201,2.705549851693737
HUH_21,Herbarium,1974,Africa,island,other,Tanzania,NA,NA,Shungu-Mbili Island,175,6.35,1.8484548129046001,2.5199206336708304
HUH_21,Herbarium,1974,Africa,island,other,Tanzania,NA,NA,Shungu-Mbili Island,175,5.38,1.682688374173693,2.3194827009486403
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,6.77,1.9125010869241836,2.6019223662515376
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,6.56,1.8809906029559975,2.5612496949731396
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,7.18,1.9712993830601329,2.6795522013948525
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,5.99,1.7900914121273581,2.4474476501040834
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,5.98,1.7884205679625405,2.445403852127497
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,5.76,1.7509374747078,2.4
CAS_34022,Herbarium,1899,South America,island,Galapagos,Galapagos,Espanola,0,NA,174,6.62,1.890095369948917,2.5729360660537215
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,3.57,1.2725655957915476,1.8894443627691184
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,4.1,1.410986973710262,2.0248456731316584
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,5.6,1.7227665977411035,2.3664319132398464
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,5.64,1.7298840655099674,2.3748684174075834
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,6.17,1.8196988379172965,2.483948469674844
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,5.52,1.7083778602890038,2.349468024894146
CAS_34021,Herbarium,1899,South America,island,Galapagos,Galapagos,Isabela,1,NA,175,5.48,1.7011051009599243,2.340939982143925
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,5.11,1.631199404215613,2.2605309110914633
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,4.74,1.556037135706985,2.177154105707724
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,3.9,1.3609765531356006,1.9748417658131499
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,5.72,1.7439688053917064,2.3916521486202797
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,4.52,1.5085119938441398,2.1260291625469296
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,5.23,1.6544112780768316,2.2869193252058544
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,4.59,1.5238800240724537,2.142428528562855
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,5.32,1.6714733033535532,2.3065125189341593
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,3.92,1.366091653802371,1.9798989873223332
CAS_461169,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,176,4.73,1.5539252025038417,2.1748563170931545
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,7.45,2.0082140323914683,2.7294688127912363
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,5.92,1.7783364488959144,2.4331050121192876
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,8.06,2.086913556518537,2.839013913315678
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,7.68,2.038619547159581,2.7712812921102037
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,6.7,1.9021075263969205,2.588435821108957
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,4.11,1.4134230285081433,2.0273134932713295
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,4.66,1.5390154481375546,2.1587033144922905
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,5.1,1.62924053973028,2.258317958127243
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,8.34,2.1210632163706555,2.8879058156387303
CAS_461168,Herbarium,1932,South America,island,Galapagos,Galapagos,Baltra,1,NA,177,6.4,1.8562979903656263,2.5298221281347035
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,9.1,2.2082744135228043,3.0166206257996713
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,7.86,2.0617866064411152,2.8035691537752374
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,8.42,2.130609828254235,2.9017236257093817
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,5.85,1.766441661243765,2.4186773244895647
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,8.21,2.105352923464337,2.8653097563788807
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,6.59,1.8855533485144158,2.567099530598687
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,9.18,2.217027204632399,3.0298514815086235
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,6.15,1.8164520818184267,2.479919353527449
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,6.43,1.860974538249528,2.535744466621193
CAS_461173,Herbarium,1932,South America,island,Galapagos,Galapagos,Santiago,1,NA,178,5.39,1.6845453849209058,2.32163735324878
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,6.78,1.9139771019523042,2.6038433132583076
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,8.35,2.122261538862764,2.8896366553599777
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,7.01,1.9473377010464987,2.6476404589747453
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,7.61,2.0294631718735947,2.7586228448267445
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,6.63,1.891604804197771,2.5748786379167465
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,6.28,1.8373699804801074,2.5059928172283334
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,8.48,2.1377104498038118,2.9120439557122073
CAS_56634,Herbarium,1905,South America,island,Galapagos,Galapagos,Floreana,0,NA,179,7.64,2.033397603178429,2.7640549922170505
CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,1,NA,180,5.42,1.6900958154515549,2.328089345364563
CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,1,NA,180,5.09,1.6272778305624314,2.2561028345356955
CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,1,NA,180,4.71,1.5496879080283263,2.1702534414210706
CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,1,NA,180,5.39,1.6845453849209058,2.32163735324878
CAS_324635,Herbarium,1942,South America,island,Galapagos,Galapagos,Baltra,1,NA,180,4.69,1.545432582458188,2.1656407827707715
CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,NA,181,4.72,1.5518087995974639,2.172556098240043
CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,NA,181,4.5,1.5040773967762742,2.1213203435596424
CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,NA,181,5.46,1.6974487897568136,2.3366642891095846
CAS_741302,Herbarium,1964,South America,island,Galapagos,Galapagos,Santa Cruz,1,NA,181,4.34,1.4678743481123135,2.083266665599966
